pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2023-07-01,2023-07,HV0003,Uber,Bronx,59068,273863.59,56723072,1118950.96,19232.97,935707.39,1765.0,9271.0,1600,411
2023-07-01,2023-07,HV0003,Uber,Brooklyn,127931,590765.51,143782205,2844849.59,106164.17,2263199.53,10892.5,41441.75,4342,1722
2023-07-01,2023-07,HV0003,Uber,EWR,1,0.59,182,94.94,24.34,68.36,2.5,0.0,0,0
2023-07-01,2023-07,HV0003,Uber,Manhattan,172736,899507.75,198427404,4549334.22,234771.31,3389191.8200000003,26445.0,381239.0,5313,2223
2023-07-01,2023-07,HV0003,Uber,Queens,95996,639985.16,115517700,2520321.25,115558.33,2065084.57,44266.25,33104.5,3099,662
2023-07-01,2023-07,HV0003,Uber,Staten Island,6420,37569.92,6345547,141214.75,6802.24,117593.17,292.5,548.0,245,28
2023-07-01,2023-07,HV0003,Uber,Unknown,21,123.67,18496,421.65999999999997,13.0,352.75,2.5,2.75,0,0
2023-07-02,2023-07,HV0003,Uber,Bronx,50998,234033.44999999998,44740976,926800.79,15764.93,777601.5499999999,1788.75,7622.25,1445,346
2023-07-02,2023-07,HV0003,Uber,Brooklyn,115074,526457.09,121738848,2495374.18,89867.09,2014291.03,10288.75,36054.25,4197,1599
2023-07-02,2023-07,HV0003,Uber,Manhattan,153088,770830.49,163888010,3808232.91,201746.87,2918416.33,24191.25,335549.5,5092,2175
2023-07-02,2023-07,HV0003,Uber,Queens,86592,583756.22,96802794,2237551.62,99567.63,1813284.84,44876.25,27278.0,2835,626
2023-07-02,2023-07,HV0003,Uber,Staten Island,4899,29006.46,4634056,105649.04,4377.0199999999995,89515.48,242.5,443.25,185,14
2023-07-02,2023-07,HV0003,Uber,Unknown,22,112.28,20467,445.59000000000003,0.0,392.04,0.0,0.0,1,0
2023-07-03,2023-07,HV0003,Uber,Bronx,49605,223746.83,45739997,916073.3,18347.02,763572.15,1853.75,7412.5,1523,337
2023-07-03,2023-07,HV0003,Uber,Brooklyn,97155,422294.49,100706465,1956163.32,69028.48,1593353.41,9375.0,25427.25,3339,995
2023-07-03,2023-07,HV0003,Uber,Manhattan,126991,620713.18,130830409,3051471.77,171074.75,2259412.82,20713.75,279487.0,4099,1322
2023-07-03,2023-07,HV0003,Uber,Queens,79470,526269.33,88866845,2018564.45,90078.59999999999,1633329.5,44153.75,23873.5,2554,372
2023-07-03,2023-07,HV0003,Uber,Staten Island,5195,27582.02,4599323,103940.48,4617.8,85634.44,302.5,362.75,202,4
2023-07-03,2023-07,HV0003,Uber,Unknown,20,104.94,18520,416.31,9.27,342.01,0.0,0.0,1,0
2023-07-04,2023-07,HV0003,Uber,Bronx,43367,207172.45,38106374,830665.76,14596.23,689752.17,1481.25,5917.75,1263,277
2023-07-04,2023-07,HV0003,Uber,Brooklyn,101972,454434.0,108857699,2253644.73,82776.67,1821166.88,7775.0,27802.25,3493,1223
2023-07-04,2023-07,HV0003,Uber,Manhattan,121187,581321.3099999999,125954153,2984255.08,152942.57,2214214.15,18932.5,267978.75,4119,1528
2023-07-04,2023-07,HV0003,Uber,Queens,77499,557159.02,92080119,2187934.63,93200.69,1794061.29,47356.25,28281.0,2340,421
2023-07-04,2023-07,HV0003,Uber,Staten Island,4885,30790.95,4806452,112089.37,4679.81,98123.45,211.25,483.25,208,33
2023-07-04,2023-07,HV0003,Uber,Unknown,13,114.29,15675,401.96000000000004,2.62,306.4,2.5,0.0,0,0
2023-07-05,2023-07,HV0003,Uber,Bronx,53726,237775.85,51000686,1008298.73,18432.79,846918.65,1878.75,8183.5,1677,438
2023-07-05,2023-07,HV0003,Uber,Brooklyn,100816,433700.25,111030133,2145455.58,74334.97,1759910.09,9940.0,27693.5,3735,1255
2023-07-05,2023-07,HV0003,Uber,Manhattan,143907,690615.13,162182052,3706460.96,205346.56,2697872.86,22693.75,318839.75,4674,1450
2023-07-05,2023-07,HV0003,Uber,Queens,85925,580376.35,107916153,2380771.28,109141.22,1949345.3199999998,53680.0,31919.5,2790,583
2023-07-05,2023-07,HV0003,Uber,Staten Island,5982,32448.32,5727314,126374.95999999999,5681.33,108299.06999999999,382.5,494.0,207,10
