pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-04-01,2025-04,HV0003,Uber,Bronx,59780,250202.14,60096177,1259386.42,19824.71,1010775.43,1711.25,7792.75,2937.0,2511,1202
2025-04-01,2025-04,HV0003,Uber,Brooklyn,107602,431081.22,120529893,2543968.74,78700.19,1955676.3199999998,10052.5,27066.0,14089.5,4926,2778
2025-04-01,2025-04,HV0003,Uber,Manhattan,162447,826727.97,195737419,5509561.38,283271.76,3583476.74,25703.75,358761.25,188830.5,3694,2114
2025-04-01,2025-04,HV0003,Uber,Queens,93938,608886.36,120682520,3049501.31,138501.03,2267014.04,61633.75,35058.0,17644.5,4136,1804
2025-04-01,2025-04,HV0003,Uber,Staten Island,7442,39473.49,7268471,178811.27,6190.93,140159.88,526.25,492.0,228.0,510,129
2025-04-01,2025-04,HV0003,Uber,Unknown,18,128.04,21372,535.27,23.23,432.97,0.0,2.75,1.5,2,0
2025-04-02,2025-04,HV0003,Uber,Bronx,66130,278939.02,65509351,1303206.98,21932.74,1096368.03,1588.75,8991.5,3435.0,2581,1256
2025-04-02,2025-04,HV0003,Uber,Brooklyn,118456,467455.75,130865541,2641040.76,83648.72,2078337.2000000002,10721.25,29160.25,15423.0,4811,2672
2025-04-02,2025-04,HV0003,Uber,Manhattan,187574,947375.18,230242603,6339683.71,328263.95,4130591.96,30455.0,418009.0,221178.0,4024,2426
2025-04-02,2025-04,HV0003,Uber,Queens,97230,583330.94,119908739,2799851.91,118325.8,2161645.36,51432.5,31401.5,15537.0,4073,1756
2025-04-02,2025-04,HV0003,Uber,Staten Island,8021,39909.24,7448413,171633.06,6343.16,138850.97,411.25,461.0,216.0,441,84
2025-04-02,2025-04,HV0003,Uber,Unknown,13,72.38,14169,312.57,0.0,252.69,0.0,2.75,1.5,1,1
2025-04-03,2025-04,HV0003,Uber,Bronx,69244,297613.14,72522487,1412626.57,23418.53,1221094.86,2082.5,10113.75,3864.0,2592,1294
2025-04-03,2025-04,HV0003,Uber,Brooklyn,125210,514259.65,145273083,2890295.4499999997,91619.72,2334387.89,13327.5,33736.25,17703.0,4873,2724
2025-04-03,2025-04,HV0003,Uber,Manhattan,197221,1066626.52,258129414,7047327.2299999995,351232.33,4669072.07,44152.5,436011.0,232729.5,4108,2538
