pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-09-01,2025-09,HV0003,Uber,Bronx,44330,209823.86,39307019,849053.88,13505.22,718172.76,1406.25,6208.0,2293.5,1894,831
2025-09-01,2025-09,HV0003,Uber,Brooklyn,107766,498097.35,128128969,2642420.8,71173.86,2178904.71,10906.25,23785.0,12792.0,5483,3391
2025-09-01,2025-09,HV0003,Uber,Manhattan,118140,685887.2,131152864,3806944.81,185627.82,2622433.06,34702.5,246720.5,135196.5,3193,1845
2025-09-01,2025-09,HV0003,Uber,Queens,91764,700763.4199999999,118398218,3141035.1799999997,122694.03,2443351.0300000003,67616.25,39556.75,19684.5,3341,1489
2025-09-01,2025-09,HV0003,Uber,Staten Island,5314,33026.86,5150609,125968.01,4650.02,106389.6,362.5,448.0,222.0,121,25
2025-09-01,2025-09,HV0003,Uber,Unknown,13,89.53999999999999,16292,387.6,16.18,316.65,0.0,0.0,1.5,0,0
2025-09-02,2025-09,HV0003,Uber,Bronx,53203,232200.27000000002,54840399,1071485.45,18182.59,922745.3200000001,1632.5,7179.5,2674.5,2142,1001
2025-09-02,2025-09,HV0003,Uber,Brooklyn,99165,432050.52,116315082,2403415.04,78144.24,1910764.7,11798.75,24850.5,13032.0,4337,2447
2025-09-02,2025-09,HV0003,Uber,Manhattan,144053,737475.87,178867518,4748103.36,240766.01,3257710.5,26073.75,318343.25,165501.0,3075,1753
2025-09-02,2025-09,HV0003,Uber,Queens,94082,651947.76,133601477,3239127.59,151387.4,2496979.07,64577.5,39473.25,20007.0,3145,1398
2025-09-02,2025-09,HV0003,Uber,Staten Island,6970,37118.62,6762976,158169.2,5944.51,127185.24,360.0,472.75,214.5,119,22
2025-09-02,2025-09,HV0003,Uber,Unknown,18,181.20999999999998,25027,715.76,20.75,492.8,7.5,2.75,4.5,1,0
2025-09-03,2025-09,HV0003,Uber,Bronx,55748,233053.93,57537064,1108074.28,19152.44,944420.61,1401.25,7277.25,2670.0,2382,1139
2025-09-03,2025-09,HV0003,Uber,Brooklyn,104922,429795.16000000003,122876290,2462396.14,84442.54,1951411.04,9885.0,28748.75,15052.5,4523,2592
2025-09-03,2025-09,HV0003,Uber,Manhattan,165724,832137.86,210269421,5656926.8100000005,297248.95,3786367.42,24228.75,372359.75,195264.0,3444,2030
2025-09-03,2025-09,HV0003,Uber,Queens,91332,582109.18,123062631,3001397.01,137759.78,2273365.51,50875.0,34837.5,17602.5,3454,1413
2025-09-03,2025-09,HV0003,Uber,Staten Island,7541,39304.43,7266611,169221.91,6738.83,134905.87,388.75,570.25,285.0,120,28
2025-09-03,2025-09,HV0003,Uber,Unknown,18,172.22,29511,826.24,0.0,575.6600000000001,0.0,5.5,6.0,2,1
2025-09-04,2025-09,HV0003,Uber,Bronx,60119,249777.47,64304986,1240892.09,19895.2,1049301.81,1768.75,7544.5,2898.0,2789,1401
2025-09-04,2025-09,HV0003,Uber,Brooklyn,112426,454431.4,135565793,2715217.6,90927.74,2145045.45,11112.5,31377.75,16537.5,4989,2986
2025-09-04,2025-09,HV0003,Uber,Manhattan,191121,982677.72,260278796,7050426.69,368704.25,4818901.25,34643.75,431324.75,229975.5,3938,2421
