pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-12-01,2025-12,HV0003,Uber,Bronx,60484,244670.9,60939870,1141780.95,19370.079999999998,1004283.24,2061.25,7188.25,2707.5,1376,615
2025-12-01,2025-12,HV0003,Uber,Brooklyn,110602,439780.69,125748479,2478672.86,86334.7,2006802.81,14300.0,23844.5,12574.5,3241,1815
2025-12-01,2025-12,HV0003,Uber,Manhattan,152643,780349.96,197530650,5230417.74,289995.45,3549189.72,32936.25,334435.0,172423.5,2873,1511
2025-12-01,2025-12,HV0003,Uber,Queens,105758,693199.89,150670375,3540513.2600000002,180201.5,2753608.89,75071.25,44317.5,22291.5,3283,1724
2025-12-01,2025-12,HV0003,Uber,Staten Island,7775,40044.08,7619058,171453.17,7534.84,141123.75,600.0,431.25,195.0,51,8
2025-12-01,2025-12,HV0003,Uber,Unknown,30,157.43,34048,656.89,29.65,578.04,3.75,0.0,0.0,2,2
2025-12-02,2025-12,HV0003,Uber,Bronx,64676,249270.6,62043892,1177540.26,20892.37,1025206.0700000001,1982.5,7186.0,2635.5,1301,525
2025-12-02,2025-12,HV0003,Uber,Brooklyn,127498,463831.1,138315628,2691793.27,98060.73,2181092.16,11496.25,28553.25,14868.0,3357,1891
2025-12-02,2025-12,HV0003,Uber,Manhattan,201034,950099.22,259876714,7368096.04,438024.01,4795338.0200000005,28622.5,453267.0,234636.0,3164,1525
2025-12-02,2025-12,HV0003,Uber,Queens,110196,640981.6900000001,141748573,3308957.89,168824.04,2562078.63,63330.0,39530.75,19771.5,3172,1556
2025-12-02,2025-12,HV0003,Uber,Staten Island,8565,40829.89,7939799,176579.55,7364.12,146177.7,466.25,507.5,232.5,58,7
2025-12-02,2025-12,HV0003,Uber,Unknown,22,136.61,22949,529.96,6.72,449.44,2.5,0.0,0.0,1,1
2025-12-03,2025-12,HV0003,Uber,Bronx,64723,260632.44,65978548,1240440.0,22511.649999999998,1097170.1,1785.0,8381.25,3042.0,1323,550
2025-12-03,2025-12,HV0003,Uber,Brooklyn,123617,474192.65,142206212,2752620.69,99926.48,2265178.6,11402.5,29902.0,15732.0,3419,1934
2025-12-03,2025-12,HV0003,Uber,Manhattan,192547,1042501.2000000001,276362270,7982353.57,473797.79,5210638.25,34500.0,424702.5,224392.5,3381,1878
2025-12-03,2025-12,HV0003,Uber,Queens,105533,623158.81,143075748,3304473.35,173159.14,2538142.81,58610.0,39538.25,19576.5,2874,1361
2025-12-03,2025-12,HV0003,Uber,Staten Island,8619,42273.49,8486945,185112.68,7723.88,154464.16,496.25,532.25,246.0,68,10
2025-12-03,2025-12,HV0003,Uber,Unknown,26,199.82,32370,965.51,61.46,707.73,0.0,2.75,1.5,1,1
2025-12-04,2025-12,HV0003,Uber,Bronx,71938,286564.28,73816710,1357202.25,25244.55,1213558.81,1920.0,8653.25,3174.0,1662,842
2025-12-04,2025-12,HV0003,Uber,Brooklyn,140150,535032.01,161244336,3130326.5,115525.42,2572583.2199999997,11963.75,34339.5,18321.0,4365,2759
2025-12-04,2025-12,HV0003,Uber,Manhattan,216470,1238356.89,317381938,10088238.129999999,593425.8300000001,6426228.32,43570.0,473100.75,254076.0,4123,2543
2025-12-04,2025-12,HV0003,Uber,Queens,113182,656590.36,152534931,3531348.77,183208.16,2704210.81,57215.0,39318.25,19356.0,3016,1411
2025-12-04,2025-12,HV0003,Uber,Staten Island,9520,46653.24,9158662,202444.57,9107.58,167809.21,438.75,579.75,280.5,87,11
2025-12-04,2025-12,HV0003,Uber,Unknown,31,181.69,34551,708.68,1.0,618.77,7.5,0.0,0.0,1,1
2025-12-05,2025-12,HV0003,Uber,Bronx,82093,337155.75,84323948,1569856.85,27081.78,1442908.13,2292.5,10324.25,3904.5,2147,1213
2025-12-05,2025-12,HV0003,Uber,Brooklyn,162164,627275.46,183246003,3495474.35,130512.82,2961009.68,12851.25,41556.5,21733.5,5505,3816
2025-12-05,2025-12,HV0003,Uber,Manhattan,240644,1179619.22,321181557,8387016.15,470669.18,5916084.82,42327.5,539801.75,281299.5,5004,3254
2025-12-05,2025-12,HV0003,Uber,Queens,128342,737119.85,165574614,3703562.9,183388.44,2955716.71,61220.0,40874.25,19792.5,3701,1888
2025-12-05,2025-12,HV0003,Uber,Staten Island,10465,52017.48,9919778,217632.06,9542.74,188354.75,482.5,668.5,328.5,53,12
2025-12-05,2025-12,HV0003,Uber,Unknown,36,177.78,33952,799.1,9.39,658.0,2.5,2.75,1.5,0,0
2025-12-06,2025-12,HV0003,Uber,Bronx,72254,322808.82,67769047,1299062.45,23899.43,1178972.96,1610.0,10085.0,3873.0,1873,1022
2025-12-06,2025-12,HV0003,Uber,Brooklyn,176148,726418.8200000001,201380242,3760425.53,150892.36000000002,3288495.82,9420.0,56957.25,29374.5,6193,4578
2025-12-06,2025-12,HV0003,Uber,Manhattan,253539,1183298.51,329930420,7797383.0600000005,412826.87,5984909.41,24326.25,576142.75,303330.0,5443,3867
2025-12-06,2025-12,HV0003,Uber,Queens,120099,701306.59,143932106,3062647.2,137687.13,2586661.98,45321.25,36272.5,17863.5,3914,2101
2025-12-06,2025-12,HV0003,Uber,Staten Island,9072,51398.28,8933352,200945.85,9096.2,172833.0,385.0,802.0,400.5,99,18
2025-12-06,2025-12,HV0003,Uber,Unknown,33,174.41,30442,772.94,31.81,641.34,2.5,5.5,3.0,1,0
2025-12-07,2025-12,HV0003,Uber,Bronx,62235,278190.44,54699371,1072518.73,18453.829999999998,976590.89,1571.25,8344.5,3138.0,1643,847
2025-12-07,2025-12,HV0003,Uber,Brooklyn,154135,667612.72,167413334,3275654.2,121835.7,2811209.63,14135.0,45519.0,24028.5,5729,4144
2025-12-07,2025-12,HV0003,Uber,Manhattan,204508,1096750.49,254412021,6431290.59,340721.04,4855023.91,45133.75,451144.75,242157.0,5149,3794
2025-12-07,2025-12,HV0003,Uber,Queens,114387,752443.97,139791588,3202122.87,149293.8,2644207.2,63688.75,42752.0,21214.5,3756,2075
2025-12-07,2025-12,HV0003,Uber,Staten Island,7237,41242.45,6793183,154176.69,6506.28,134880.37,457.5,555.75,270.0,75,19
2025-12-07,2025-12,HV0003,Uber,Unknown,22,169.5,27300,619.72,17.88,595.23,2.5,5.5,3.0,1,1
2025-12-08,2025-12,HV0003,Uber,Bronx,66592,266352.15,63812139,1203386.6300000001,21801.45,1085229.24,1815.0,7984.75,2956.5,1397,636
2025-12-08,2025-12,HV0003,Uber,Brooklyn,130727,509321.53,141879699,2809505.7399999998,106229.47,2324939.67,14603.75,30175.75,16024.5,3612,2061
2025-12-08,2025-12,HV0003,Uber,Manhattan,193935,979191.91,247517101,6870974.12,413732.81,4657252.27,38738.75,432543.5,223986.0,3399,1824
2025-12-08,2025-12,HV0003,Uber,Queens,114556,695670.94,150249815,3448144.45,181478.29,2720962.7,66723.75,43391.25,22086.0,3044,1484
2025-12-08,2025-12,HV0003,Uber,Staten Island,8571,42822.85,7949817,178620.69,7262.33,150244.74,490.0,500.0,229.5,59,5
2025-12-08,2025-12,HV0003,Uber,Unknown,25,113.81,26592,530.13,26.14,485.6,0.0,2.75,1.5,1,1
2025-12-09,2025-12,HV0003,Uber,Bronx,67359,268817.52,66841476,1249533.1,23314.48,1116410.1099999999,1640.0,8784.5,3267.0,1399,662
2025-12-09,2025-12,HV0003,Uber,Brooklyn,130005,494290.25,145661651,2872992.67,107877.21,2357454.91,10540.0,33083.75,17469.0,3564,2162
2025-12-09,2025-12,HV0003,Uber,Manhattan,215728,1153568.37,302103373,9112467.27,552777.9199999999,6056230.03,34513.75,481575.5,255556.5,3426,1983
2025-12-09,2025-12,HV0003,Uber,Queens,110637,648012.17,150610879,3402369.73,183852.37,2658809.5,59271.25,42263.0,21181.5,2892,1316
2025-12-09,2025-12,HV0003,Uber,Staten Island,8674,43085.72,8376578,185345.91999999998,7641.22,155118.91,460.0,579.75,285.0,61,6
2025-12-09,2025-12,HV0003,Uber,Unknown,30,213.25,48265,1143.5400000000002,18.0,939.06,0.0,11.0,7.5,2,0
2025-12-10,2025-12,HV0003,Uber,Bronx,69175,277243.84,71800334,1311615.21,24676.74,1186972.01,1865.0,8607.25,3189.0,1519,730
2025-12-10,2025-12,HV0003,Uber,Brooklyn,135499,521944.5,157368054,3084819.0,116506.90000000001,2536935.4,11477.5,34469.25,18316.5,4105,2587
2025-12-10,2025-12,HV0003,Uber,Manhattan,223129,1265089.96,341462713,10794709.42,645419.12,7058354.16,42677.5,494576.25,267100.5,4162,2308
2025-12-10,2025-12,HV0003,Uber,Queens,112939,660220.23,156185294,3531144.0,189796.44,2744897.47,58035.0,41100.75,20283.0,2875,1296
2025-12-10,2025-12,HV0003,Uber,Staten Island,9043,45271.55,8875859,196990.07,8679.52,163164.88,568.75,574.75,271.5,49,11
2025-12-10,2025-12,HV0003,Uber,Unknown,20,79.35,16157,339.35,0.0,296.34000000000003,0.0,0.0,0.0,1,0
2025-12-11,2025-12,HV0003,Uber,Bronx,75331,305611.27999999997,77349527,1420732.0999999999,26535.94,1298190.76,2108.75,9733.25,3616.5,1732,916
2025-12-11,2025-12,HV0003,Uber,Brooklyn,151138,583952.42,176564959,3410022.1,124887.92,2865943.7,13270.0,38253.25,20598.0,4584,2997
2025-12-11,2025-12,HV0003,Uber,EWR,1,0.01,436,29.75,0.0,27.0,0.0,0.0,0.0,0,0
2025-12-11,2025-12,HV0003,Uber,Manhattan,235886,1434861.15,366067411,11875459.28,690710.9400000001,7893829.11,49968.75,517978.75,283236.0,4484,2610
2025-12-11,2025-12,HV0003,Uber,Queens,119541,684099.02,165756832,3649304.63,191124.69999999998,2896572.43,58086.25,40607.25,20164.5,3127,1425
2025-12-11,2025-12,HV0003,Uber,Staten Island,9875,49916.82,9633897,214663.31,9183.93,181751.48,586.25,695.25,346.5,70,12
2025-12-11,2025-12,HV0003,Uber,Unknown,33,165.96,42757,931.8000000000001,57.4,763.07,2.5,5.5,3.0,1,1
2025-12-12,2025-12,HV0003,Uber,Bronx,83131,352530.21,91008716,1646997.1600000001,28803.65,1528978.9,2613.75,11088.0,4198.5,2157,1207
2025-12-12,2025-12,HV0003,Uber,Brooklyn,168821,675751.29,199806166,3828838.49,142165.47,3233513.12,14841.25,44422.25,23379.0,5691,3979
2025-12-12,2025-12,HV0003,Uber,Manhattan,246656,1306010.57,354498161,9597417.32,521386.63,6821628.859999999,48675.0,548137.25,291069.0,5449,3568
2025-12-12,2025-12,HV0003,Uber,Queens,136886,805873.98,187438659,4132656.99,205939.1,3327360.27,66841.25,44603.75,21744.0,4003,2153
2025-12-12,2025-12,HV0003,Uber,Staten Island,10720,56127.0,10755366,236716.1,9970.22,201236.28,551.25,730.25,340.5,68,14
2025-12-12,2025-12,HV0003,Uber,Unknown,28,182.74,39139,791.27,1.0,772.95,2.5,5.5,3.0,1,0
2025-12-13,2025-12,HV0003,Uber,Bronx,77436,355139.81,76301870,1451002.74,26663.64,1350058.15,1925.0,11765.0,4578.0,2076,1200
2025-12-13,2025-12,HV0003,Uber,Brooklyn,196514,839882.34,234035707,4552443.95,183681.03,3982415.09,12570.0,63778.5,32931.0,7873,5967
2025-12-13,2025-12,HV0003,Uber,Manhattan,268226,1320295.28,364656327,9169131.64,465876.79,7085242.82,30098.75,602743.75,319983.0,6542,4903
2025-12-13,2025-12,HV0003,Uber,Queens,131823,765495.36,161406687,3341654.27,146381.65,2899241.2,45368.75,38326.0,18916.5,4472,2445
2025-12-13,2025-12,HV0003,Uber,Staten Island,9816,55832.79,9965905,221635.01,9603.300000000001,194731.38,442.5,831.75,399.0,107,14
2025-12-13,2025-12,HV0003,Uber,Unknown,29,235.16,30445,820.77,28.340000000000003,704.54,2.5,11.0,4.5,1,1
2025-12-14,2025-12,HV0003,Uber,Bronx,66404,299560.54,59909555,1253004.9,21057.71,1167848.34,1738.75,8863.75,3402.0,2269,1247
