pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-07-01,2025-07,HV0003,Uber,Bronx,58228,247440.91999999998,57364751,1114612.12,18286.75,953096.85,2133.75,7139.5,2770.5,2753,1306
2025-07-01,2025-07,HV0003,Uber,Brooklyn,108306,437501.15,121842434,2389584.03,78212.38,1921774.53,11498.75,24805.0,13032.0,5004,2875
2025-07-01,2025-07,HV0003,Uber,Manhattan,151513,756331.1,188416411,5200471.87,254938.16999999998,3415649.03,26656.25,334707.0,177919.5,3530,2100
2025-07-01,2025-07,HV0003,Uber,Queens,94393,552890.2100000001,113836122,2585074.84,105711.84,2049132.53,50475.0,23288.75,11781.0,4282,1854
2025-07-01,2025-07,HV0003,Uber,Staten Island,7791,39691.73,7412948,168270.80000000002,6381.25,138243.55,493.75,525.75,240.0,511,107
2025-07-01,2025-07,HV0003,Uber,Unknown,18,93.67,16449,421.36,6.29,340.64,2.5,0.0,4.5,0,0
2025-07-02,2025-07,HV0003,Uber,Bronx,60798,265424.85,60553975,1159213.01,18774.58,1016912.05,2676.25,7882.5,3084.0,2998,1545
2025-07-02,2025-07,HV0003,Uber,Brooklyn,106873,454634.49,123826693,2392075.47,74567.14,1970567.63,14181.25,24932.75,13381.5,5083,2956
2025-07-02,2025-07,HV0003,Uber,Manhattan,142310,765736.27,182641635,4765390.5,225283.21,3245295.34,33596.25,309478.25,164953.5,3755,2277
2025-07-02,2025-07,HV0003,Uber,Queens,96023,595786.34,120266725,2725103.0,113969.58,2194417.84,53928.75,25241.25,12634.5,4483,2123
2025-07-02,2025-07,HV0003,Uber,Staten Island,8086,42848.81,7851936,176557.99,6861.0199999999995,148135.99,535.0,497.0,246.0,488,113
2025-07-02,2025-07,HV0003,Uber,Unknown,24,177.66,30845,790.53,44.11,644.3499999999999,2.5,5.5,4.5,0,0
2025-07-03,2025-07,HV0003,Uber,Bronx,69767,306746.99,73583710,1367182.88,21923.05,1217403.66,3053.75,8875.75,3588.0,3524,1971
2025-07-03,2025-07,HV0003,Uber,Brooklyn,121004,516085.22000000003,144319844,2719614.46,82836.81,2264840.14,15723.75,25203.5,13570.5,6141,3887
2025-07-03,2025-07,HV0003,Uber,Manhattan,134314,723446.24,173800693,4359273.39,195115.25,3064040.21,32140.0,281891.0,149164.5,4063,2588
2025-07-03,2025-07,HV0003,Uber,Queens,104874,607404.26,130401000,2806325.21,109865.09,2298150.07,50725.0,24704.75,12570.0,5238,2679
2025-07-03,2025-07,HV0003,Uber,Staten Island,9072,46980.340000000004,8893328,196041.9,7268.45,166793.84,530.0,473.25,228.0,614,142
2025-07-03,2025-07,HV0003,Uber,Unknown,18,72.42,18565,306.17,8.0,313.48,2.5,0.0,0.0,2,1
2025-07-04,2025-07,HV0003,Uber,Bronx,60177,309360.77,56964808,1272301.65,17619.17,1106640.65,2337.5,7007.25,2994.0,3130,1674
2025-07-04,2025-07,HV0003,Uber,Brooklyn,119988,577563.49,139454943,2948749.46,87406.16,2443644.5,10935.0,24792.75,13812.0,6414,4232
2025-07-04,2025-07,HV0003,Uber,Manhattan,107219,621115.41,124887486,3415126.8499999996,149434.95,2447646.72,19463.75,218720.75,120666.0,3973,2756
2025-07-04,2025-07,HV0003,Uber,Queens,101159,666298.0,116147685,2802195.45,105379.8,2295167.73,49643.75,25817.0,13215.0,5246,2764
2025-07-04,2025-07,HV0003,Uber,Staten Island,8133,50902.37,8350429,204361.12,7447.4400000000005,175826.58000000002,368.75,510.5,226.5,500,128
2025-07-04,2025-07,HV0003,Uber,Unknown,19,176.61,24291,618.88,12.0,543.2099999999999,0.0,0.0,0.0,1,1
2025-07-05,2025-07,HV0003,Uber,Bronx,65931,322209.73,62311457,1257525.68,17046.36,1129242.65,1896.25,8628.5,3577.5,3966,2306
2025-07-05,2025-07,HV0003,Uber,Brooklyn,130086,616899.47,143285058,2901317.7199999997,83745.05,2477681.63,8305.0,35070.0,18808.5,8394,6064
2025-07-05,2025-07,HV0003,Uber,Manhattan,125364,666495.8,139371383,3477433.81,153147.19,2583870.71,16078.75,256536.25,140980.5,5089,3555
2025-07-05,2025-07,HV0003,Uber,Queens,106882,676113.66,121177715,2761534.27,99105.01,2329910.95,40926.25,28004.75,14154.0,6699,4027
2025-07-05,2025-07,HV0003,Uber,Staten Island,8080,49318.28,7899546,184983.54,6744.32,166322.13,411.25,616.25,268.5,645,174
2025-07-05,2025-07,HV0003,Uber,Unknown,22,94.11999999999999,16957,405.04,15.66,406.17,0.0,0.0,0.0,1,0
2025-07-06,2025-07,HV0003,Uber,Bronx,56672,272901.89,52873315,1051141.49,14105.91,939176.73,1705.0,7593.5,3058.5,3486,1999
2025-07-06,2025-07,HV0003,Uber,Brooklyn,111658,528259.28,120766041,2400856.17,69574.46,2017290.92,11141.25,27083.25,14518.5,7356,5154
2025-07-06,2025-07,HV0003,Uber,Manhattan,122107,671219.94,134778159,3475164.19,151806.95,2498349.75,26008.75,253482.0,138022.5,5086,3590
2025-07-06,2025-07,HV0003,Uber,Queens,103640,740713.5800000001,130386522,3068750.21,113625.58,2520162.2,67235.0,37070.5,18333.0,5645,3307
2025-07-06,2025-07,HV0003,Uber,Staten Island,6263,38671.76,6122188,144744.16999999998,5104.53,123263.62999999999,487.5,509.5,216.0,504,132
2025-07-06,2025-07,HV0003,Uber,Unknown,23,172.27,22617,808.3000000000001,56.52,623.5500000000001,7.5,5.5,4.5,0,0
2025-07-07,2025-07,HV0003,Uber,Bronx,56417,248497.84,54637049,1044111.64,16212.35,923050.2000000001,2075.0,7004.75,2659.5,2768,1389
2025-07-07,2025-07,HV0003,Uber,Brooklyn,96636,417351.06,104319755,2094720.15,69756.08,1702305.55,11683.75,22629.75,11917.5,4607,2628
2025-07-07,2025-07,HV0003,Uber,Manhattan,130679,655324.62,148684953,3891690.2600000002,193853.32,2664348.7800000003,25287.5,284534.75,148963.5,3564,2147
2025-07-07,2025-07,HV0003,Uber,Queens,95810,637835.47,119664742,2862088.95,124790.23,2255030.72,65740.0,34120.5,17070.0,4113,1852
2025-07-07,2025-07,HV0003,Uber,Staten Island,7272,39268.659999999996,6823691,156953.95,5921.49,130548.11,556.25,417.75,190.5,449,67
2025-07-07,2025-07,HV0003,Uber,Unknown,15,100.68,16668,502.33,3.69,359.85,0.0,2.75,3.0,2,1
2025-07-08,2025-07,HV0003,Uber,Bronx,60559,261830.1,60460235,1171058.6,24053.66,1024850.41,1896.25,8952.25,3517.5,3007,1507
2025-07-08,2025-07,HV0003,Uber,Brooklyn,109807,442281.47,118698649,2333262.7800000003,81038.51,1912275.96,10056.25,26855.0,14130.0,5096,2940
2025-07-08,2025-07,HV0003,Uber,Manhattan,168006,815013.78,202697023,5468729.5,285822.04,3706780.42,22227.5,368899.5,195367.5,4070,2508
2025-07-08,2025-07,HV0003,Uber,Queens,97349,586780.14,121455594,2757334.48,124170.02,2199006.07,56242.5,30658.5,15289.5,4423,2065
2025-07-08,2025-07,HV0003,Uber,Staten Island,7746,40142.05,7271867,164597.33,6249.62,136725.36000000002,468.75,481.5,234.0,512,111
2025-07-08,2025-07,HV0003,Uber,Unknown,31,208.3,36362,863.85,24.99,720.48,2.5,5.5,6.0,1,0
2025-07-09,2025-07,HV0003,Uber,Bronx,60538,265486.46,61931789,1193456.57,23266.539999999997,1035382.08,2183.75,8501.0,3318.0,3237,1708
2025-07-09,2025-07,HV0003,Uber,Brooklyn,109669,451713.56,124055656,2434785.01,84540.84,1959041.65,11086.25,28334.75,15090.0,5782,3545
2025-07-09,2025-07,HV0003,Uber,Manhattan,168073,857770.87,223370115,5957774.15,307118.82,3950107.2399999998,26806.25,370924.75,199692.0,4300,2759
2025-07-09,2025-07,HV0003,Uber,Queens,100286,617604.41,127071786,2945722.71,135724.12,2305082.88,60001.25,33640.0,16711.5,5023,2470
2025-07-09,2025-07,HV0003,Uber,Staten Island,7943,41583.27,7707220,172457.32,6693.74,143038.31,546.25,485.25,244.5,561,123
2025-07-09,2025-07,HV0003,Uber,Unknown,17,125.45,17596,489.17999999999995,0.0,402.45,0.0,0.0,1.5,0,0
