pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-10-01,2025-10,HV0003,Uber,Bronx,61504,264048.5,63639844,1195146.14,25583.199999999997,1067031.74,1686.25,8287.25,3172.5,2206,1057
2025-10-01,2025-10,HV0003,Uber,Brooklyn,110236,452603.18,127306421,2448392.98,95277.25,2040447.3299999998,11275.0,28583.75,14967.0,4363,2508
2025-10-01,2025-10,HV0003,Uber,Manhattan,166617,898897.6,229244431,5952815.77,356600.54,4118830.61,37200.0,366798.5,193084.5,3031,1780
2025-10-01,2025-10,HV0003,Uber,Queens,94069,576772.2,121619897,2747027.12,138339.87,2187464.45,49625.0,29994.75,14715.0,3288,1392
2025-10-01,2025-10,HV0003,Uber,Staten Island,7774,40650.45,7857518,170486.94999999998,7531.7,145160.16,502.5,512.5,249.0,95,19
2025-10-01,2025-10,HV0003,Uber,Unknown,24,115.53999999999999,21201,479.91999999999996,3.08,406.15000000000003,2.5,2.75,1.5,0,0
2025-10-02,2025-10,HV0003,Uber,Bronx,61174,272088.59,59207123,1149383.51,23773.1,1025731.47,2075.0,8587.0,3405.0,2117,991
2025-10-02,2025-10,HV0003,Uber,Brooklyn,109940,472400.6,118937973,2369158.71,97734.31,1952713.79,12981.25,32917.75,17130.0,4369,2609
2025-10-02,2025-10,HV0003,Uber,Manhattan,172095,918511.1,211685709,5671683.66,325391.36,3888648.27,38776.25,380165.0,199545.0,3311,2065
2025-10-02,2025-10,HV0003,Uber,Queens,93304,588628.4,112420679,2676819.5,137077.37,2102411.03,53481.25,33029.75,16290.0,3156,1295
2025-10-02,2025-10,HV0003,Uber,Staten Island,7281,39607.83,6796584,154523.56,7045.52,130054.75,475.0,557.25,252.0,105,9
2025-10-02,2025-10,HV0003,Uber,Unknown,13,90.4,14134,294.19,5.81,265.58,2.5,0.0,0.0,0,0
2025-10-03,2025-10,HV0003,Uber,Bronx,71455,309637.85000000003,78941459,1406957.61,26281.12,1286740.77,2355.0,9854.25,3768.0,2677,1382
2025-10-03,2025-10,HV0003,Uber,Brooklyn,135954,567368.58,163948744,3074359.65,117195.05,2586863.62,13728.75,38158.25,19807.5,5629,3650
2025-10-03,2025-10,HV0003,Uber,Manhattan,187159,933719.11,248279237,5918121.53,315591.53,4309696.64,34473.75,415660.75,217066.5,3861,2456
2025-10-03,2025-10,HV0003,Uber,Queens,109802,662028.07,151800131,3211045.81,152649.52,2635448.1,54107.5,34065.75,16839.0,3976,1883
2025-10-03,2025-10,HV0003,Uber,Staten Island,9210,47781.2,9115115,200054.52,8220.86,167831.34,452.5,705.5,333.0,107,17
2025-10-03,2025-10,HV0003,Uber,Unknown,18,101.88,18999,481.49,5.78,367.03000000000003,5.0,0.0,0.0,2,1
2025-10-04,2025-10,HV0003,Uber,Bronx,70242,329133.2,72940035,1329587.9200000002,24032.25,1236907.54,1506.25,10349.75,4071.0,2977,1745
2025-10-04,2025-10,HV0003,Uber,Brooklyn,154197,690638.11,182134815,3480661.99,138835.42,2966574.54,9930.0,54506.75,28069.5,7074,4933
2025-10-04,2025-10,HV0003,Uber,Manhattan,204941,1022247.12,263938117,5990676.44,297609.85,4592907.0600000005,20977.5,455513.0,242571.0,5493,3852
2025-10-04,2025-10,HV0003,Uber,Queens,110491,677311.37,139721806,2903734.82,124032.20000000001,2488637.89,40776.25,33554.75,17005.5,4612,2373
2025-10-04,2025-10,HV0003,Uber,Staten Island,8623,50583.45,8773533,195597.72,8981.82,168310.63999999998,326.25,782.25,381.0,184,30
2025-10-04,2025-10,HV0003,Uber,Unknown,18,73.81,13779,368.96000000000004,0.0,299.48,0.0,0.0,0.0,1,0
2025-10-05,2025-10,HV0003,Uber,Bronx,59058,281138.6,56242720,1095144.48,18984.25,994560.55,1483.75,8343.5,3211.5,2514,1308
2025-10-05,2025-10,HV0003,Uber,Brooklyn,132966,621896.54,153863751,3005878.99,116439.49,2552334.19,14717.5,40630.25,21330.0,6439,4432
