pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2021-05-01,2021-05,HV0003,Uber,Bronx,50154,227192.3,48082584,1083516.47,13613.43,890885.38,987.5,7229.75,0,0
2021-05-01,2021-05,HV0003,Uber,Brooklyn,103912,444640.85000000003,109586383,2409712.23,66917.8,1967212.99,4377.5,37037.0,0,0
2021-05-01,2021-05,HV0003,Uber,Manhattan,149881,642542.39,150716401,3805805.32,129740.73,3014751.33,8307.5,349390.25,0,0
2021-05-01,2021-05,HV0003,Uber,Queens,67894,376932.18,71721472,1522558.76,43366.74,1248752.72,16655.0,18139.0,0,0
2021-05-01,2021-05,HV0003,Uber,Staten Island,5482,30472.739999999998,5198889,114456.32,4483.67,99187.04,127.5,500.5,0,0
2021-05-01,2021-05,HV0003,Uber,Unknown,17,100.55,14845,354.28,4.0,294.13,2.5,2.75,0,0
2021-05-02,2021-05,HV0003,Uber,Bronx,47143,220303.16,42666817,947623.13,10587.99,784288.5599999999,995.0,6594.5,0,0
2021-05-02,2021-05,HV0003,Uber,Brooklyn,96316,435114.56,98521245,2127674.7,53205.69,1763908.06,5472.5,30360.0,0,0
2021-05-02,2021-05,HV0003,Uber,Manhattan,114919,584927.86,116761054,2898729.46,97249.11,2361292.27,13407.5,255898.5,0,0
2021-05-02,2021-05,HV0003,Uber,Queens,61319,376081.33,64206737,1498755.94,41619.56,1215493.81,20645.0,18628.5,0,0
2021-05-02,2021-05,HV0003,Uber,Staten Island,4634,26537.129999999997,4372930,96902.52,3370.4,83913.47,140.0,396.0,0,0
2021-05-02,2021-05,HV0003,Uber,Unknown,10,63.19,9734,209.03,0.0,177.85,0.0,0.0,0,0
2021-05-03,2021-05,HV0003,Uber,Bronx,46482,197805.03999999998,45135918,875455.5800000001,10986.119999999999,736434.48,992.5,6770.5,0,0
2021-05-03,2021-05,HV0003,Uber,Brooklyn,83960,348042.54000000004,89827436,1707523.95,42995.93,1434623.48,4527.5,23234.75,0,0
2021-05-03,2021-05,HV0003,Uber,Manhattan,102945,466163.01,108337062,2333924.74,93903.48999999999,1904361.71,9482.5,232732.5,0,0
2021-05-03,2021-05,HV0003,Uber,Queens,57672,327043.23,63089724,1290482.94,35999.28,1057483.13,19485.0,15829.0,0,0
2021-05-03,2021-05,HV0003,Uber,Staten Island,4564,23534.65,4125912,86094.74,3236.86,74574.08,145.0,341.0,0,0
2021-05-03,2021-05,HV0003,Uber,Unknown,19,123.75,21812,470.94,6.07,401.14,0.0,2.75,0,0
2021-05-04,2021-05,HV0003,Uber,Bronx,50406,213184.74,49269512,912707.91,11361.81,756930.69,957.5,7359.0,0,0
2021-05-04,2021-05,HV0003,Uber,Brooklyn,89242,359531.27,96785050,1701225.27,44231.17,1414781.26,3570.0,25492.5,0,0
2021-05-04,2021-05,HV0003,Uber,Manhattan,111976,498304.31,120072044,2444622.1,99178.5,1982976.88,6922.5,253684.75,0,0
2021-05-04,2021-05,HV0003,Uber,Queens,58199,314747.77999999997,62283922,1212645.54,35455.13,981881.39,16437.5,15977.5,0,0
2021-05-04,2021-05,HV0003,Uber,Staten Island,4902,24308.25,4433902,88690.18,3081.98,75921.32,107.5,338.25,0,0
2021-05-04,2021-05,HV0003,Uber,Unknown,6,22.02,3567,75.42,0.0,80.22,0.0,0.0,0,0
2021-05-05,2021-05,HV0003,Uber,Bronx,53440,225868.82,51834750,986242.58,12704.0,817707.88,1252.5,7832.0,0,0
2021-05-05,2021-05,HV0003,Uber,Brooklyn,100597,398304.58,108122427,1946502.45,48940.94,1618791.0,4820.0,28426.75,0,0
2021-05-05,2021-05,HV0003,Uber,Manhattan,135083,575809.1,146638075,3068310.31,117913.73000000001,2476447.41,9072.5,311668.5,0,0
2021-05-05,2021-05,HV0003,Uber,Queens,64249,333774.94,69597898,1326495.29,38526.55,1071944.42,17195.0,16709.0,0,0
2021-05-05,2021-05,HV0003,Uber,Staten Island,5414,27303.61,4916348,100285.3,3479.4700000000003,85008.93000000001,145.0,431.75,0,0
2021-05-05,2021-05,HV0003,Uber,Unknown,13,117.03999999999999,17005,389.28,1.0,307.65,2.5,0.0,0,0
2021-05-06,2021-05,HV0003,Uber,Bronx,54024,233292.71,54529501,1008208.55,13711.970000000001,846741.86,1627.5,8310.5,0,0
2021-05-06,2021-05,HV0003,Uber,Brooklyn,100507,421676.42,115295113,2026946.09,52517.15,1710027.33,7177.5,30321.5,0,0
2021-05-06,2021-05,HV0003,Uber,Manhattan,131683,619539.78,156196763,3121375.53,120152.25,2605555.35,12527.5,300289.0,0,0
2021-05-06,2021-05,HV0003,Uber,Queens,64500,356275.14,73784427,1374925.19,41076.33,1123379.8599999999,20530.0,18697.25,0,0
2021-05-06,2021-05,HV0003,Uber,Staten Island,5392,28314.370000000003,5170931,104473.22,3711.99,90252.04,182.5,426.25,0,0
2021-05-06,2021-05,HV0003,Uber,Unknown,27,175.95,30209,661.14,2.0,560.82,0.0,2.75,0,0
2021-05-07,2021-05,HV0003,Uber,Bronx,52916,244828.89,55464918,1147079.5,14175.88,913645.58,1887.5,8844.0,0,0
2021-05-07,2021-05,HV0003,Uber,Brooklyn,102757,448564.75,120454154,2324569.76,59076.34,1863969.65,7725.0,32065.0,0,0
2021-05-07,2021-05,HV0003,Uber,Manhattan,134298,636466.1,157993967,3536537.46,129456.49,2726033.67,13325.0,310510.75,0,0
2021-05-07,2021-05,HV0003,Uber,Queens,72094,400408.46,83913117,1591857.23,47087.19,1281961.59,23060.0,19989.75,0,0
2021-05-07,2021-05,HV0003,Uber,Staten Island,5749,30582.59,5577797,117654.66,3978.64,97869.87,200.0,492.25,0,0
2021-05-07,2021-05,HV0003,Uber,Unknown,15,92.01,17582,345.94,7.0,300.21,5.0,0.0,0,0
2021-05-08,2021-05,HV0003,Uber,Bronx,57275,261840.87,54513848,1132968.54,14278.69,930607.54,1280.0,8266.5,0,0
2021-05-08,2021-05,HV0003,Uber,Brooklyn,111490,492950.11,119248259,2437642.93,60782.91,1989562.28,5610.0,38087.5,0,0
2021-05-08,2021-05,HV0003,Uber,Manhattan,153934,704777.14,157750999,3758547.81,124552.62,2975710.32,10767.5,355718.0,0,0
2021-05-08,2021-05,HV0003,Uber,Queens,71299,391790.39,74586215,1526771.81,41096.17,1232992.4,17120.0,18372.75,0,0
2021-05-08,2021-05,HV0003,Uber,Staten Island,5997,32465.99,5754573,119504.44,4130.75,99369.39,115.0,423.5,0,0
