pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2022-08-01,2022-08,HV0003,Uber,Bronx,41078,190316.04,40872801,836903.16,15273.380000000001,657354.75,0.0,0.0,818,54
2022-08-01,2022-08,HV0003,Uber,Brooklyn,80650,366787.77,90383804,1804583.41,61170.09,1388339.48,0.0,0.0,1479,165
2022-08-01,2022-08,HV0003,Uber,Manhattan,139024,675474.79,155913053,3738638.6,182269.06,2560529.49,0.0,14.0,1563,188
2022-08-01,2022-08,HV0003,Uber,Queens,72461,517607.81,94635712,2117482.2399999998,93030.09,1601153.89,5.0,0.0,1272,62
2022-08-01,2022-08,HV0003,Uber,Staten Island,4502,25022.33,4305963,95213.0,4352.84,74806.27,0.0,0.0,135,6
2022-08-01,2022-08,HV0003,Uber,Unknown,17,99.38,14836,377.65,11.61,288.61,0.0,0.0,0,0
2022-08-02,2022-08,HV0003,Uber,Bronx,41893,192564.93,41187870,821069.67,17191.83,648851.85,0.0,0.0,798,44
2022-08-02,2022-08,HV0003,Uber,Brooklyn,83113,365724.18,93168006,1773674.32,63373.899999999994,1374581.46,0.0,0.0,1421,104
2022-08-02,2022-08,HV0003,Uber,Manhattan,160272,773365.4,182199087,4426033.9399999995,224356.59,3020188.79,0.0,2.75,1617,173
2022-08-02,2022-08,HV0003,Uber,Queens,68247,456671.38,84425085,1853804.92,83543.79000000001,1399197.74,7.5,0.0,1214,49
2022-08-02,2022-08,HV0003,Uber,Staten Island,4664,24739.59,4302793,95148.55,4263.92,74022.98999999999,0.0,0.0,129,4
2022-08-02,2022-08,HV0003,Uber,Unknown,9,53.62,8434,309.46,0.0,251.07,0.0,0.0,0,0
2022-08-03,2022-08,HV0003,Uber,Bronx,43631,193995.69,44327585,849696.39,17370.57,675904.48,0.0,0.0,859,52
2022-08-03,2022-08,HV0003,Uber,Brooklyn,89246,395765.06,102130676,1948502.97,70232.37,1508010.63,0.0,0.0,1419,111
2022-08-03,2022-08,HV0003,Uber,Manhattan,174356,864992.49,211758386,5055577.88,254000.83000000002,3473335.52,2.5,2.75,1799,260
2022-08-03,2022-08,HV0003,Uber,Queens,69385,456700.91000000003,88671485,1889754.91,84469.37000000001,1437485.08,0.0,2.75,1252,55
2022-08-03,2022-08,HV0003,Uber,Staten Island,4944,27119.68,4725519,104041.97,4879.74,81188.51,0.0,0.0,138,2
2022-08-03,2022-08,HV0003,Uber,Unknown,13,60.7,10271,253.38,0.0,192.8,0.0,0.0,0,0
2022-08-04,2022-08,HV0003,Uber,Bronx,45940,201727.35,44754113,868934.01,16201.37,688076.63,0.0,0.0,841,62
2022-08-04,2022-08,HV0003,Uber,Brooklyn,99196,443197.89,115479974,2209849.93,79397.49,1702329.84,0.0,0.0,1614,173
2022-08-04,2022-08,HV0003,Uber,Manhattan,184147,931950.16,233143503,5570010.49,272405.37,3846732.8499999996,0.0,0.0,1832,249
2022-08-04,2022-08,HV0003,Uber,Queens,75731,497485.42000000004,97372093,2089584.98,95101.56,1584695.8,0.0,0.0,1318,66
2022-08-04,2022-08,HV0003,Uber,Staten Island,5424,29600.79,5433496,115847.95999999999,5453.69,91439.73000000001,0.0,0.0,151,2
2022-08-04,2022-08,HV0003,Uber,Unknown,14,91.3,18621,395.65999999999997,21.61,288.24,0.0,0.0,0,0
2022-08-05,2022-08,HV0003,Uber,Bronx,52089,235245.48,52441718,1009242.11,17362.7,810502.66,0.0,0.0,1008,82
2022-08-05,2022-08,HV0003,Uber,Brooklyn,112586,503916.87,132151799,2509885.3,88616.8,1960392.19,0.0,0.0,1734,201
2022-08-05,2022-08,HV0003,Uber,Manhattan,189588,914556.72,223444780,5142843.68,239295.92,3572541.61,0.0,0.0,2054,310
2022-08-05,2022-08,HV0003,Uber,Queens,89540,622576.42,117739049,2610425.48,121733.65000000001,1974090.97,0.0,0.0,1439,75
2022-08-05,2022-08,HV0003,Uber,Staten Island,5913,33563.55,5938129,128513.48,5952.69,102156.96,0.0,0.0,132,5
2022-08-05,2022-08,HV0003,Uber,Unknown,15,78.52,15529,325.37,2.0,268.24,0.0,0.0,0,0
2022-08-06,2022-08,HV0003,Uber,Bronx,52686,252558.86000000002,51650158,1050932.75,18696.7,844095.43,0.0,0.0,943,66
2022-08-06,2022-08,HV0003,Uber,Brooklyn,128939,600428.04,147236608,2974576.55,106275.35,2311584.62,0.0,0.0,1887,271
2022-08-06,2022-08,HV0003,Uber,Manhattan,201486,971481.94,224971289,5401082.97,235686.44,3803273.62,0.0,0.0,2138,369
2022-08-06,2022-08,HV0003,Uber,Queens,92803,629374.69,112500855,2564527.02,109293.08,1975149.53,0.0,0.0,1484,97
2022-08-06,2022-08,HV0003,Uber,Staten Island,5945,35792.26,5856184,133927.67,6305.3,105176.0,0.0,0.0,154,1
2022-08-06,2022-08,HV0003,Uber,Unknown,20,95.3,19408,460.69,32.92,362.03000000000003,0.0,0.0,1,0
2022-08-07,2022-08,HV0003,Uber,Bronx,46570,217957.9,41740974,878993.52,14752.619999999999,708970.0,0.0,0.0,851,52
2022-08-07,2022-08,HV0003,Uber,Brooklyn,111566,534639.97,118818701,2536030.88,86708.13,1981132.9000000001,0.0,0.0,1810,236
2022-08-07,2022-08,HV0003,Uber,Manhattan,165942,837467.04,176839278,4455596.62,198759.12,3182064.44,0.0,0.0,2019,327
2022-08-07,2022-08,HV0003,Uber,Queens,84385,604945.11,101646710,2414737.08,102021.22,1852741.58,0.0,0.0,1373,90
2022-08-07,2022-08,HV0003,Uber,Staten Island,4670,28110.1,4389280,102512.53,4529.27,80994.01,0.0,0.0,118,4
2022-08-07,2022-08,HV0003,Uber,Unknown,16,62.269999999999996,10285,284.40999999999997,19.21,183.26,0.0,0.0,0,0
2022-08-08,2022-08,HV0003,Uber,Bronx,42892,190422.74000000002,40213048,808197.46,13584.65,635274.24,0.0,0.0,800,54
2022-08-08,2022-08,HV0003,Uber,Brooklyn,86858,395557.82,95711607,1900405.8900000001,64844.14,1462443.3699999999,0.0,0.0,1482,131
2022-08-08,2022-08,HV0003,Uber,Manhattan,147770,711900.26,160939637,3886853.56,192798.78,2641799.23,0.0,5.5,1600,178
2022-08-08,2022-08,HV0003,Uber,Queens,76273,545681.45,98213300,2234410.53,100398.82,1684940.67,7.5,5.5,1226,60
2022-08-08,2022-08,HV0003,Uber,Staten Island,4713,25526.32,4377630,96495.35,4254.53,76073.15,0.0,0.0,107,3
2022-08-08,2022-08,HV0003,Uber,Unknown,19,107.17999999999999,18675,497.31,0.0,360.33,0.0,0.0,0,0
2022-08-09,2022-08,HV0003,Uber,Bronx,44672,193921.0,42675101,825616.4299999999,14975.199999999999,657653.62,0.0,0.0,922,90
2022-08-09,2022-08,HV0003,Uber,Brooklyn,92813,403710.08,103478000,1997658.29,70016.9,1543833.49,0.0,0.0,1529,135
2022-08-09,2022-08,HV0003,Uber,Manhattan,177527,835493.25,202998000,5041312.84,250443.63,3402632.77,0.0,5.5,1790,254
2022-08-09,2022-08,HV0003,Uber,Queens,75044,494431.15,92984896,2030789.0499999998,89588.66,1535540.0999999999,0.0,2.75,1394,81
2022-08-09,2022-08,HV0003,Uber,Staten Island,4981,25740.75,4513822,100200.76000000001,4569.400000000001,77934.04,0.0,0.0,146,5
