pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2022-07-01,2022-07,HV0003,Uber,424544,2185410.66,500299780,10140504.1,414675.19,8210653.33,97140.0,449961.75,5610,541
2022-07-02,2022-07,HV0003,Uber,404956,2077926.48,417708103,8842747.17,353433.14999999997,7158798.2,71452.5,429863.5,5950,573
2022-07-03,2022-07,HV0003,Uber,375963,1975383.2,387456441,8284933.53,320641.55,6722220.15,68342.5,373913.75,5660,559
2022-07-04,2022-07,HV0003,Uber,324627,1838371.9,350304211,8360723.08,313788.91,6451499.2,80271.25,311453.0,4826,529
2022-07-05,2022-07,HV0003,Uber,340879,1765632.84,372905239,7880603.58,325332.35,6215461.600000001,82577.5,363642.5,4975,435
2022-07-06,2022-07,HV0003,Uber,337554,1697708.55,378272109,7472707.58,339886.23,5982174.65,71002.5,389216.5,4902,359
2022-07-07,2022-07,HV0003,Uber,365646,1860926.6500000001,423776172,8318737.62,379595.55,6659118.73,75632.5,428936.25,5241,462
2022-07-08,2022-07,HV0003,Uber,424750,2078419.27,486359820,9529567.89,415646.58,7849226.54,80462.5,488677.25,6955,749
2022-07-09,2022-07,HV0003,Uber,442735,2275593.42,476271409,10628687.36,434238.20999999996,8667372.69,64630.0,522222.25,6888,1076
2022-07-10,2022-07,HV0003,Uber,398459,2210856.85,438475384,9885381.32,407984.58999999997,8067703.18,94723.75,446702.75,6775,981
2022-07-11,2022-07,HV0003,Uber,337156,1815588.91,379453740,7859357.6899999995,365148.82,6334563.85,90866.25,392025.5,5224,441
2022-07-12,2022-07,HV0003,Uber,363922,1855624.53,420249574,8602931.8,425828.37,6898651.39,74446.25,461425.75,5343,479
2022-07-13,2022-07,HV0003,Uber,391227,2037778.32,472388522,9663011.870000001,471399.75,7745357.04,84941.25,500350.75,5692,522
2022-07-14,2022-07,HV0003,Uber,408294,2144297.6,504793318,10109893.94,484171.97000000003,8148261.57,94140.0,516874.75,5928,602
2022-07-15,2022-07,HV0003,Uber,440933,2280890.84,526678031,10388158.86,463795.31,8602512.42,94991.25,525512.75,6746,886
2022-07-16,2022-07,HV0003,Uber,494044,2533270.17,564523912,11530004.24,479938.72,9540829.37,66191.25,591574.0,8478,1700
2022-07-17,2022-07,HV0003,Uber,414619,2306315.39,458298277,9793228.59,398303.33,8232443.56,100041.25,478928.5,7566,1401
2022-07-18,2022-07,HV0003,Uber,365294,1887763.25,421207741,8559083.16,405650.22,6987783.93,90013.75,431147.0,6437,866
2022-07-19,2022-07,HV0003,Uber,381281,1962879.52,450075217,9335874.24,470275.77,7508034.91,89241.25,480724.25,6060,814
2022-07-20,2022-07,HV0003,Uber,415369,2111807.78,499089752,10351276.67,513792.58,8345283.430000001,84757.5,537269.5,6579,977
2022-07-21,2022-07,HV0003,Uber,438737,2226078.6,539798962,11564768.33,539040.67,8817594.709999999,36177.5,178365.5,7188,1075
2022-07-22,2022-07,HV0003,Uber,474493,2399119.92,562241478,12076216.32,515959.26,9207838.88,0.0,0.0,8372,1500
2022-07-23,2022-07,HV0003,Uber,504896,2543837.2399999998,558797268,12427177.91,488984.12,9506222.879999999,0.0,0.0,8834,1868
2022-07-24,2022-07,HV0003,Uber,439647,2367342.19,470077826,10908608.16,431638.8,8409979.78,7.5,22.0,8598,1808
2022-07-25,2022-07,HV0003,Uber,353717,1844043.96,396507531,8886425.64,382644.61,6514706.8,7.5,11.0,6142,744
2022-07-26,2022-07,HV0003,Uber,366609,1938473.71,432059616,9781375.23,436574.76,7116518.83,0.0,46.75,5844,602
2022-07-27,2022-07,HV0003,Uber,394417,2075458.49,476029800,10631676.120000001,458808.42,7748369.78,2.5,55.0,6257,690
2022-07-28,2022-07,HV0003,Uber,411226,2144585.35,501884011,11037884.59,462691.08,8012531.55,0.0,74.25,6158,654
2022-07-29,2022-07,HV0003,Uber,447258,2289339.83,548522991,11557328.98,465118.52999999997,8645807.36,2.5,8.25,6992,655
2022-07-30,2022-07,HV0003,Uber,474087,2418445.5300000003,538843434,11804639.37,439056.38,8871722.67,12.5,16.5,7594,975
2022-07-31,2022-07,HV0003,Uber,418374,2300803.79,463518962,10659990.75,393783.55,8070218.81,2.5,11.0,7306,935
