pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2022-08-01,2022-08,HV0003,Uber,337732,1775308.1199999999,386126169,8593198.06,356107.07,6282472.49,5.0,14.0,5267,475
2022-08-02,2022-08,HV0003,Uber,358198,1813119.1,405291275,8970040.86,392730.03,6517093.9,7.5,2.75,5179,374
2022-08-03,2022-08,HV0003,Uber,381575,1938634.53,451623922,9847827.5,430952.88,7176117.02,2.5,5.5,5467,480
2022-08-04,2022-08,HV0003,Uber,410452,2104052.91,496201800,10854623.03,468581.08999999997,7913563.09,0.0,0.0,5756,552
2022-08-05,2022-08,HV0003,Uber,449731,2309937.56,531731004,11401235.42,472963.76,8419952.629999999,0.0,0.0,6367,673
2022-08-06,2022-08,HV0003,Uber,481879,2489731.09,542234502,12125507.65,476289.79,9039641.23,0.0,0.0,6607,804
2022-08-07,2022-08,HV0003,Uber,413149,2223182.39,443445228,10388155.04,406789.57,7806086.1899999995,0.0,0.0,6171,709
2022-08-08,2022-08,HV0003,Uber,358525,1869195.77,399473897,8926860.1,375880.92000000004,6500890.99,7.5,11.0,5215,426
2022-08-09,2022-08,HV0003,Uber,395053,1953391.3,446665338,9996067.549999999,429622.89,7217974.2,0.0,8.25,5781,565
2022-08-10,2022-08,HV0003,Uber,396138,2043026.45,463753040,10223244.459999999,435419.96,7417648.399999999,2.5,11.0,5692,510
2022-08-11,2022-08,HV0003,Uber,415825,2156135.54,516626543,11222884.11,459905.13,8173727.08,2.5,24.75,5859,515
2022-08-12,2022-08,HV0003,Uber,442600,2284697.41,537467143,11464449.03,441792.07,8457270.16,5.0,19.25,6805,555
2022-08-13,2022-08,HV0003,Uber,461570,2413156.03,533938001,11608508.879999999,420299.44,8814612.52,5.0,5.5,5448,503
2022-08-14,2022-08,HV0003,Uber,391784,2205771.97,446735965,10276521.01,357107.93,7629201.76,5.0,22.75,4538,359
2022-08-15,2022-08,HV0003,Uber,336093,1802745.21,379134962,7809517.1,355606.74,6212249.27,85128.75,354815.25,3822,235
2022-08-16,2022-08,HV0003,Uber,358107,1857333.26,411284908,8196820.77,385728.06,6573984.17,80621.25,429397.75,4591,294
2022-08-17,2022-08,HV0003,Uber,378419,1977996.47,445497748,8861625.1,411495.5,7077618.59,84805.0,453392.75,4860,376
2022-08-18,2022-08,HV0003,Uber,402122,2162055.77,497483760,9786235.52,447201.95,7848913.0200000005,97476.25,474111.0,5203,418
2022-08-19,2022-08,HV0003,Uber,445067,2313356.8,543282388,10467578.8,450139.75,8450969.45,98915.0,497535.5,5711,516
2022-08-20,2022-08,HV0003,Uber,482981,2503871.32,563430125,11346825.91,461184.35,9237789.09,72115.0,549382.5,5372,557
2022-08-21,2022-08,HV0003,Uber,412409,2297916.23,461302407,9723118.04,400501.61,7913037.68,96567.5,452968.0,4858,426
2022-08-22,2022-08,HV0003,Uber,351482,1861687.56,388174721,7984892.55,355486.80000000005,6374896.08,93608.75,395425.0,4313,288
2022-08-23,2022-08,HV0003,Uber,366661,1987646.25,423919113,8682831.72,412040.02,6948750.2,97400.0,430153.5,4518,302
2022-08-24,2022-08,HV0003,Uber,384326,2002099.13,445530026,8854809.89,402343.27999999997,7106218.44,87672.5,461622.25,4854,428
2022-08-25,2022-08,HV0003,Uber,409619,2155214.0100000002,497515098,9687377.55,432087.8,7832326.3,100311.25,485051.0,5282,421
2022-08-26,2022-08,HV0003,Uber,451696,2306317.21,545500685,10452373.89,438630.7,8509976.23,98582.5,516906.5,5841,518
2022-08-27,2022-08,HV0003,Uber,496931,2529582.46,572269074,11330874.45,451406.79000000004,9329911.66,74608.75,582804.25,5888,639
2022-08-28,2022-08,HV0003,Uber,424568,2378157.59,485078957,10214717.8,395702.11,8370909.1,103312.5,469750.0,5451,566
2022-08-29,2022-08,HV0003,Uber,352015,1881679.26,403280151,8163586.470000001,371650.71,6551784.62,89533.75,391690.0,4705,359
2022-08-30,2022-08,HV0003,Uber,371909,1889397.43,435560369,8704706.27,405477.21,6994801.6,76611.25,439472.25,4783,301
2022-08-31,2022-08,HV0003,Uber,382087,2031563.0699999998,477322535,9293766.29,445382.27,7519264.39,93286.25,447122.75,4978,328
