pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-02-01,2026-02,HV0003,Uber,524670,2521657.45,559320406,13471174.65,531987.99,10442529.31,98227.5,472115.0,240411.0,15058,9392
2026-02-02,2026-02,HV0003,Uber,461812,2144940.98,577246132,13332572.78,577974.79,10079841.39,94917.5,380331.25,193188.0,12714,6427
2026-02-03,2026-02,HV0003,Uber,475634,2158109.15,598027841,13917089.74,626264.4,10402526.219999999,78335.0,420208.0,215962.5,12158,6092
2026-02-04,2026-02,HV0003,Uber,489939,2289969.06,627031510,14422399.47,658452.34,10838362.53,90337.5,439945.0,227830.5,11702,5723
2026-02-05,2026-02,HV0003,Uber,509915,2437679.26,661216900,15360021.31,682394.85,11355490.48,104962.5,457200.25,238677.0,11991,5898
2026-02-06,2026-02,HV0003,Uber,560738,2583640.31,687803539,15104358.19,625482.6900000001,11710200.61,102151.25,499700.25,254514.0,13424,7277
2026-02-07,2026-02,HV0003,Uber,668834,2920580.11,720228247,16406297.69,678864.66,12892173.73,67040.0,669395.0,340537.5,17952,11222
2026-02-08,2026-02,HV0003,Uber,592232,2832399.52,613650902,15330076.51,587328.23,12054410.09,100675.0,554515.0,280278.0,18443,11791
2026-02-09,2026-02,HV0003,Uber,508767,2494094.9,614913222,14296101.32,618660.29,11219153.58,118106.25,456121.75,233577.0,13029,6835
2026-02-10,2026-02,HV0003,Uber,482268,2291505.7199999997,585806411,13571423.37,612436.44,10173806.58,92393.75,475550.25,247137.0,10554,4923
2026-02-11,2026-02,HV0003,Uber,504502,2451355.22,643606882,14848967.250000002,671436.86,11172658.56,105197.5,499775.5,262299.0,10890,5141
2026-02-12,2026-02,HV0003,Uber,545842,2714709.07,698176662,16417682.459999999,722068.28,12326920.540000001,128845.0,528180.5,280474.5,12048,6037
2026-02-13,2026-02,HV0003,Uber,592267,2907285.9499999997,780659083,17207142.6,684596.0299999999,13461763.2,130788.75,550278.75,289945.5,14297,7853
2026-02-14,2026-02,HV0003,Uber,611487,3008782.68,732300171,16113566.56,594503.99,12931597.14,80992.5,602363.5,320062.5,15147,9299
2026-02-15,2026-02,HV0003,Uber,503333,2600426.53,558178232,13333488.14,486890.06,10295062.02,95123.75,478015.75,257098.5,14317,8854
2026-02-16,2026-02,HV0003,Uber,408579,2113960.8,432346106,10769566.67,445016.58,7953635.68,111650.0,379959.5,197968.5,9884,5132
2026-02-17,2026-02,HV0003,Uber,409193,2062028.04,473140822,11533227.15,519044.19999999995,8392000.59,97886.25,403012.5,210381.0,9230,4545
2026-02-18,2026-02,HV0003,Uber,455980,2221030.24,521705241,12764541.11,607496.48,9381483.74,94801.25,457172.75,238048.5,10459,5191
2026-02-19,2026-02,HV0003,Uber,490624,2477006.69,571042784,13581564.09,654693.4199999999,10271383.45,109910.0,498632.5,261400.5,11115,5994
2026-02-20,2026-02,HV0003,Uber,578283,2694514.75,661393741,14687261.92,658513.4199999999,11506817.61,108702.5,595432.75,304089.0,14942,8937
2026-02-21,2026-02,HV0003,Uber,583043,2910233.35,669591207,14929001.19,641654.1,11898293.17,87403.75,572866.0,299889.0,17621,11765
2026-02-22,2026-02,HV0003,Uber,409672,2087933.17,420291786,10359942.98,471173.08,8025962.15,83460.0,377041.0,200824.5,17879,11697
2026-02-23,2026-02,HV0003,Uber,93846,418473.06,93068736,2516312.0700000003,117149.36,1973297.94,2682.5,70258.25,36361.5,8574,4128
2026-02-24,2026-02,HV0003,Uber,490184,2286925.62,549223575,12476996.29,541724.23,10008892.54,89947.5,389967.25,196455.0,15399,8496
2026-02-25,2026-02,HV0003,Uber,503703,2448511.25,610550566,15173595.72,659742.47,11286474.85,111898.75,408040.5,211347.0,15920,8671
2026-02-26,2026-02,HV0003,Uber,531211,2626493.87,667387443,15607244.06,657251.73,11788052.63,109857.5,451135.25,235314.0,14680,8195
2026-02-27,2026-02,HV0003,Uber,594185,2846352.8200000003,755237943,16330982.36,641224.21,13113064.88,108658.75,498348.5,256215.0,16554,10079
2026-02-28,2026-02,HV0003,Uber,586218,2817454.47,682276896,15820101.28,589045.79,12330889.81,72288.75,525028.75,272376.0,18040,11967
