pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2020-10-01,2020-10,HV0003,Uber,317311,1419883.97,348363392,5628265.97,147336.52000000002,4849554.74,0,294877.0,0,0
2020-10-02,2020-10,HV0003,Uber,363193,1600252.75,393451601,6388744.180000001,160436.58000000002,5492054.29,0,333621.75,0,0
2020-10-03,2020-10,HV0003,Uber,385794,1765618.56,388479148,6583878.06,158624.8,5662931.279999999,0,376015.75,0,0
2020-10-04,2020-10,HV0003,Uber,307049,1472381.89,286457677,5077409.35,118127.8,4367213.71,0,272508.5,0,0
2020-10-05,2020-10,HV0003,Uber,256410,1158576.68,257876735,4525746.47,113907.29,3726871.15,0,222494.25,0,0
2020-10-06,2020-10,HV0003,Uber,265274,1150140.95,269271940,4718486.35,119678.5,3787513.67,0,245214.75,0,0
2020-10-07,2020-10,HV0003,Uber,279578,1209071.12,285266456,4981079.94,126548.12000000001,3998636.1799999997,0,263892.75,0,0
2020-10-08,2020-10,HV0003,Uber,294091,1290305.39,308744972,5349887.4,136300.62999999998,4320311.42,0,284504.0,0,0
2020-10-09,2020-10,HV0003,Uber,338602,1501066.86,366702036,6239204.62,149812.5,5079000.7,0,317440.75,0,0
2020-10-10,2020-10,HV0003,Uber,363397,1672844.95,368648946,6559916.0600000005,149161.36,5334560.33,0,357153.5,0,0
2020-10-11,2020-10,HV0003,Uber,291321,1402883.3900000001,269355775,5092746.59,106061.83,4161777.8200000003,0,263326.25,0,0
2020-10-12,2020-10,HV0003,Uber,277176,1194966.88,252582400,4653023.61,115477.94,3727841.82,0,255620.75,0,0
2020-10-13,2020-10,HV0003,Uber,263669,1157070.65,272426601,4693815.71,118602.22,3820580.0900000003,0,255552.0,0,0
2020-10-14,2020-10,HV0003,Uber,280591,1264382.5,301011736,5041410.33,121247.73000000001,4148528.3899999997,0,268350.5,1,0
2020-10-15,2020-10,HV0003,Uber,300016,1374268.23,333770988,5525608.28,134605.23,4603385.7299999995,0,295622.25,0,0
2020-10-16,2020-10,HV0003,Uber,371774,1590069.87,390837466,6569908.84,163689.09,5400046.68,0,368698.0,0,0
2020-10-17,2020-10,HV0003,Uber,362179,1678238.25,371313022,6506009.44,154381.6,5295985.63,0,365246.75,0,0
2020-10-18,2020-10,HV0003,Uber,300164,1487792.97,291965354,5386054.9,120925.64,4405698.11,0,278360.5,0,0
2020-10-19,2020-10,HV0003,Uber,253937,1194250.03,264083458,4508440.85,112486.9,3790109.4200000004,0,230499.5,0,0
2020-10-20,2020-10,HV0003,Uber,264894,1194753.83,276112681,4720590.22,121037.48999999999,3865484.6700000004,0,255224.75,0,0
2020-10-21,2020-10,HV0003,Uber,275745,1248564.88,289492173,4929252.32,126352.23000000001,4033881.31,0,270289.25,0,0
2020-10-22,2020-10,HV0003,Uber,295311,1375117.25,322108143,5401630.9799999995,138192.27,4474559.82,0,295999.0,0,0
2020-10-23,2020-10,HV0003,Uber,343071,1602183.27,379004516,6313880.08,151278.0,5260167.59,0,340131.0,0,0
2020-10-24,2020-10,HV0003,Uber,374885,1783931.98,382583358,6712572.859999999,150471.04,5518965.38,0,383927.5,0,0
2020-10-25,2020-10,HV0003,Uber,302055,1490543.76,294463127,5293783.68,108508.58,4413126.72,0,281597.25,0,0
2020-10-26,2020-10,HV0003,Uber,271966,1236991.83,284632293,4593839.58,120032.33,4015369.8200000003,0,247659.5,0,0
2020-10-27,2020-10,HV0003,Uber,277930,1246330.02,290891430,4739517.21,128932.34,4064389.18,0,267668.5,0,0
2020-10-28,2020-10,HV0003,Uber,304459,1345761.87,323185079,5207501.69,138962.86,4474545.01,0,300863.75,0,0
2020-10-29,2020-10,HV0003,Uber,366061,1526442.79,385644939,6157524.14,165701.88,5341413.4799999995,0,368445.0,0,0
2020-10-30,2020-10,HV0003,Uber,406506,1758738.8,433484813,7031221.32,174642.35,6106620.46,0,397911.25,0,0
2020-10-31,2020-10,HV0003,Uber,443366,2062531.26,448245476,7596434.47,175869.39,6664880.9799999995,0,446421.25,0,0
