pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-09-01,2025-09,HV0003,Uber,367327,2127688.23,422153971,10565810.28,397667.13,8069567.81,114993.75,316718.25,170190.0,14032,7581
2025-09-02,2025-09,HV0003,Uber,397491,2090974.25,490412479,11621016.4,494445.5,8715877.63,104450.0,390322.0,201433.5,12819,6621
2025-09-03,2025-09,HV0003,Uber,425285,2116572.7800000003,521041528,12398842.39,545342.54,9091046.11,86778.75,443799.0,230880.0,13925,7203
2025-09-04,2025-09,HV0003,Uber,467371,2304805.53,597652839,14193470.73,619254.44,10470622.31,96228.75,503435.5,266014.5,15887,8577
2025-09-05,2025-09,HV0003,Uber,511104,2539845.69,646293551,14643178.16,614127.8,11156486.53,110693.75,529680.5,276786.0,18688,10812
2025-09-06,2025-09,HV0003,Uber,545673,2610953.2800000003,644218993,14556614.05,573427.1,11399465.85,71200.0,604526.75,318990.0,22864,14358
2025-09-07,2025-09,HV0003,Uber,463442,2506995.28,534576849,12785822.79,491039.18,9922396.36,120410.0,477302.0,254605.5,20243,12443
2025-09-08,2025-09,HV0003,Uber,414709,2203479.92,533884055,12274141.04,553025.62,9386709.22,117446.25,429866.5,225748.5,14064,7263
2025-09-09,2025-09,HV0003,Uber,433324,2208106.21,557971132,12983613.02,601289.67,9750011.65,94657.5,475744.25,250822.5,14052,7169
2025-09-10,2025-09,HV0003,Uber,476477,2410227.58,634627962,15034498.14,696946.56,11163745.01,107016.25,541279.5,286656.0,15437,8181
2025-09-11,2025-09,HV0003,Uber,482906,2512906.23,657703103,15011520.19,651010.03,11301250.31,115436.25,517630.0,275538.0,16946,9498
2025-09-12,2025-09,HV0003,Uber,530269,2714770.15,730365025,15724365.6,644656.46,12430612.77,118807.5,547502.75,289804.5,21612,12702
2025-09-13,2025-09,HV0003,Uber,572595,2903453.81,702518680,15603183.83,588545.95,12445300.129999999,77737.5,608443.75,327216.0,25580,16667
2025-09-14,2025-09,HV0003,Uber,499226,2773787.37,597249289,13921576.09,523329.21,11072480.84,122261.25,493467.75,267583.5,23148,14978
2025-09-15,2025-09,HV0003,Uber,432850,2306316.0100000002,548360142,12662767.39,567846.18,9732850.129999999,123798.75,451529.25,236719.5,13088,6588
2025-09-16,2025-09,HV0003,Uber,440414,2251818.7399999998,560007574,13183412.89,619646.4400000001,9807208.709999999,98456.25,478806.25,252238.5,12325,5993
2025-09-17,2025-09,HV0003,Uber,471648,2404261.0,606748194,14283276.2,684245.35,10642272.41,106608.75,511757.25,269671.5,14860,7948
2025-09-18,2025-09,HV0003,Uber,480610,2555092.25,673026437,15546391.77,724684.01,11673309.09,125246.25,503931.0,269697.0,17305,10114
2025-09-19,2025-09,HV0003,Uber,519476,2673768.21,694694639,15078312.459999999,646584.51,11850588.51,124313.75,518502.0,272269.5,19144,11522
2025-09-20,2025-09,HV0003,Uber,546264,2819767.92,687775410,14937334.96,590129.54,12044385.15,77982.5,564368.25,299005.5,22642,14861
2025-09-21,2025-09,HV0003,Uber,472626,2676460.46,577929760,13358126.94,519519.72,10630274.18,115676.25,462554.0,248524.5,19026,12036
2025-09-22,2025-09,HV0003,Uber,379774,2047088.01,486866502,11497239.44,517581.33,8585396.48,106413.75,389474.0,199945.5,9802,4338
2025-09-23,2025-09,HV0003,Uber,366119,1911054.22,435694147,10905601.84,522244.63,7886192.38,82192.5,395605.75,203697.0,9595,4216
2025-09-24,2025-09,HV0003,Uber,410666,2162722.04,493977615,12769733.959999999,626059.7,9102490.16,97482.5,460352.75,242434.5,10708,4939
2025-09-25,2025-09,HV0003,Uber,478347,2508484.4899999998,642061785,15931696.2,754681.72,11559616.63,116848.75,524174.75,276072.0,12464,6199
2025-09-26,2025-09,HV0003,Uber,519353,2746259.06,697821255,15769175.92,698310.9,12189265.0,124272.5,515525.5,269932.5,15348,8414
2025-09-27,2025-09,HV0003,Uber,581519,3062225.27,732101136,15859386.4,656073.04,13023231.23,80677.5,607082.25,320857.5,21308,13520
2025-09-28,2025-09,HV0003,Uber,496394,2814102.65,600054072,13831912.61,548495.44,11181597.43,122208.75,470103.0,254368.5,20094,12906
2025-09-29,2025-09,HV0003,Uber,422596,2233273.5,538438520,12337137.09,566007.26,9443521.39,117145.0,414177.0,214737.0,12291,6252
2025-09-30,2025-09,HV0003,Uber,441185,2245346.76,559397854,12964837.71,604699.55,9757767.01,95408.75,442436.25,230919.0,12302,6105
