pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-01-01,2025-01,HV0003,Uber,505822,2829525.71,536415335,14317564.12,497678.82,12063566.99,79127.5,420026.5,0.0,35939,23316
2025-01-02,2025-01,HV0003,Uber,404643,2034253.06,435589728,9823585.33,382321.06,7736321.92,87282.5,337321.5,0.0,24105,12939
2025-01-03,2025-01,HV0003,Uber,462440,2252268.9899999998,501707401,10860738.67,416340.86,8664396.05,80832.5,407372.25,0.0,27996,16103
2025-01-04,2025-01,HV0003,Uber,504265,2528634.43,534812457,11517908.99,496513.73000000004,9462510.6,81800.0,504173.5,1776.0,30580,18318
2025-01-05,2025-01,HV0003,Uber,442527,2382441.5300000003,457310301,10397240.86,437625.0,8375992.5,104248.75,411191.25,214089.0,28029,16566
2025-01-06,2025-01,HV0003,Uber,412617,2015831.32,441548553,10106746.96,423313.04,7468604.34,91983.75,358703.5,180924.0,23618,12053
2025-01-07,2025-01,HV0003,Uber,443104,2082844.08,474309006,10932582.04,472750.73,8026472.85,83173.75,408696.75,207021.0,26417,14095
2025-01-08,2025-01,HV0003,Uber,465264,2179390.07,506328430,11561384.54,508081.07999999996,8479800.620000001,79691.25,437663.0,224113.5,27907,15094
2025-01-09,2025-01,HV0003,Uber,500166,2384712.58,552116688,12475468.94,535537.58,9222597.96,89031.25,487920.25,251076.0,28926,16426
2025-01-10,2025-01,HV0003,Uber,535704,2590024.56,595032858,12929279.94,516116.09,9851823.65,96622.5,522706.5,268341.0,31091,18020
2025-01-11,2025-01,HV0003,Uber,572363,2817098.7800000003,601793247,13023522.290000001,516497.94,10205329.23,79278.75,621146.5,324240.0,33391,20654
2025-01-12,2025-01,HV0003,Uber,485845,2625099.23,509602066,11487794.02,435097.47000000003,9009518.97,110423.75,493133.5,260827.5,30789,18935
2025-01-13,2025-01,HV0003,Uber,437543,2190957.69,481447083,11062413.469999999,473397.73,8148641.3,101410.0,433477.0,224686.5,24168,12469
2025-01-14,2025-01,HV0003,Uber,476239,2293686.9699999997,532237918,12196718.55,524737.85,8919966.58,92977.5,486696.5,255457.5,26624,13891
2025-01-15,2025-01,HV0003,Uber,510401,2499382.7,582384290,13213005.92,561631.76,9816864.97,104008.75,510667.0,268603.5,28740,16030
2025-01-16,2025-01,HV0003,Uber,517279,2642397.91,609952562,13876914.82,567524.02,10309987.17,114931.25,516206.25,272929.5,26691,14937
2025-01-17,2025-01,HV0003,Uber,550280,2752397.26,649993632,13751967.49,523330.36,10703828.49,120675.0,528943.5,275142.0,26543,15135
2025-01-18,2025-01,HV0003,Uber,567427,2802455.92,626632455,12870312.97,502076.76,10358768.6,77905.0,584235.25,309303.0,29363,17975
2025-01-19,2025-01,HV0003,Uber,494270,2459712.49,508525078,11398933.14,418098.66000000003,9203044.22,78112.5,466849.75,249451.5,29495,18224
2025-01-20,2025-01,HV0003,Uber,435284,2265918.41,446805472,10340167.26,418685.92,8110608.430000001,125572.5,402335.75,207577.5,22049,11455
2025-01-21,2025-01,HV0003,Uber,493546,2335493.82,535118874,12549648.24,532236.17,9198588.6,95895.0,490827.75,251094.0,22259,11365
2025-01-22,2025-01,HV0003,Uber,514532,2371971.62,558717485,12963015.01,556568.3099999999,9571726.37,83688.75,528409.0,272931.0,23959,12406
2025-01-23,2025-01,HV0003,Uber,517906,2536232.98,594379107,13836750.469999999,597568.79,10093915.44,99627.5,531864.75,280006.5,24853,13154
2025-01-24,2025-01,HV0003,Uber,561529,2693618.2600000002,642442586,13865007.93,550264.98,10607187.03,100406.25,560696.75,289141.5,28385,16448
2025-01-25,2025-01,HV0003,Uber,594659,2880425.02,651810419,13815228.84,531736.68,10918908.77,65711.25,640730.0,336799.5,31611,19362
2025-01-26,2025-01,HV0003,Uber,497545,2670693.2800000003,529217993,11910609.8,431647.39,9344691.19,103552.5,493348.0,260067.0,28632,17455
2025-01-27,2025-01,HV0003,Uber,434723,2184301.06,489182354,10908540.78,445842.42,8260330.39,96367.5,408571.5,209406.0,21078,10114
2025-01-28,2025-01,HV0003,Uber,458571,2198448.43,511098525,11440839.879999999,491248.38,8569657.48,77040.0,461878.5,238839.0,20983,10102
2025-01-29,2025-01,HV0003,Uber,467451,2315743.75,518639123,11929465.25,521459.6,8793314.709999999,89217.5,487476.25,255630.0,19550,9649
2025-01-30,2025-01,HV0003,Uber,521279,2610850.32,616359269,13843350.8,582978.1,10349438.14,104811.25,531825.75,280615.5,24493,12762
2025-01-31,2025-01,HV0003,Uber,571231,2738739.65,664023705,14108819.42,541187.12,10958747.78,102405.0,554412.25,287407.5,29008,16478
