pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-10-01,2025-10,HV0003,Uber,440224,2233087.47,549689312,12514348.88,623335.64,9559340.44,100291.25,434179.5,226189.5,12983,6756
2025-10-02,2025-10,HV0003,Uber,443807,2291326.92,509062202,12021863.13,591027.47,9099824.89,107791.25,455256.75,236622.0,13058,6969
2025-10-03,2025-10,HV0003,Uber,513598,2520636.69,652103685,13811020.61,619943.86,10986947.5,105122.5,498444.5,257814.0,16252,9389
2025-10-04,2025-10,HV0003,Uber,548512,2769987.06,667522085,13900627.85,593491.54,11453637.15,73516.25,554706.5,292098.0,20341,12933
2025-10-05,2025-10,HV0003,Uber,469253,2636672.18,568894651,12631057.58,557309.33,10227834.98,117833.75,444109.5,236620.5,18316,11430
2025-10-06,2025-10,HV0003,Uber,422950,2246289.88,535264099,11778976.28,606428.4,9348424.53,123923.75,421324.5,218896.5,11162,5463
2025-10-07,2025-10,HV0003,Uber,440552,2243156.6,524904556,11936980.69,641144.52,9292244.69,99412.5,473498.0,248071.5,10738,5047
2025-10-08,2025-10,HV0003,Uber,489035,2511299.01,607366434,14280737.52,771997.43,10891200.280000001,113858.75,537105.25,283464.0,12406,6440
2025-10-09,2025-10,HV0003,Uber,500595,2656734.4899999998,705272932,15810560.3,825272.53,12299182.76,130821.25,505515.5,269817.0,13009,7105
2025-10-10,2025-10,HV0003,Uber,535412,2759241.59,714665508,15073586.33,740487.53,12223649.34,131403.75,525765.5,276594.0,14759,8398
2025-10-11,2025-10,HV0003,Uber,578294,2882876.1,695235448,14264478.97,664454.17,12016170.87,85678.75,610966.75,322560.0,17311,11195
2025-10-12,2025-10,HV0003,Uber,516570,2656421.05,564965274,12453822.46,580128.59,10268157.45,107556.25,525594.0,277755.0,17153,10898
2025-10-13,2025-10,HV0003,Uber,437303,2176916.21,449151599,10653588.97,536899.49,8351135.9,112238.75,454486.0,232915.5,10447,5202
2025-10-14,2025-10,HV0003,Uber,458364,2359152.88,554541218,12905888.08,670745.48,9903781.98,115038.75,489177.0,254566.5,10607,5216
2025-10-15,2025-10,HV0003,Uber,480591,2479026.04,593450488,13791702.84,724828.87,10458408.66,111831.25,515074.25,271485.0,12075,6544
2025-10-16,2025-10,HV0003,Uber,513973,2663476.8,714132472,15949449.21,813898.14,12248283.5,126458.75,528651.75,280402.5,15547,9388
2025-10-17,2025-10,HV0003,Uber,549858,2767942.05,725540669,15083304.73,718098.23,12276495.99,126548.75,542540.25,284037.0,20690,13610
2025-10-18,2025-10,HV0003,Uber,573170,2927207.6,708305103,14427784.28,632055.03,12209753.49,80425.0,577198.75,304356.0,23479,16328
2025-10-19,2025-10,HV0003,Uber,498817,2791949.1,611856836,13363071.28,575208.57,11017985.43,125317.5,480651.0,256567.5,22063,15293
2025-10-20,2025-10,HV0003,Uber,447127,2327778.79,523822159,12287461.45,588903.7000000001,9341059.530000001,124690.0,455652.25,234426.0,13490,7945
2025-10-21,2025-10,HV0003,Uber,448290,2280307.14,573574175,13013338.129999999,644967.72,9996268.94,101422.5,460269.5,241207.5,13152,7661
2025-10-22,2025-10,HV0003,Uber,476632,2439511.08,621079441,14210710.88,710384.6,10764729.52,108402.5,492094.25,259960.5,14820,8794
2025-10-23,2025-10,HV0003,Uber,506935,2637168.7399999998,675846127,15472069.97,749912.75,11769257.28,123438.75,517967.0,274383.0,16552,10564
2025-10-24,2025-10,HV0003,Uber,549674,2730246.8899999997,713619436,15149725.43,677655.02,12104522.84,117582.5,532460.5,277912.5,19682,13135
2025-10-25,2025-10,HV0003,Uber,592721,3005837.7800000003,720626094,15096596.6,633996.3,12557150.55,75362.5,608031.5,319333.5,23058,16383
2025-10-26,2025-10,HV0003,Uber,505193,2793877.67,591385828,13168942.26,546756.24,10716763.16,117832.5,494953.25,262851.0,19515,13498
2025-10-27,2025-10,HV0003,Uber,432616,2202485.44,532947411,12155752.08,568507.94,9293164.33,113108.75,426183.5,219636.0,11231,6166
2025-10-28,2025-10,HV0003,Uber,447820,2188804.61,558272498,12931177.9,621482.32,9696266.95,91032.5,475430.25,247342.5,10617,5498
2025-10-29,2025-10,HV0003,Uber,477101,2388203.62,608310199,14155917.45,677318.94,10552660.27,101518.75,516005.25,270997.5,11047,5536
2025-10-30,2025-10,HV0003,Uber,574283,2676426.81,785238431,18219648.31,826040.57,14009780.5,106653.75,584669.0,306528.0,15746,9075
2025-10-31,2025-10,HV0003,Uber,600902,2918912.26,780619783,17710464.34,696710.22,13526383.190000001,119580.0,564838.75,291562.5,16517,10157
