pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-07-01,2025-07,HV0003,Uber,420249,2033948.78,488889115,11458435.02,463536.68,8478237.13,91260.0,390466.0,205747.5,16080,8242
2025-07-02,2025-07,HV0003,Uber,414114,2124608.42,495171809,11219130.5,439499.64,8575973.2,104920.0,368037.25,194304.0,16807,9014
2025-07-03,2025-07,HV0003,Uber,439049,2200735.47,531017140,11448744.01,417016.65,9011541.4,102175.0,341148.25,179121.0,19582,11268
2025-07-04,2025-07,HV0003,Uber,396695,2225416.65,445829642,10643353.41,367299.52,8469469.39,82748.75,276848.25,150913.5,19264,11555
2025-07-05,2025-07,HV0003,Uber,436365,2331131.06,474062116,10583200.06,359803.59,8687434.24,67617.5,328855.75,177789.0,24794,16126
2025-07-06,2025-07,HV0003,Uber,400363,2251938.72,444948842,10141464.53,354273.95,8098866.78,106585.0,325744.25,174153.0,22077,14182
2025-07-07,2025-07,HV0003,Uber,386829,1998378.33,434146858,10050067.28,410537.16000000003,7675643.21,105342.5,348710.25,180804.0,15503,8084
2025-07-08,2025-07,HV0003,Uber,443498,2146255.84,510619730,11895846.54,521358.83999999997,8980358.7,90893.75,435852.25,228544.5,17109,9131
2025-07-09,2025-07,HV0003,Uber,446526,2234284.02,544154162,12704684.94,557344.06,9393054.61,100623.75,441885.75,235057.5,18903,10605
2025-07-10,2025-07,HV0003,Uber,459768,2352229.73,572998793,12971431.040000001,559388.1,9783280.8,108062.5,456941.5,244218.0,21293,12350
2025-07-11,2025-07,HV0003,Uber,488712,2469898.93,591991943,12832602.9,523288.11,10033893.43,105948.75,459000.25,243090.0,24176,14790
2025-07-12,2025-07,HV0003,Uber,528344,2747040.34,628323408,13413336.65,515454.18,11108274.81,78555.0,481783.5,262333.5,29023,19656
2025-07-13,2025-07,HV0003,Uber,448836,2534331.43,524092733,11940171.69,446902.17,9559595.43,108413.75,384251.5,211959.0,26910,17987
2025-07-14,2025-07,HV0003,Uber,454337,2298064.58,526502376,12864708.42,575566.96,9809382.27,114087.5,433616.25,227875.5,19928,11855
2025-07-15,2025-07,HV0003,Uber,434957,2270968.05,532387161,12539124.57,600636.7,9348783.53,117590.0,446714.0,236857.5,17110,10392
2025-07-16,2025-07,HV0003,Uber,469592,2382216.12,571551719,13447919.07,643048.64,10052304.82,106620.0,489534.75,261729.0,18064,11179
2025-07-17,2025-07,HV0003,Uber,491377,2599433.85,617821660,14374113.22,664547.96,10823518.78,130623.75,499431.5,268192.5,16659,10127
2025-07-18,2025-07,HV0003,Uber,494829,2555484.67,607919433,13249923.3,562556.22,10396251.16,117951.25,463468.75,246150.0,16277,9946
2025-07-19,2025-07,HV0003,Uber,537496,2796365.65,627188589,13476433.77,529691.89,11187798.6,81522.5,493785.25,265330.5,17667,11270
2025-07-20,2025-07,HV0003,Uber,463639,2559471.75,523554186,12047435.290000001,465815.05,9682630.18,114842.5,411703.0,220869.0,15484,9548
2025-07-21,2025-07,HV0003,Uber,409357,2178672.15,482752531,11143924.35,491669.91000000003,8613668.2,117292.5,387277.75,202429.5,11038,5521
2025-07-22,2025-07,HV0003,Uber,414783,2149560.77,507271487,11652599.459999999,543163.5700000001,8844365.54,94601.25,414943.75,219975.0,13012,6907
2025-07-23,2025-07,HV0003,Uber,433046,2259531.29,538284680,12360114.620000001,576725.64,9371271.290000001,101122.5,437292.75,233847.0,17608,9999
2025-07-24,2025-07,HV0003,Uber,461555,2437474.08,599298740,13458438.41,607020.65,10229616.540000001,116785.0,461216.5,247351.5,19625,11534
2025-07-25,2025-07,HV0003,Uber,515229,2616596.42,630312676,13810966.43,583743.9,10944008.7,111725.0,489635.5,261250.5,20992,12999
2025-07-26,2025-07,HV0003,Uber,526000,2861643.67,654231419,14141205.54,550949.02,11617957.98,90992.5,463766.75,252645.0,22304,15381
2025-07-27,2025-07,HV0003,Uber,460507,2582858.69,522991337,11944570.54,454895.56,9763552.59,108377.5,408612.75,221616.0,23181,16333
2025-07-28,2025-07,HV0003,Uber,423602,2252819.55,498130842,11570745.49,524190.22,8860300.42,120468.75,405716.25,213472.5,18137,10400
2025-07-29,2025-07,HV0003,Uber,462549,2306451.5300000003,548928914,12718429.85,593538.29,9640202.33,100341.25,483673.25,255556.5,20764,12410
2025-07-30,2025-07,HV0003,Uber,476104,2369798.31,574462120,13399106.16,616776.05,10055833.59,98763.75,488587.5,259201.5,21241,13363
2025-07-31,2025-07,HV0003,Uber,503475,2514639.78,667557361,15183240.85,666947.03,11775160.21,108145.0,498880.75,266157.0,24799,16083
