pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-02-01,2025-02,HV0003,Uber,593734,2859104.66,651254301,13737307.3,509480.97,10964021.41,65626.25,609647.5,320749.5,30934,18656
2025-02-02,2025-02,HV0003,Uber,511007,2676730.61,545197683,12205945.22,437482.93,9599445.48,103147.5,500136.75,264316.5,30067,17984
2025-02-03,2025-02,HV0003,Uber,432900,2210294.0300000003,494046354,11023964.690000001,440875.18,8455010.88,100532.5,419537.75,217093.5,20907,9979
2025-02-04,2025-02,HV0003,Uber,467632,2279097.16,539101622,11828005.4,499343.33,9013598.08,84126.25,480090.5,252022.5,21231,10127
2025-02-05,2025-02,HV0003,Uber,489074,2409675.18,569531843,12814399.18,538357.94,9490390.28,94072.5,517148.75,272541.0,23117,11369
2025-02-06,2025-02,HV0003,Uber,530575,2552451.89,601187068,13908005.98,561305.86,10236600.66,103797.5,577727.25,303798.0,25869,13330
2025-02-07,2025-02,HV0003,Uber,568065,2755141.57,667984718,14475058.65,544199.22,10899123.35,106800.0,584386.75,307038.0,29452,16442
2025-02-08,2025-02,HV0003,Uber,578935,2717219.47,654774957,14839287.27,548138.8400000001,11398276.63,65310.0,619008.25,327565.5,33760,19655
2025-02-09,2025-02,HV0003,Uber,525157,2730392.15,553406565,13396247.93,461466.3,10509241.88,109226.25,515325.0,272497.5,34100,20530
2025-02-10,2025-02,HV0003,Uber,462461,2348386.2199999997,540492561,12085353.85,471264.85,9129645.17,111672.5,445453.5,231058.5,23644,11637
2025-02-11,2025-02,HV0003,Uber,484229,2326416.26,556386164,12511614.82,520779.47000000003,9404353.49,88056.25,500928.5,262794.0,24202,11581
2025-02-12,2025-02,HV0003,Uber,512021,2507339.41,578188087,13078473.75,542853.96,9842817.02,101882.5,520160.25,274948.5,25459,12836
2025-02-13,2025-02,HV0003,Uber,537567,2752345.39,657982222,14740840.95,578850.71,11147194.95,123790.0,520643.25,277516.5,27676,14813
2025-02-14,2025-02,HV0003,Uber,611007,3054069.2,768063315,16772095.850000001,581875.32,13070733.64,121068.75,558279.75,297336.0,31407,18179
2025-02-15,2025-02,HV0003,Uber,601232,2888807.02,642587461,14318562.96,523810.32,11042206.61,77623.75,596545.75,323488.5,35497,21904
2025-02-16,2025-02,HV0003,Uber,522549,2619614.75,538778366,11838572.28,434094.43,9534239.49,93822.5,512796.0,277210.5,30454,18131
2025-02-17,2025-02,HV0003,Uber,442787,2316792.1,459595279,10581120.879999999,411366.8,8127630.0,122352.5,414828.25,218910.0,24109,12318
2025-02-18,2025-02,HV0003,Uber,477170,2342969.15,522505416,11996673.56,491526.68,8888158.96,108965.0,481725.5,252687.0,22852,11076
2025-02-19,2025-02,HV0003,Uber,494426,2380893.68,544245190,12408070.74,505203.4,9186302.27,96047.5,510483.75,267009.0,21045,10105
2025-02-20,2025-02,HV0003,Uber,527251,2567177.31,595006105,13873058.85,547817.37,10042570.48,104682.5,535621.25,281853.0,22384,11311
2025-02-21,2025-02,HV0003,Uber,560209,2689409.41,618175301,13968550.75,528618.91,10395337.15,107693.75,562053.0,290241.0,23969,12729
2025-02-22,2025-02,HV0003,Uber,607461,2991766.15,660130741,13907631.75,515898.19,11192653.72,80517.5,630207.5,332059.5,25924,15250
2025-02-23,2025-02,HV0003,Uber,478843,2642587.39,517698382,12138481.1,421848.58,9364108.78,113383.75,445781.5,235293.0,22966,13048
2025-02-24,2025-02,HV0003,Uber,435101,2249855.3,499910273,11311364.6,445878.99,8581346.15,109021.25,401783.5,206136.0,17511,8009
2025-02-25,2025-02,HV0003,Uber,446460,2249963.3,516335100,11864567.55,493184.48,8690303.07,89220.0,437714.25,226885.5,16675,7796
2025-02-26,2025-02,HV0003,Uber,469598,2418171.8,569345608,13059977.11,540331.12,9596020.11,99265.0,462696.25,242914.5,17612,8026
2025-02-27,2025-02,HV0003,Uber,507604,2614521.94,624585878,14596650.3,592441.62,10545831.22,111986.25,490840.0,259014.0,20435,10131
2025-02-28,2025-02,HV0003,Uber,544568,2746037.04,657782670,14848903.67,542730.17,11350373.64,109640.0,487012.25,253815.0,23657,12800
