pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-08-01,2025-08,HV0003,Uber,486100,2534775.77,600913188,13190608.71,550074.03,10348879.39,122422.5,437147.0,232972.5,26220,17243
2025-08-02,2025-08,HV0003,Uber,505018,2671003.66,600899625,12961487.290000001,492259.1,10554222.4,82765.0,434767.75,235812.0,31196,21921
2025-08-03,2025-08,HV0003,Uber,438924,2428918.96,495698933,11218094.6,415808.13,8992428.3,104687.5,380114.25,206169.0,28326,20001
2025-08-04,2025-08,HV0003,Uber,396517,2062231.34,458502887,10469061.620000001,453147.94999999995,8084048.12,104881.25,365268.5,192286.5,19104,11512
2025-08-05,2025-08,HV0003,Uber,414312,2094036.45,481106246,11063417.71,496673.92000000004,8438932.58,92048.75,414375.5,219331.5,18889,11346
2025-08-06,2025-08,HV0003,Uber,432570,2207277.11,522588782,12008926.719999999,528975.73,9117465.82,98256.25,434398.0,231519.0,18377,11060
2025-08-07,2025-08,HV0003,Uber,448877,2350787.83,558494463,12529803.5,540226.83,9679365.35,111743.75,440126.75,234667.5,18500,11048
2025-08-08,2025-08,HV0003,Uber,479313,2465376.34,582621446,12673348.67,515633.42000000004,10019450.16,109297.5,438258.5,231423.0,20159,12730
2025-08-09,2025-08,HV0003,Uber,488009,2569877.14,575555579,12425721.629999999,475729.28,10122351.86,80327.5,433805.75,233472.0,21424,14131
2025-08-10,2025-08,HV0003,Uber,419024,2337148.08,491525022,11180753.88,411663.95,8913995.22,104423.75,353924.75,189822.0,19205,12374
2025-08-11,2025-08,HV0003,Uber,385172,2030250.85,443004101,10392938.92,443287.33999999997,7910785.84,106361.25,353169.25,183225.0,13020,7030
2025-08-12,2025-08,HV0003,Uber,402845,2043941.21,468060557,10974810.0,486443.73,8274717.88,90952.5,396736.5,207900.0,12059,6131
2025-08-13,2025-08,HV0003,Uber,453136,2237753.65,538422926,12900596.83,564083.9400000001,9738354.05,93750.0,452528.75,238284.0,13961,7514
2025-08-14,2025-08,HV0003,Uber,454910,2412076.13,565240984,12908897.14,554852.91,9912457.57,123402.5,439064.25,232282.5,15264,8756
2025-08-15,2025-08,HV0003,Uber,479638,2475691.39,580559922,12809934.24,514870.65,10049245.85,115258.75,433258.5,227457.0,17674,10808
2025-08-16,2025-08,HV0003,Uber,492645,2593938.63,583758627,12701720.6,474079.98,10280609.71,81030.0,447175.0,240604.5,20834,13708
2025-08-17,2025-08,HV0003,Uber,439356,2449456.62,510985619,11759753.6,430036.66,9467960.49,108288.75,388204.5,207351.0,18909,12228
2025-08-18,2025-08,HV0003,Uber,370207,2037600.52,427586708,10136472.120000001,426500.93,7761385.6,114976.25,336784.75,174327.0,12829,7009
2025-08-19,2025-08,HV0003,Uber,381482,1996731.3900000001,446108803,10501295.49,458656.23,7916851.54,95623.75,370759.25,193354.5,13039,7063
2025-08-20,2025-08,HV0003,Uber,448084,2187762.56,533405935,12586880.9,546257.6,9754979.56,99597.5,447925.75,234378.0,17848,10537
2025-08-21,2025-08,HV0003,Uber,426850,2282329.86,525925356,12334327.94,539214.34,9286587.48,115253.75,422881.0,224353.5,16114,9430
2025-08-22,2025-08,HV0003,Uber,459560,2407685.15,568217882,12585080.77,520495.57,9824631.23,111972.5,433300.0,229702.5,19366,12069
2025-08-23,2025-08,HV0003,Uber,496373,2605389.32,589223441,12936233.61,504048.1,10367521.29,84182.5,477100.75,257025.0,22338,15006
2025-08-24,2025-08,HV0003,Uber,428404,2455718.18,502972372,11684917.19,433847.13,9268930.66,116035.0,397685.25,214069.5,17989,11616
2025-08-25,2025-08,HV0003,Uber,373410,2036675.95,436840289,10530432.290000001,459849.21,7941094.22,112110.0,345461.0,179475.0,10680,5135
2025-08-26,2025-08,HV0003,Uber,376425,1976985.19,449183475,10767617.649999999,480390.29000000004,7996090.95,91935.0,371303.75,193789.5,10866,5294
2025-08-27,2025-08,HV0003,Uber,390864,2074101.43,488438999,11559822.96,512876.64999999997,8600476.35,100823.75,379906.25,200775.0,11546,5638
2025-08-28,2025-08,HV0003,Uber,419898,2260757.36,530626007,12395457.25,532919.62,9307443.19,118195.0,396463.75,210168.0,13537,7131
2025-08-29,2025-08,HV0003,Uber,456278,2388296.28,552501456,12628435.52,519421.37999999995,9690812.13,115952.5,412916.25,217917.0,15624,8620
2025-08-30,2025-08,HV0003,Uber,474593,2498831.52,547088454,12397882.45,495571.73000000004,9718700.38,82205.0,435674.25,234238.5,20791,13072
2025-08-31,2025-08,HV0003,Uber,439563,2393183.59,509073420,11878848.48,444617.39,9320189.0,87700.0,383685.5,209283.0,20222,12761
