pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-01-01,2026-01,HV0003,Uber,521622,2610591.27,538676688,14890673.450000001,547125.98,11683181.65,73843.75,408906.25,218865.0,16436,10606
2026-01-02,2026-01,HV0003,Uber,430470,2005260.95,437517279,10456183.65,424288.15,7864179.43,83792.5,358963.5,181797.0,9951,5110
2026-01-03,2026-01,HV0003,Uber,477332,2301983.42,496113213,11298378.89,469956.57,8900856.38,90990.0,423511.5,218223.0,11857,6798
2026-01-04,2026-01,HV0003,Uber,427820,2203865.72,444972994,10337241.03,403794.42000000004,8183307.05,108575.0,355940.5,183189.0,11840,7049
2026-01-05,2026-01,HV0003,Uber,407292,1991304.66,448859808,10348731.5,429144.49,7939337.32,99841.25,333617.75,165588.0,9096,4396
2026-01-06,2026-01,HV0003,Uber,415353,1938978.25,456860389,10433784.3,444838.82,7976848.7,83127.5,356464.25,177679.5,8817,4145
2026-01-07,2026-01,HV0003,Uber,426522,2018674.24,478959547,11039315.71,472852.77,8373983.62,80341.25,381352.5,192921.0,9066,4496
2026-01-08,2026-01,HV0003,Uber,442789,2122352.13,514599806,11836558.09,517793.91,8913538.69,88767.5,404033.25,206698.5,10000,5104
2026-01-09,2026-01,HV0003,Uber,507015,2338831.42,576519567,12538070.92,518895.25,9806013.91,91681.25,465744.0,233766.0,12528,7041
2026-01-10,2026-01,HV0003,Uber,612411,2715131.88,664855907,14288817.07,606991.96,11401575.15,77753.75,645570.5,329469.0,16676,10823
2026-01-11,2026-01,HV0003,Uber,503228,2528990.96,530367216,12115758.74,510110.88,9579751.23,111513.75,494009.5,256372.5,14616,9356
2026-01-12,2026-01,HV0003,Uber,453209,2158937.59,502863218,11783603.53,545697.62,8896314.2,103781.25,440611.75,224650.5,9380,4674
2026-01-13,2026-01,HV0003,Uber,452788,2142186.06,512768450,12421399.5,601229.3200000001,9028530.129999999,93297.5,455975.75,237142.5,9146,4397
2026-01-14,2026-01,HV0003,Uber,459390,2258686.58,528326030,12952864.26,607513.36,9393907.02,101500.0,442589.75,231331.5,9537,4763
2026-01-15,2026-01,HV0003,Uber,518997,2529610.93,610995969,14220971.81,652776.86,10726378.07,117410.0,493961.0,258060.0,11115,5849
2026-01-16,2026-01,HV0003,Uber,565777,2665173.36,656767719,14506587.48,617893.5,11313829.7,120917.5,515129.0,263355.0,14000,8523
2026-01-17,2026-01,HV0003,Uber,575380,2678965.2199999997,613538869,13358091.21,578633.33,10663688.95,77441.25,569158.5,294048.0,16702,11116
2026-01-18,2026-01,HV0003,Uber,510055,2413130.38,515528571,11878754.26,487348.69,9278465.34,83391.25,480700.5,249294.0,16400,11006
2026-01-19,2026-01,HV0003,Uber,438148,2176702.05,466042486,10865037.72,472652.85000000003,8368389.56,115406.25,378366.0,190885.5,10467,6040
2026-01-20,2026-01,HV0003,Uber,500643,2306992.38,561928784,13041660.41,598264.95,9864006.620000001,100685.0,477716.5,242469.0,11476,6134
2026-01-21,2026-01,HV0003,Uber,500406,2298763.22,559564287,13131206.7,616766.19,9820426.129999999,89392.5,502427.75,258811.5,11314,5989
2026-01-22,2026-01,HV0003,Uber,501145,2443913.96,600291426,13914449.870000001,646237.4299999999,10451695.7,103336.25,498020.0,259837.5,11701,6473
2026-01-23,2026-01,HV0003,Uber,578171,2622069.61,664880993,14566527.36,606486.8,11273089.55,98713.75,546499.25,277986.0,14864,9189
2026-01-24,2026-01,HV0003,Uber,633500,2870303.64,666776256,14651394.01,588793.74,11621727.88,80368.75,656599.5,336856.5,18950,13023
2026-01-25,2026-01,HV0003,Uber,235119,995255.38,239508868,4636106.24,177161.32,3682899.86,16637.5,181601.25,96979.5,15065,9003
2026-01-26,2026-01,HV0003,Uber,324502,1490455.07,334692412,8518619.62,390405.42,6545240.09,76397.5,240817.0,121105.5,12541,6437
2026-01-27,2026-01,HV0003,Uber,508756,2327563.23,670162479,16339176.370000001,716929.98,12630801.15,99027.5,389013.25,199008.0,16813,8443
2026-01-28,2026-01,HV0003,Uber,531078,2420983.69,706395652,16540360.499999998,728077.21,12613959.43,91906.25,424187.5,219082.5,16870,8975
2026-01-29,2026-01,HV0003,Uber,554879,2576478.5100000002,754025669,17859028.04,776969.08,13533037.870000001,100638.75,447163.25,232654.5,17632,9735
2026-01-30,2026-01,HV0003,Uber,617159,2738225.18,800159648,18241711.53,741047.57,14202426.77,100856.25,506057.0,256719.0,20321,11961
2026-01-31,2026-01,HV0003,Uber,614675,2731023.5300000003,691503731,15405856.97,629506.25,12089900.06,64327.5,581644.75,294462.0,17358,10913
