pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2024-02-01,2024-02,HV0003,Uber,481914,2428253.48,576966340,12511435.68,556827.13,9306450.64,102707.5,530010.0,23272,7113
2024-02-02,2024-02,HV0003,Uber,553340,2617480.89,652277808,13274384.14,540004.49,10218289.92,97966.25,590849.25,26959,9003
2024-02-03,2024-02,HV0003,Uber,582511,2734642.75,645746336,13131471.5,515472.35,10408948.63,60805.0,658649.25,29262,11132
2024-02-04,2024-02,HV0003,Uber,482156,2538579.51,525326473,11471972.83,435730.48,8880792.49,100863.75,511800.5,25937,9706
2024-02-05,2024-02,HV0003,Uber,417841,2080349.54,472434256,10174465.89,440110.15,8813498.41,96341.25,426690.0,20877,5911
2024-02-06,2024-02,HV0003,Uber,437463,2102225.95,504346830,10930187.19,497829.44,9308184.08,76766.25,481416.0,20690,5840
2024-02-07,2024-02,HV0003,Uber,453015,2236122.66,547600029,11728964.92,538817.56,9936951.1,87480.0,500519.75,21697,6365
2024-02-08,2024-02,HV0003,Uber,495276,2513522.78,609404410,13045892.54,583026.77,11004387.62,107333.75,552292.75,23587,7454
2024-02-09,2024-02,HV0003,Uber,552692,2707839.64,658596662,13344577.84,565148.17,11871137.43,104342.5,594496.5,26611,9101
2024-02-10,2024-02,HV0003,Uber,581867,2841380.38,660533561,13478632.56,533816.72,12203588.25,65306.25,660238.5,28614,11167
2024-02-11,2024-02,HV0003,Uber,529205,2779230.5,560279307,12713832.83,471322.08,11483267.81,98898.75,572759.25,27927,11257
2024-02-12,2024-02,HV0003,Uber,446856,2269752.0,502056556,10975041.82,475995.80000000005,8385063.859999999,103135.0,463047.5,22205,6803
2024-02-13,2024-02,HV0003,Uber,386739,1767033.04,367110371,8463288.69,373669.76,6273076.69,68635.0,445344.75,20725,5944
2024-02-14,2024-02,HV0003,Uber,551506,2535442.62,668345855,13586002.54,541094.65,10501306.459999999,92383.75,574849.75,26115,8650
2024-02-15,2024-02,HV0003,Uber,514567,2597402.4,635982702,13638288.77,574594.49,10166562.32,108750.0,549416.0,25869,8985
2024-02-16,2024-02,HV0003,Uber,544669,2683230.89,685919586,13765826.68,558686.62,10635512.62,114231.25,548675.5,27527,9754
2024-02-17,2024-02,HV0003,Uber,582648,2806307.75,643530552,13318747.9,542712.3,10406102.04,73061.25,624556.75,31212,12484
2024-02-18,2024-02,HV0003,Uber,511225,2632631.89,554687178,11836736.9,459932.22,9250654.21,93341.25,522852.0,28076,11140
2024-02-19,2024-02,HV0003,Uber,413524,2191124.73,441872755,9763281.0,413488.9,7493661.27,114767.5,413598.75,23086,7726
2024-02-20,2024-02,HV0003,Uber,427026,2146034.79,491429577,10727569.48,482978.08,7981301.72,94758.75,457725.25,21791,6511
2024-02-21,2024-02,HV0003,Uber,448686,2210853.59,508914852,11175823.8,505937.3,8255669.57,87916.25,490835.25,22333,6919
2024-02-22,2024-02,HV0003,Uber,497367,2497661.15,595693621,12682711.79,552612.67,9509558.34,105841.25,537577.5,24855,8381
2024-02-23,2024-02,HV0003,Uber,533194,2647858.75,611150949,12807925.959999999,530666.7999999999,9803814.06,103930.0,563639.5,26670,9318
2024-02-24,2024-02,HV0003,Uber,585887,2872679.07,656292242,13592882.39,538972.36,10602172.030000001,73425.0,645673.25,30061,12219
2024-02-25,2024-02,HV0003,Uber,496175,2671003.4699999997,546440432,11911233.19,466020.64,9280460.46,110017.5,501427.0,27168,10616
2024-02-26,2024-02,HV0003,Uber,425034,2203017.76,507687976,10684009.82,467437.58999999997,8198310.97,105915.0,408345.5,21469,6478
2024-02-27,2024-02,HV0003,Uber,468023,2258700.44,547121859,11892809.65,535383.54,8828471.02,85483.75,470476.25,24531,8260
2024-02-28,2024-02,HV0003,Uber,488564,2385365.78,588203037,12785751.47,587158.77,9375572.01,97891.25,512026.5,23651,7851
2024-02-29,2024-02,HV0003,Uber,520335,2657737.92,653592619,14159878.3,619688.53,10439494.41,116447.5,540816.75,26031,9257
