pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2021-05-01,2021-05,HV0003,Uber,377340,1721881.01,385320574,8936403.379999999,258126.37,7221083.59,30457.5,412299.25,0,0
2021-05-02,2021-05,HV0003,Uber,324341,1643027.23,326538517,7569894.78,206032.75,6209074.02,40660.0,311877.5,0,0
2021-05-03,2021-05,HV0003,Uber,295642,1362712.22,310537864,6293952.89,187127.75,5207878.0200000005,34632.5,278910.5,0,0
2021-05-04,2021-05,HV0003,Uber,314731,1410098.37,332847997,6359966.42,193308.59,5212571.76,27995.0,302852.0,0,0
2021-05-05,2021-05,HV0003,Uber,358796,1561178.0899999999,381126503,7428225.21,221565.69,6070207.29,32487.5,365068.0,0,0
2021-05-06,2021-05,HV0003,Uber,356133,1659274.3699999999,405006944,7636589.720000001,231171.69,6376517.26,42045.0,358047.25,0,0
2021-05-07,2021-05,HV0003,Uber,367829,1760942.7999999998,423421535,8718044.55,253781.53999999998,6883780.57,46202.5,371901.75,0,0
2021-05-08,2021-05,HV0003,Uber,400017,1883892.6500000001,411869521,8975757.03,244851.13999999998,7228535.899999999,34892.5,420868.25,0,0
2021-05-09,2021-05,HV0003,Uber,352860,1784740.5699999998,372424908,9044240.57,218320.59,7615360.04,43410.0,328614.0,0,0
2021-05-10,2021-05,HV0003,Uber,290748,1369344.6,303325098,5994778.15,186426.11,4938697.58,41685.0,275558.25,0,0
2021-05-11,2021-05,HV0003,Uber,316552,1440580.05,342114635,6447798.2,203833.78,5482835.23,32655.0,308866.25,0,0
2021-05-12,2021-05,HV0003,Uber,332305,1534175.92,362886488,6973685.609999999,222760.52,5790389.33,37490.0,331936.0,0,0
2021-05-13,2021-05,HV0003,Uber,342307,1660430.86,382114302,8461301.77,266963.82,7249317.75,46980.0,356974.75,0,0
2021-05-14,2021-05,HV0003,Uber,378978,1817486.89,440448000,9202040.51,284724.89,7687662.7299999995,48147.5,393159.25,0,0
2021-05-15,2021-05,HV0003,Uber,417582,2038385.34,455178894,10405282.8,307241.98,8567807.75,37520.0,453934.25,0,0
2021-05-16,2021-05,HV0003,Uber,338448,1753644.5899999999,342654976,7936233.39,231752.41,6488417.74,47892.5,336341.5,0,0
2021-05-17,2021-05,HV0003,Uber,294172,1426634.98,300143532,5909235.76,194503.4,4987444.07,45450.0,288516.25,0,0
2021-05-18,2021-05,HV0003,Uber,317529,1479190.8399999999,336558577,6400014.02,211222.63,5395952.62,37172.5,322289.0,0,0
2021-05-19,2021-05,HV0003,Uber,348313,1621459.93,395264954,7441715.02,239597.33000000002,6307478.430000001,40930.0,354444.75,0,0
2021-05-20,2021-05,HV0003,Uber,360942,1701372.18,422029340,7812916.76,254178.38,6634108.24,47965.0,377683.0,1,0
2021-05-21,2021-05,HV0003,Uber,392016,1856099.27,459488701,8737951.76,271803.46,7692328.23,49740.0,405691.0,0,0
2021-05-22,2021-05,HV0003,Uber,424055,2081916.95,463502833,10063961.73,295207.72,8416753.07,39345.0,464037.75,0,0
2021-05-23,2021-05,HV0003,Uber,354563,1846929.41,369755535,8578281.65,223309.99,7159455.49,49695.0,355195.5,0,0
2021-05-24,2021-05,HV0003,Uber,295540,1450205.73,317217026,6413671.59,209524.41,5320817.98,46640.0,286717.75,0,0
2021-05-25,2021-05,HV0003,Uber,314579,1489491.92,355817955,6861910.67,233121.06,5666846.29,39910.0,316492.0,0,0
2021-05-26,2021-05,HV0003,Uber,347879,1626858.46,408205549,7946057.93,265205.58,6666489.14,42790.0,361165.75,0,0
2021-05-27,2021-05,HV0003,Uber,354692,1729364.6099999999,434396208,8291280.37,279886.14999999997,6955579.84,55337.5,357728.25,0,0
2021-05-28,2021-05,HV0003,Uber,415566,1903148.6099999999,475751906,9722567.57,320948.19,8274843.529999999,56727.5,416515.0,0,0
2021-05-29,2021-05,HV0003,Uber,394076,1798640.75,375711136,7662188.7,262651.51,6355092.09,42480.0,404882.5,0,0
2021-05-30,2021-05,HV0003,Uber,354969,1631815.1400000001,327524443,7047115.43,234218.95,5860302.65,42087.5,354689.5,0,0
2021-05-31,2021-05,HV0003,Uber,274915,1447275.0899999999,272994460,6090999.41,193721.98,5070765.42,52302.5,254045.0,0,0
