pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-12-01,2025-12,HV0003,Uber,437292,2198202.95,542542480,12563494.87,583466.22,9455586.45,124972.5,410216.5,210192.0,10826,5675
2025-12-02,2025-12,HV0003,Uber,511991,2345149.11,609947555,14723496.97,733171.99,10710342.02,105900.0,529044.5,272143.5,11053,5505
2025-12-03,2025-12,HV0003,Uber,495065,2442958.41,636142093,15465965.8,777180.4,11266301.65,106793.75,503059.0,262990.5,11066,5734
2025-12-04,2025-12,HV0003,Uber,551291,2763378.4699999997,714171128,18310268.9,926512.54,13085009.14,115115.0,555991.5,295207.5,13254,7567
2025-12-05,2025-12,HV0003,Uber,623744,2933365.54,764279852,17374341.41,821204.35,13464732.09,119176.25,633228.0,327060.0,16410,10183
2025-12-06,2025-12,HV0003,Uber,631145,2985405.43,751975609,16121237.03,734433.7999999999,13212514.51,81065.0,680265.0,354844.5,17523,11586
2025-12-07,2025-12,HV0003,Uber,542524,2836409.57,623136797,14136382.799999999,636828.53,11422507.23,124988.75,548321.5,290811.0,16353,10880
2025-12-08,2025-12,HV0003,Uber,514406,2493473.19,611435163,14511161.76,730530.49,10939114.22,122371.25,514598.0,265284.0,11512,6011
2025-12-09,2025-12,HV0003,Uber,532433,2607987.28,673642222,16823852.23,875481.2,12344962.52,106425.0,566297.5,297766.5,11344,6129
2025-12-10,2025-12,HV0003,Uber,549805,2769849.43,735708411,18919617.05,985078.72,13690620.26,114623.75,579328.25,309160.5,12711,6932
2025-12-11,2025-12,HV0003,Uber,591805,3058606.66,795415819,20571142.97,1042500.83,15137077.55,124022.5,607273.25,327964.5,13998,7961
2025-12-12,2025-12,HV0003,Uber,646242,3196475.79,843546207,19443417.330000002,908266.07,15113490.38,133525.0,648987.0,340734.0,17369,10921
2025-12-13,2025-12,HV0003,Uber,683844,3336880.7399999998,846396941,18736688.38,832234.75,15512393.18,90407.5,717456.0,376812.0,21071,14530
2025-12-14,2025-12,HV0003,Uber,605584,3040292.7,676784245,16865448.580000002,737190.57,13782259.38,115423.75,599491.75,319033.5,22587,15583
2025-12-15,2025-12,HV0003,Uber,529424,2608518.81,645755852,16031315.7,753623.75,12144874.09,135402.5,483924.5,250413.0,13507,7276
2025-12-16,2025-12,HV0003,Uber,522016,2544773.28,660474634,16189360.209999999,776156.0700000001,11965669.11,110486.25,496594.0,259284.0,11813,6051
2025-12-17,2025-12,HV0003,Uber,521633,2666147.35,684038099,17017863.07,817010.08,12342271.79,116673.75,490910.5,260377.5,12262,6603
2025-12-18,2025-12,HV0003,Uber,533815,2835196.54,749289843,18271702.77,840345.84,13543534.72,126697.5,488970.75,261999.0,13539,7170
2025-12-19,2025-12,HV0003,Uber,637375,3108594.47,804088615,19061278.9,819402.16,14889273.47,132031.25,572652.0,298935.0,18172,10061
2025-12-20,2025-12,HV0003,Uber,588183,3088107.93,718966666,16125068.69,703492.36,13014649.78,123935.0,524875.75,282171.0,17203,9934
2025-12-21,2025-12,HV0003,Uber,506550,2723506.3,583778707,13287605.469999999,559909.47,10771463.28,118205.0,426468.0,231729.0,15292,8547
2025-12-22,2025-12,HV0003,Uber,443964,2185880.73,543582338,12097879.31,518556.63,9429714.879999999,101248.75,340474.75,177081.0,10333,4875
2025-12-23,2025-12,HV0003,Uber,461337,2231471.79,569332660,12266387.01,508469.21,9697552.11,105741.25,331170.75,170764.5,10400,5289
2025-12-24,2025-12,HV0003,Uber,461165,2283477.58,515720857,11592647.59,472328.57,9140131.4,78140.0,290314.75,149038.5,10100,5260
2025-12-25,2025-12,HV0003,Uber,373454,1987846.87,382412489,9270124.64,390930.09,7115463.64,63695.0,227161.5,116611.5,9051,4883
2025-12-26,2025-12,HV0003,Uber,368675,1672977.34,381474737,8993453.85,376443.11,6710686.6,60951.25,265669.5,134931.0,9317,4794
2025-12-27,2025-12,HV0003,Uber,377475,1809333.98,390495429,9460520.25,426493.41,7144358.8,78832.5,303221.75,158028.0,10617,5698
2025-12-28,2025-12,HV0003,Uber,393043,2016777.35,427363696,9874198.28,425598.83999999997,7787479.83,98938.75,313631.0,166330.5,10694,6020
2025-12-29,2025-12,HV0003,Uber,386620,1840804.99,422100907,9732455.64,434312.48,7468512.84,88812.5,303879.75,154983.0,8188,3966
2025-12-30,2025-12,HV0003,Uber,412367,1911627.56,455104282,10404660.89,450135.31,7947749.3100000005,88582.5,325981.0,167127.0,8584,4196
2025-12-31,2025-12,HV0003,Uber,539461,2383627.09,558202568,12830659.61,506812.23000000004,9910747.41,71097.5,386601.5,194208.0,12819,7335
