pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2022-11-01,2022-11,HV0003,Uber,390929,2024380.26,477110941,9873828.0,456652.5,7732721.4799999995,89477.5,472911.75,6307,597
2022-11-02,2022-11,HV0003,Uber,402481,2053148.44,494524202,9960667.129999999,480705.07,7945687.24,87723.75,504603.75,6260,531
2022-11-03,2022-11,HV0003,Uber,430836,2237946.54,547782618,11008490.71,533032.74,8772584.88,104803.75,548802.75,6483,557
2022-11-04,2022-11,HV0003,Uber,470270,2359608.33,584205237,11372706.22,531172.86,9102936.09,108322.5,574539.0,6633,561
2022-11-05,2022-11,HV0003,Uber,516844,2534149.92,608225681,11931879.04,519352.83,9722723.66,73687.5,653477.5,6304,547
2022-11-06,2022-11,HV0003,Uber,430189,2393858.16,484643283,10951938.08,450768.85,8770795.47,110456.25,512703.5,5777,539
2022-11-07,2022-11,HV0003,Uber,369013,1956074.81,451946639,8958608.95,449915.89,7220732.24,106387.5,442753.0,5461,555
2022-11-08,2022-11,HV0003,Uber,391011,1953273.21,450849961,9189594.459999999,464522.58,7238527.7299999995,88446.25,484075.5,6671,754
2022-11-09,2022-11,HV0003,Uber,418427,2121561.7399999998,522699373,10413778.53,528546.09,8198700.34,90671.25,527247.0,6927,935
2022-11-10,2022-11,HV0003,Uber,445267,2275254.87,584092975,11626439.77,586003.52,9228337.76,104543.75,555534.0,7006,1079
2022-11-11,2022-11,HV0003,Uber,514886,2447688.83,616131622,12670337.790000001,616178.41,10137658.89,106217.5,650681.25,8251,1504
2022-11-12,2022-11,HV0003,Uber,528122,2557857.4499999997,604995318,12223676.24,561275.77,9857838.16,73755.0,678205.25,7791,1449
2022-11-13,2022-11,HV0003,Uber,473444,2549112.67,525907152,11750197.4,541216.42,9321532.01,118737.5,580457.5,7645,1554
2022-11-14,2022-11,HV0003,Uber,392699,2007928.85,469022398,9573694.56,479178.12,7541669.24,110327.5,475984.0,6395,903
2022-11-15,2022-11,HV0003,Uber,441005,2108101.87,535189608,11947149.19,594130.92,8959380.43,90755.0,561969.0,6926,1230
2022-11-16,2022-11,HV0003,Uber,436859,2208251.08,550135785,11424840.1,571917.0700000001,8921579.95,100042.5,557112.5,6848,1072
2022-11-17,2022-11,HV0003,Uber,467442,2379172.9,599044136,12459613.6,607136.7000000001,9671837.19,112817.5,594279.25,6983,1071
2022-11-18,2022-11,HV0003,Uber,520310,2545995.35,644019740,12834904.8,576987.59,10137723.98,117061.25,626582.0,7786,1274
2022-11-19,2022-11,HV0003,Uber,562489,2729772.94,649243585,13462249.26,565329.34,10764905.36,89661.25,702112.5,8135,1525
2022-11-20,2022-11,HV0003,Uber,488708,2528236.7,526778637,11613875.68,465775.23,9421170.03,109841.25,579380.75,7874,1554
2022-11-21,2022-11,HV0003,Uber,390525,1898491.42,462002649,9244468.67,426721.23,7289951.13,94785.0,445826.5,5993,730
2022-11-22,2022-11,HV0003,Uber,387192,1965009.6400000001,496744428,9851558.64,469931.6,7731591.96,101961.25,438067.5,6005,784
2022-11-23,2022-11,HV0003,Uber,404802,2053153.04,496944481,9837381.69,443160.08,7705935.72,104248.75,414631.25,6804,905
2022-11-24,2022-11,HV0003,Uber,390875,2199308.9899999998,421679871,9649708.05,426705.38,7313535.180000001,60721.25,332866.25,6753,1233
2022-11-25,2022-11,HV0003,Uber,361710,1757562.47,359593644,7724192.46,341791.84,5851143.95,61676.25,366012.25,6011,714
2022-11-26,2022-11,HV0003,Uber,391623,2001643.25,425933682,8800185.66,403566.39,6792568.38,77777.5,441259.75,5951,779
2022-11-27,2022-11,HV0003,Uber,379218,2043872.63,414683588,8938228.77,396607.74,6863200.38,113266.25,433736.0,5944,839
2022-11-28,2022-11,HV0003,Uber,359026,1875278.18,419009689,8585923.47,413349.42,6637236.43,117753.75,407872.25,5546,400
2022-11-29,2022-11,HV0003,Uber,379420,1877702.97,445639014,9041862.39,453622.32,6933817.97,92982.5,466331.25,5687,369
2022-11-30,2022-11,HV0003,Uber,432383,2074025.49,520127803,10656952.95,542669.28,8126723.03,90993.75,535016.0,6352,832
