pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2024-09-01,2024-09,HV0003,Uber,485367,2635925.81,548073358,12268410.5,455114.52,9548493.03,91480.0,447300.25,25651,12908
2024-09-02,2024-09,HV0003,Uber,404175,2335860.8,463078118,10994051.98,403994.78,8376066.3100000005,122171.25,360636.0,22521,10491
2024-09-03,2024-09,HV0003,Uber,424027,2215546.5,530498612,11735446.73,484253.67,9068226.01,106898.75,420003.5,19482,9777
2024-09-04,2024-09,HV0003,Uber,451796,2274564.08,584922831,12724078.79,541835.13,9462219.19,90202.5,477776.75,19970,10018
2024-09-05,2024-09,HV0003,Uber,487944,2472240.75,646502435,14240644.22,597358.4,10703885.05,102547.5,544289.0,21420,11185
2024-09-06,2024-09,HV0003,Uber,541327,2715007.18,713523122,14827151.83,588049.25,11498994.25,109556.25,593562.25,23624,13129
2024-09-07,2024-09,HV0003,Uber,589740,2930739.36,718310162,15243820.48,585219.33,12010931.78,76566.25,685377.0,26518,15528
2024-09-08,2024-09,HV0003,Uber,506963,2797062.35,610942735,13601449.1,493407.24,10598184.52,119440.0,541737.75,24429,14368
2024-09-09,2024-09,HV0003,Uber,445240,2330072.29,571202270,12523728.049999999,527960.33,9443063.2,116202.5,478076.75,19607,9952
2024-09-10,2024-09,HV0003,Uber,446317,2280212.38,598509802,13149709.93,581598.7,9788954.37,92908.75,490052.0,19706,10249
2024-09-11,2024-09,HV0003,Uber,450880,2305634.23,601019558,12958666.38,578542.4,9698838.26,96765.0,484649.5,19892,10360
2024-09-12,2024-09,HV0003,Uber,492121,2613953.53,675843455,14612495.629999999,652155.8099999999,10950692.01,120857.5,530446.5,21573,11466
2024-09-13,2024-09,HV0003,Uber,533262,2740330.45,706474972,14432984.61,592732.91,11333585.39,117370.0,531624.5,24061,13635
2024-09-14,2024-09,HV0003,Uber,563278,2938135.5,721671980,14812269.84,560294.74,11975149.74,75655.0,571188.75,25947,15220
2024-09-15,2024-09,HV0003,Uber,481813,2727631.15,606686646,13079051.15,474819.89,10505578.57,114395.0,461844.25,24002,14224
2024-09-16,2024-09,HV0003,Uber,424320,2250944.12,533371989,11613490.1,515034.21,8896595.49,114708.75,427215.25,19040,9658
2024-09-17,2024-09,HV0003,Uber,442096,2258795.96,565463942,12374251.25,576562.44,9196234.21,96501.25,475055.75,19202,9664
2024-09-18,2024-09,HV0003,Uber,471439,2455696.06,612251061,13512225.99,635848.44,10109926.98,106820.0,508572.25,20373,10589
2024-09-19,2024-09,HV0003,Uber,495437,2636264.28,682515388,14809585.24,678176.36,11093146.65,125452.5,531681.75,21305,11362
2024-09-20,2024-09,HV0003,Uber,538227,2780807.47,721334309,14764969.09,617560.14,11642867.58,124308.75,548123.75,24161,13419
2024-09-21,2024-09,HV0003,Uber,554829,2893202.09,719631806,14716809.65,571246.27,11854938.66,79961.25,581470.25,25026,14637
2024-09-22,2024-09,HV0003,Uber,492200,2781399.83,613934272,13330799.76,508502.07,10791976.04,122993.75,510834.25,23113,13115
2024-09-23,2024-09,HV0003,Uber,421453,2260732.79,553469044,12006252.76,533271.3,9149850.56,119545.0,428175.5,18627,9083
2024-09-24,2024-09,HV0003,Uber,430483,2261271.44,575835250,12558437.68,583771.72,9556606.62,97928.75,440937.0,18767,9274
2024-09-25,2024-09,HV0003,Uber,454006,2399199.84,615786005,13523378.6,640043.91,10159774.95,108093.75,464832.25,19707,9879
2024-09-26,2024-09,HV0003,Uber,496738,2635828.8400000003,691577192,15211013.56,690885.87,11550562.23,121758.75,512555.75,19959,10260
2024-09-27,2024-09,HV0003,Uber,540791,2777458.67,703226382,14704778.67,623666.08,11595697.1,122510.0,545988.25,22862,12569
2024-09-28,2024-09,HV0003,Uber,621414,3063430.6999999997,760490743,16045772.040000001,644005.44,12912645.43,81850.0,682799.0,26292,16096
2024-09-29,2024-09,HV0003,Uber,518182,2773586.79,622509254,13932909.81,538702.08,11117741.469999999,116937.5,534741.75,23451,13947
2024-09-30,2024-09,HV0003,Uber,415480,2161737.56,511658076,11531369.75,502095.14,8526890.4,112735.0,420849.25,16970,7939
