pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-10-01,2019-10,HV0003,Uber,364483,1764966.08,382324341,6600712.399999999,230946.67,5330570.0200000005,0.0,401414.25,58059,34819
2019-10-02,2019-10,HV0003,Uber,440327,2028177.57,527527114,8255489.92,293788.55,7020539.95,0.0,494039.25,67397,42818
2019-10-03,2019-10,HV0003,Uber,495432,2211614.24,627790629,9699588.85,338418.97,8300721.8,0.0,578253.25,68457,44175
2019-10-04,2019-10,HV0003,Uber,507429,2316456.5300000003,609415242,9521869.53,314760.52999999997,7975436.11,0.0,552642.0,69482,45636
2019-10-05,2019-10,HV0003,Uber,554697,2495491.53,602707476,9556342.98,290090.97,8035719.7,0.0,609301.0,74026,52266
2019-10-06,2019-10,HV0003,Uber,463940,2298134.15,501553142,8321919.33,247206.02,7007034.17,0.0,482427.75,64425,43311
2019-10-07,2019-10,HV0003,Uber,411319,1925225.8499999999,452260771,7263270.15,254251.48,6204448.2,0.0,441154.0,66524,39268
2019-10-08,2019-10,HV0003,Uber,392286,1783459.19,421080442,6833125.77,235586.28999999998,5699000.38,0.0,422760.0,61947,35223
2019-10-09,2019-10,HV0003,Uber,416455,1833836.42,415036356,7020849.0,249843.62,5725524.13,0.0,482669.75,62698,34699
2019-10-10,2019-10,HV0003,Uber,437800,2082411.91,526712353,8404876.3,291222.79,7032259.2,0.0,495867.5,60102,35235
2019-10-11,2019-10,HV0003,Uber,485914,2235870.57,582655739,9124887.790000001,298607.92,7741597.890000001,0.0,532808.75,65145,39705
2019-10-12,2019-10,HV0003,Uber,533136,2444401.2800000003,581202606,9335411.35,286231.05,7832885.65,0.0,587813.0,70099,48800
2019-10-13,2019-10,HV0003,Uber,470474,2333106.53,496673940,8486683.35,248129.87,7080278.59,0.0,494310.5,62737,41665
2019-10-14,2019-10,HV0003,Uber,366604,1884179.25,374964133,6591035.63,241192.51,5446271.63,0.0,401706.25,56973,33344
2019-10-15,2019-10,HV0003,Uber,406456,1991993.72,464489961,7620610.72,284718.29,6405265.38,0.0,454517.25,60603,34812
2019-10-16,2019-10,HV0003,Uber,517922,2207042.94,620400545,10053921.62,373598.88,8745364.07,0.0,599423.5,74386,47369
2019-10-17,2019-10,HV0003,Uber,467122,2201472.96,565895087,8988010.48,337659.45,7656332.49,0.0,536223.5,61009,35275
2019-10-18,2019-10,HV0003,Uber,519387,2413610.16,630863366,9875456.540000001,357808.73,8424377.53,0.0,558045.0,68060,44416
2019-10-19,2019-10,HV0003,Uber,556036,2515898.5,610869124,9546564.64,308216.85,8175913.0,0.0,596011.0,73938,52439
2019-10-20,2019-10,HV0003,Uber,512423,2380487.96,529780048,8851369.91,294599.57999999996,7521016.649999999,0.0,547494.5,69275,47524
2019-10-21,2019-10,HV0003,Uber,396959,1937947.01,434081938,6970467.95,258190.35,6032604.8,0.0,416112.75,61179,37224
2019-10-22,2019-10,HV0003,Uber,452950,2020016.11,496137521,7864072.9,292345.53,6765418.62,0.0,516373.75,66932,41800
2019-10-23,2019-10,HV0003,Uber,438491,2085204.06,525365580,8042966.46,304396.64,7006787.67,0.0,478907.5,62787,38687
2019-10-24,2019-10,HV0003,Uber,464186,2210759.56,580041370,8929124.67,331828.02,7720681.65,0.0,516532.25,61004,37617
2019-10-25,2019-10,HV0003,Uber,515330,2363191.69,609163486,9276080.549999999,316471.77,8033133.85,0.0,553902.75,61795,39435
2019-10-26,2019-10,HV0003,Uber,593491,2655963.75,654671868,9931742.2,302135.24,8837662.09,0.0,642671.25,69148,50410
2019-10-27,2019-10,HV0003,Uber,546486,2557101.21,549335819,9541339.74,285873.72,8298000.649999999,0.0,586702.25,66706,46643
2019-10-28,2019-10,HV0003,Uber,401145,1933662.48,454151424,7269768.5,258542.44,6277467.54,0.0,411452.75,58645,35307
2019-10-29,2019-10,HV0003,Uber,438984,1955101.96,510204141,7886724.54,280563.13,6764020.399999999,0.0,486128.75,62142,37778
2019-10-30,2019-10,HV0003,Uber,440579,2047779.58,510535155,8043568.78,285689.18,6842839.17,0.0,478243.5,62276,36465
2019-10-31,2019-10,HV0003,Uber,501651,2175490.09,558721202,8702783.04,273445.32,7415440.09,0.0,516044.0,65680,41446
