pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2022-06-01,2022-06,HV0003,Uber,424563,2012333.99,524927682,10934016.59,491660.41,8790454.44,75682.5,518097.25,0,0
2022-06-02,2022-06,HV0003,Uber,425881,2108553.73,538351317,10815135.87,496501.39999999997,8667042.25,88695.0,522340.5,0,0
2022-06-03,2022-06,HV0003,Uber,454036,2268735.83,571509449,11258553.5,493889.58,9083820.629999999,100617.5,525945.75,0,0
2022-06-04,2022-06,HV0003,Uber,494480,2482663.55,574916586,11614665.45,466683.1,9585601.46,66612.5,592000.75,0,0
2022-06-05,2022-06,HV0003,Uber,432042,2374013.41,488047405,10553545.84,414444.93,8641776.1,102275.0,493630.5,0,0
2022-06-06,2022-06,HV0003,Uber,359786,1888496.0999999999,409770620,8578109.709999999,409693.32,6903896.55,93985.0,430897.5,0,0
2022-06-07,2022-06,HV0003,Uber,401990,1988193.08,484116515,10255058.629999999,507937.15,8181029.35,82062.5,517514.25,0,0
2022-06-08,2022-06,HV0003,Uber,427873,2146910.46,535928283,10967578.73,539404.85,8830053.68,87645.0,542311.0,0,0
2022-06-09,2022-06,HV0003,Uber,455466,2366737.64,582087126,12115986.76,594244.23,9730757.55,105645.0,580206.0,0,0
2022-06-10,2022-06,HV0003,Uber,479435,2455986.93,624464873,12564072.98,576744.1,10242490.75,101237.5,562556.5,0,0
2022-06-11,2022-06,HV0003,Uber,515726,2678808.37,606726554,12633609.33,542381.4299999999,10487704.59,70610.0,618013.0,0,0
2022-06-12,2022-06,HV0003,Uber,446334,2461799.07,501388316,10919303.55,481027.55,9093045.45,104130.0,518383.25,0,0
2022-06-13,2022-06,HV0003,Uber,389587,2064836.73,465597333,9859086.83,479231.79,7982331.08,110672.5,464453.0,0,0
2022-06-14,2022-06,HV0003,Uber,402293,2062075.43,501800405,10590654.83,517466.04,8288817.98,88265.0,496955.25,0,0
2022-06-15,2022-06,HV0003,Uber,430861,2226008.57,548216272,11499366.67,547821.0,9112158.79,95350.0,537209.75,0,0
2022-06-16,2022-06,HV0003,Uber,454870,2327489.06,581275925,12449700.48,564802.11,9901227.38,94185.0,561178.75,0,0
2022-06-17,2022-06,HV0003,Uber,477135,2528421.5,608453893,12866897.18,571941.14,10115443.92,118832.5,534066.5,0,0
2022-06-18,2022-06,HV0003,Uber,498064,2604052.98,583202784,12208141.209999999,485762.67000000004,9958586.1,79347.5,566285.5,0,0
2022-06-19,2022-06,HV0003,Uber,435350,2389815.45,494883584,10980203.44,408384.52,8965620.6,96167.5,466218.5,0,0
2022-06-20,2022-06,HV0003,Uber,348582,1877016.27,398370214,8578389.83,392458.67,6751978.93,100590.0,409574.0,0,0
2022-06-21,2022-06,HV0003,Uber,408416,2004479.17,495261189,10446761.26,495902.42,8252245.93,84907.5,524764.0,2396,176
2022-06-22,2022-06,HV0003,Uber,432742,2102025.69,523737705,11201732.01,535255.73,8722347.77,78981.25,567095.75,3691,303
2022-06-23,2022-06,HV0003,Uber,453050,2372607.11,577060920,12370572.81,594673.51,9760986.27,109531.25,578999.75,3902,298
2022-06-24,2022-06,HV0003,Uber,485855,2475437.79,616255927,12702582.46,567240.84,10110496.08,105602.5,567405.25,4436,440
2022-06-25,2022-06,HV0003,Uber,526101,2665552.62,613397930,13130749.25,536700.97,10640929.99,71245.0,618556.0,5645,699
2022-06-26,2022-06,HV0003,Uber,447780,2484121.48,517627590,11761933.68,475404.77,9559094.129999999,96986.25,491826.75,5409,698
2022-06-27,2022-06,HV0003,Uber,384511,2007508.01,454849696,9578606.16,429124.29,7639929.3,97473.75,437338.75,4380,374
2022-06-28,2022-06,HV0003,Uber,370683,1919065.14,444055770,9300498.32,435361.64,7393038.79,80540.0,448730.0,3994,345
2022-06-29,2022-06,HV0003,Uber,388006,2012802.64,476744240,9791360.63,451382.52999999997,7789367.92,84517.5,471985.5,4195,293
2022-06-30,2022-06,HV0003,Uber,398360,2103880.9899999998,504528030,10139199.74,451602.79,8046324.74,98066.25,467816.25,4642,384
