pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-05-01,2025-05,HV0003,Uber,493026,2588670.01,649714658,15131691.2,647359.34,11237917.59,122657.5,488121.25,255112.5,15582,7930
2025-05-02,2025-05,HV0003,Uber,537215,2653427.69,660894047,14799899.74,583935.13,11271694.29,111031.25,515033.25,264645.0,18345,10047
2025-05-03,2025-05,HV0003,Uber,574553,2820838.77,667711966,15017767.55,552690.3,11733271.54,72122.5,565724.5,296509.5,22575,13857
2025-05-04,2025-05,HV0003,Uber,480526,2562516.27,561589328,13484682.93,477665.62,10417574.82,113095.0,435580.5,230173.5,21657,13023
2025-05-05,2025-05,HV0003,Uber,477760,2307222.43,573480241,13290656.379999999,561059.89,9968373.450000001,112360.0,464565.5,236014.5,14803,7146
2025-05-06,2025-05,HV0003,Uber,458538,2264411.52,554801687,13228764.18,590466.8,9682226.85,101533.75,488109.0,252046.5,12757,5762
2025-05-07,2025-05,HV0003,Uber,461090,2390430.78,583863626,13763367.4,616244.57,10109832.33,113153.75,477046.75,249520.5,18373,9466
2025-05-08,2025-05,HV0003,Uber,487516,2529396.46,650206771,15027988.850000001,658311.44,11136513.03,117438.75,491764.0,259476.0,19692,10709
2025-05-09,2025-05,HV0003,Uber,566208,2735557.5700000003,720378772,16045815.0,618932.63,12268936.83,121760.0,545411.0,279997.5,24773,14266
2025-05-10,2025-05,HV0003,Uber,550656,2774068.4699999997,662714530,14418180.23,586771.91,11403000.0,80040.0,518944.25,273204.0,26018,16227
2025-05-11,2025-05,HV0003,Uber,495433,2739826.51,598808691,13851557.98,534361.78,11041156.06,111883.75,422683.25,224508.0,24540,15436
2025-05-12,2025-05,HV0003,Uber,418583,2218960.33,521284296,12398302.17,611279.0399999999,9172126.98,116762.5,407869.0,211032.0,16956,8654
2025-05-13,2025-05,HV0003,Uber,459134,2259497.25,577062984,13838897.54,707197.3099999999,10046363.75,100452.5,484700.0,252414.0,18325,9329
2025-05-14,2025-05,HV0003,Uber,530471,2524118.5300000003,687461063,16852044.22,842611.66,12293638.09,114346.25,570676.75,297015.0,22960,12396
2025-05-15,2025-05,HV0003,Uber,500074,2694236.77,678132411,16201964.28,722793.34,11931777.5,139411.25,504270.5,266580.0,22002,12176
2025-05-16,2025-05,HV0003,Uber,537881,2854685.68,740949550,16968085.83,702547.73,13148076.44,135518.75,505127.0,265644.0,23849,13938
2025-05-17,2025-05,HV0003,Uber,559937,3071456.6,727067311,16822895.189999998,653720.01,13567046.95,101557.5,517477.0,276529.5,26391,16817
2025-05-18,2025-05,HV0003,Uber,475098,2778389.36,595057543,14211805.45,536206.33,11402717.32,126948.75,415447.0,221682.0,22629,14000
2025-05-19,2025-05,HV0003,Uber,415133,2235163.38,536183182,12535028.4,565804.03,9357994.25,120153.75,388802.5,204130.5,26316,15847
2025-05-20,2025-05,HV0003,Uber,433989,2262500.9,564594943,13579369.54,621499.93,9884704.94,105887.5,442469.5,231499.5,15419,7510
2025-05-21,2025-05,HV0003,Uber,487951,2457519.9899999998,621659811,15511976.719999999,707511.98,11053118.200000001,117931.25,502931.5,263001.0,17917,9201
2025-05-22,2025-05,HV0003,Uber,516625,2651122.36,705334630,17007237.24,717936.2,12804717.290000001,136573.75,493866.0,257950.5,17564,8939
2025-05-23,2025-05,HV0003,Uber,474191,2478274.6,612312280,13905790.67,543082.29,10577878.15,123320.0,410584.5,213495.0,19323,10668
2025-05-24,2025-05,HV0003,Uber,462663,2453574.25,521865508,11713075.129999999,444012.95999999996,9338071.03,82270.0,400683.0,216561.0,21090,12972
2025-05-25,2025-05,HV0003,Uber,437041,2355039.39,480066083,10969441.66,384559.85000000003,8874070.47,82516.25,357418.25,193408.5,20653,12800
2025-05-26,2025-05,HV0003,Uber,355985,2005611.22,385592471,9456558.38,370209.14,7277876.29,105167.5,290494.75,152727.0,16285,9338
2025-05-27,2025-05,HV0003,Uber,400938,2052839.51,484807445,11257785.39,493148.0,8453701.89,101146.25,378593.25,193432.5,15626,8055
2025-05-28,2025-05,HV0003,Uber,459343,2209179.99,587040253,13698928.02,622660.52,10080088.87,92551.25,457358.5,236382.0,19185,10492
2025-05-29,2025-05,HV0003,Uber,472107,2396556.33,596100058,13998263.68,628144.05,10405212.719999999,107616.25,477053.75,248683.5,19122,10573
2025-05-30,2025-05,HV0003,Uber,504942,2490374.36,624821281,13773480.95,570938.08,10595715.209999999,105798.75,479938.5,248143.5,22419,13348
2025-05-31,2025-05,HV0003,Uber,554262,2788358.4699999997,636648270,14084241.59,548015.8,11326310.57,81980.0,551848.5,289600.5,27407,18103
