pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-12-01,2019-12,HV0003,Uber,482781,2255975.18,468274391,8184695.890000001,253579.88,6818550.1,0.0,467781.75,55401,34425
2019-12-02,2019-12,HV0003,Uber,483311,2096053.96,504970990,8080721.68,284230.01,7012445.86,0.0,488495.5,55478,32203
2019-12-03,2019-12,HV0003,Uber,492181,2235367.28,559120087,8932993.290000001,332353.14,7800368.0,0.0,514381.25,53325,30935
2019-12-04,2019-12,HV0003,Uber,496468,2284078.98,581611577,9172404.39,348987.99,7974568.6899999995,0.0,530245.0,51667,29187
2019-12-05,2019-12,HV0003,Uber,528008,2490650.89,641598474,10616258.02,413048.82999999996,9043966.46,0.0,575931.75,51491,30317
2019-12-06,2019-12,HV0003,Uber,582329,2614123.77,672868457,10656765.72,387460.74,9214933.95,0.0,621825.75,53846,33664
2019-12-07,2019-12,HV0003,Uber,648108,2784910.45,689718958,10866107.89,365045.54,9664009.15,0.0,702035.75,56966,39226
2019-12-08,2019-12,HV0003,Uber,539695,2539260.29,549639472,9277284.32,318582.89,8110065.9,0.0,558925.25,51234,32785
2019-12-09,2019-12,HV0003,Uber,531510,2244225.89,607793495,9982105.55,374215.75,8995278.6,0.0,554874.25,57454,35618
2019-12-10,2019-12,HV0003,Uber,497660,2245647.17,592676563,9463563.7,375922.94,8362536.18,0.0,537485.75,51016,30189
2019-12-11,2019-12,HV0003,Uber,542048,2444620.37,608487411,10390460.49,411609.08,8941348.83,0.0,597586.0,53985,31587
2019-12-12,2019-12,HV0003,Uber,564119,2633657.18,705330141,12191122.83,467766.13,10514711.57,0.0,620795.0,53323,33053
2019-12-13,2019-12,HV0003,Uber,675284,2872233.06,819828287,13977576.51,493447.16000000003,12437707.75,0.0,730931.75,61635,42492
2019-12-14,2019-12,HV0003,Uber,693655,2973327.2199999997,759230533,12798511.67,412631.77,11510492.370000001,0.0,770466.75,59520,45453
2019-12-15,2019-12,HV0003,Uber,567012,2646664.2,582247317,10081393.24,334096.22,9031746.27,0.0,565390.25,53239,36489
2019-12-16,2019-12,HV0003,Uber,492546,2205254.92,543584849,8854630.469999999,317215.24,7748122.83,0.0,488371.0,56185,34412
2019-12-17,2019-12,HV0003,Uber,549882,2337667.0,611369559,10201809.09,368310.39,8931905.6,0.0,581587.5,58966,36935
2019-12-18,2019-12,HV0003,Uber,541040,2421719.5300000003,630866136,10667476.04,380426.77,9624611.38,0.0,548358.25,57175,36566
2019-12-19,2019-12,HV0003,Uber,607861,2706307.32,702652911,12327386.2,429047.33,11062300.06,0.0,627587.25,58895,38044
2019-12-20,2019-12,HV0003,Uber,620362,2761278.02,717068524,11976240.16,385999.14,10682278.89,0.0,597650.25,57296,37584
2019-12-21,2019-12,HV0003,Uber,587630,2738256.15,616271360,10101492.41,330158.58999999997,8978914.17,0.0,550171.75,52763,34625
2019-12-22,2019-12,HV0003,Uber,484704,2304704.1,490033770,8106867.32,264103.24,7223790.13,0.0,408648.75,47534,29008
2019-12-23,2019-12,HV0003,Uber,410963,1851533.79,443991322,6976680.18,226819.97,6084184.87,0.0,322112.75,53333,31403
2019-12-24,2019-12,HV0003,Uber,447772,1981682.25,438162872,7183097.87,236932.25,6199649.2700000005,0.0,307560.75,54306,31841
2019-12-25,2019-12,HV0003,Uber,367554,1751658.79,333696791,6095808.17,201360.9,5172617.720000001,0.0,227687.75,43249,24949
2019-12-26,2019-12,HV0003,Uber,356896,1589682.72,342169895,5837799.12,190647.08,4841743.12,0.0,273929.5,43589,23525
2019-12-27,2019-12,HV0003,Uber,415203,1877214.52,417021343,6943225.04,229200.48,5812320.67,0.0,336570.25,46774,25852
2019-12-28,2019-12,HV0003,Uber,454452,2138870.08,455539279,7589071.04,253484.81,6502934.72,0.0,383165.25,47945,29026
2019-12-29,2019-12,HV0003,Uber,458157,2122618.79,445083507,7503689.07,247220.49,6429325.38,0.0,392339.25,50298,30762
2019-12-30,2019-12,HV0003,Uber,443771,1830959.23,432937703,7216697.41,237738.94,5978815.72,0.0,383510.0,61067,36760
2019-12-31,2019-12,HV0003,Uber,542762,2237193.95,504602617,8832414.24,266944.17,7346534.88,0.0,427325.75,67692,46349
