pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-04-01,2019-04,HV0003,Uber,481095,2271336.2199999997,539940434,7298519.41,199801.91999999998,7643680.6899999995,0,439195.5,121440,91090
2019-04-02,2019-04,HV0003,Uber,475073,2162075.28,531032300,7312938.12,206203.04,7390529.71,0,458691.75,116056,86472
2019-04-03,2019-04,HV0003,Uber,484159,2243345.31,564397543,7768881.529999999,220738.66,7823171.27,0,475013.0,113473,84656
2019-04-04,2019-04,HV0003,Uber,520043,2489056.04,641282756,8889075.72,258120.99,8892114.38,0,521825.25,112329,83639
2019-04-05,2019-04,HV0003,Uber,628175,2712136.48,751193456,10256788.55,274178.53,10291559.41,0,636852.75,127988,101317
2019-04-06,2019-04,HV0003,Uber,623481,2841472.75,699828606,9775176.03,244089.38,9752903.04,0,634256.0,116780,95550
2019-04-07,2019-04,HV0003,Uber,531896,2667980.1799999997,575006793,8680750.25,210574.82,8565195.54,0,499216.5,105197,83598
2019-04-08,2019-04,HV0003,Uber,463382,2236456.38,521094346,7307739.01,204110.35,7395003.51,0,423762.5,113526,85923
2019-04-09,2019-04,HV0003,Uber,493434,2248781.25,551143571,7587393.67,217019.82,7654334.39,0,474921.5,119245,90473
2019-04-10,2019-04,HV0003,Uber,485225,2284307.72,570230416,7897710.14,227958.75,7933969.25,0,469880.25,111550,84081
2019-04-11,2019-04,HV0003,Uber,519904,2420512.51,607649653,8648101.42,242310.68,8493941.33,0,522770.0,111374,83701
2019-04-12,2019-04,HV0003,Uber,603262,2646798.06,706097777,9632155.89,261602.65,9671428.95,0,594673.25,119865,94015
2019-04-13,2019-04,HV0003,Uber,646662,2945709.61,731451859,10122376.99,258022.65999999997,10159019.23,0,653068.25,118839,98610
2019-04-14,2019-04,HV0003,Uber,550962,2695407.34,576683693,8690866.92,212890.65,8572687.51,0,517333.25,108170,86596
2019-04-15,2019-04,HV0003,Uber,508314,2311724.66,573179596,7861772.6,217999.85,8038614.85,0,479811.0,121834,93752
2019-04-16,2019-04,HV0003,Uber,479083,2249381.56,565439650,7754821.4399999995,223256.12,7839322.95,0,464851.75,109751,82666
2019-04-17,2019-04,HV0003,Uber,493936,2315468.85,587275648,8131300.42,230587.33000000002,8152994.84,0,484854.75,109305,81932
2019-04-18,2019-04,HV0003,Uber,523526,2489292.04,642654374,9019038.62,250179.41999999998,8952267.46,0,518655.5,107176,80432
2019-04-19,2019-04,HV0003,Uber,550042,2551781.56,584609376,8712986.77,231392.89,8408077.049999999,0,534476.75,107883,82217
2019-04-20,2019-04,HV0003,Uber,581275,2684745.56,583353363,8709392.59,218228.49,8489390.65,0,542102.5,110323,85652
2019-04-21,2019-04,HV0003,Uber,502950,2518342.54,501747825,7878840.5,186595.66999999998,7674592.22,0,444548.5,93678,72009
2019-04-22,2019-04,HV0003,Uber,454765,2144983.11,507053094,7191485.600000001,198292.12,7197998.93,0,442970.0,106095,78979
2019-04-23,2019-04,HV0003,Uber,435240,2093594.0699999998,483060081,7065596.4,200594.02,6948447.7,0,433172.75,96857,70132
2019-04-24,2019-04,HV0003,Uber,448179,2170953.71,504561250,7399748.03,213673.97999999998,7264976.62,0,451717.75,96619,69615
2019-04-25,2019-04,HV0003,Uber,501708,2380950.09,584042264,8541873.66,243844.55,8340791.49,0,527911.25,100476,73003
2019-04-26,2019-04,HV0003,Uber,587110,2610606.33,642453569,9327917.92,253063.4,9114086.27,0,624484.0,110348,83221
2019-04-27,2019-04,HV0003,Uber,615410,2852960.49,668633771,9698845.25,244573.35,9555815.28,0,640773.25,103522,82404
2019-04-28,2019-04,HV0003,Uber,539849,2667922.22,542615006,8592445.96,208891.06,8317733.720000001,0,532906.75,95735,73228
2019-04-29,2019-04,HV0003,Uber,455703,2190952.19,502248938,7308418.45,205392.4,7223710.350000001,0,431047.25,108339,80486
2019-04-30,2019-04,HV0003,Uber,473611,2209688.23,538991190,7732799.9,224330.93,7613269.99,0,469698.25,109871,81209
