pickup_date,pickup_month,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2021-12-01,2021-12,HV0003,Uber,370971,1802569.68,435684984,8432301.01,390286.3,6891754.41,68635.0,439249.25,0,0
2021-12-02,2021-12,HV0003,Uber,396016,1967593.81,491319162,9485120.86,446275.43,7761706.26,80542.5,484698.5,0,0
2021-12-03,2021-12,HV0003,Uber,472006,2225602.64,561621855,10592029.4,485039.63,8774833.15,86647.5,577846.5,0,0
2021-12-04,2021-12,HV0003,Uber,508466,2372297.16,561151532,11117245.95,484658.44,9227765.16,57405.0,652082.75,0,0
2021-12-05,2021-12,HV0003,Uber,428868,2243081.35,461754721,9792114.46,422661.49,8135536.7,98320.0,520910.5,0,0
2021-12-06,2021-12,HV0003,Uber,365160,1792056.7,421467880,8243333.22,395052.43,6893275.09,82785.0,429129.25,0,0
2021-12-07,2021-12,HV0003,Uber,380197,1835282.9,439390991,8801658.74,433157.01999999996,7193226.390000001,69287.5,475411.75,0,0
2021-12-08,2021-12,HV0003,Uber,416038,2021805.99,491089745,9999858.129999999,502633.02,8154033.19,74055.0,533194.75,0,0
2021-12-09,2021-12,HV0003,Uber,446551,2237766.09,556076997,11158906.31,563270.52,9269789.31,89070.0,576570.5,0,0
2021-12-10,2021-12,HV0003,Uber,497765,2447273.51,608251051,11783161.74,578647.3300000001,9900269.09,99007.5,625814.75,0,0
2021-12-11,2021-12,HV0003,Uber,537079,2530015.67,609694108,12381873.290000001,566247.35,10384966.44,64152.5,698480.75,0,0
2021-12-12,2021-12,HV0003,Uber,441324,2307402.59,484479585,10547954.3,503354.58999999997,8767820.46,100070.0,522995.0,0,0
2021-12-13,2021-12,HV0003,Uber,359950,1791315.88,410767692,8092333.7299999995,392763.03,6734166.83,83665.0,415461.75,0,0
2021-12-14,2021-12,HV0003,Uber,367768,1804857.52,437346331,8532351.14,421760.53,7069751.51,67742.5,442010.25,0,0
2021-12-15,2021-12,HV0003,Uber,397305,1962507.29,478233231,9228172.78,449609.62,7573091.0,75930.0,467148.0,0,0
2021-12-16,2021-12,HV0003,Uber,410190,2111352.05,510660985,9725630.73,477722.38,8010664.859999999,90277.5,471770.75,0,0
2021-12-17,2021-12,HV0003,Uber,444780,2264782.92,540221810,10491424.96,492468.76,8622556.69,97405.0,478244.25,0,0
2021-12-18,2021-12,HV0003,Uber,448857,2214727.86,484761765,9591068.87,440624.01,7837588.62,80800.0,489244.25,0,0
2021-12-19,2021-12,HV0003,Uber,386960,1996445.33,403549777,8313221.13,376558.99,6831119.38,92000.0,393995.25,0,0
2021-12-20,2021-12,HV0003,Uber,339807,1654398.87,377323178,7478668.71,362089.59,5819660.43,80227.5,335197.5,0,0
2021-12-21,2021-12,HV0003,Uber,326045,1575128.93,359625055,6967760.22,329673.43,5375054.89,74137.5,312050.75,0,0
2021-12-22,2021-12,HV0003,Uber,343150,1662447.77,385750667,7329854.52,331487.29000000004,5699865.92,77532.5,313436.75,0,0
2021-12-23,2021-12,HV0003,Uber,353925,1727888.79,395892044,7525697.32,333418.14,5864181.5600000005,76160.0,308244.75,0,0
2021-12-24,2021-12,HV0003,Uber,345376,1729723.2,345318058,7070257.55,320660.2,5412443.52,59730.0,277018.5,0,0
2021-12-25,2021-12,HV0003,Uber,271128,1425309.71,255532885,5452196.25,253549.03999999998,4164366.5300000003,43415.0,209088.0,0,0
2021-12-26,2021-12,HV0003,Uber,253461,1286733.97,246820906,5033621.92,218655.76,3875589.2699999996,52560.0,228002.5,0,0
2021-12-27,2021-12,HV0003,Uber,269241,1307596.28,262259718,5285447.11,238919.93,4132412.5700000003,57472.5,257787.75,0,0
2021-12-28,2021-12,HV0003,Uber,269544,1311990.39,268462734,5339003.28,248500.48,4195809.59,57972.5,266906.75,0,0
2021-12-29,2021-12,HV0003,Uber,284516,1382024.44,285379800,5665900.26,257853.81999999998,4449623.74,60382.5,284660.75,0,0
2021-12-30,2021-12,HV0003,Uber,310203,1520332.87,318590853,6220935.42,271118.39,4928199.41,63300.0,311302.75,0,0
2021-12-31,2021-12,HV0003,Uber,359427,1718629.34,340643104,6867707.86,292598.27,5464108.56,50830.0,356710.75,0,0
