pickup_date,pickup_month,company,borough,trips
2015-08-01,2015-08,Uber,Bronx,2861
2015-08-01,2015-08,Uber,Brooklyn,28651
2015-08-01,2015-08,Uber,Manhattan,80633
2015-08-01,2015-08,Uber,Queens,13434
2015-08-01,2015-08,Uber,Staten Island,193
2015-08-01,2015-08,Uber,Unknown,86
2015-08-02,2015-08,Uber,Bronx,2422
2015-08-02,2015-08,Uber,Brooklyn,25042
2015-08-02,2015-08,Uber,Manhattan,67413
2015-08-02,2015-08,Uber,Queens,13769
2015-08-02,2015-08,Uber,Staten Island,149
2015-08-02,2015-08,Uber,Unknown,55
2015-08-03,2015-08,Uber,Bronx,1694
2015-08-03,2015-08,Uber,Brooklyn,14695
2015-08-03,2015-08,Uber,Manhattan,64273
2015-08-03,2015-08,Uber,Queens,10968
2015-08-03,2015-08,Uber,Staten Island,75
2015-08-03,2015-08,Uber,Unknown,55
2015-08-04,2015-08,Uber,Bronx,2011
2015-08-04,2015-08,Uber,Brooklyn,16137
2015-08-04,2015-08,Uber,Manhattan,75201
2015-08-04,2015-08,Uber,Queens,9544
2015-08-04,2015-08,Uber,Staten Island,84
2015-08-04,2015-08,Uber,Unknown,53
2015-08-05,2015-08,Uber,Bronx,2054
2015-08-05,2015-08,Uber,Brooklyn,16278
2015-08-05,2015-08,Uber,Manhattan,78949
2015-08-05,2015-08,Uber,Queens,9571
2015-08-05,2015-08,Uber,Staten Island,83
2015-08-05,2015-08,Uber,Unknown,53
2015-08-06,2015-08,Uber,Bronx,2095
2015-08-06,2015-08,Uber,Brooklyn,17170
2015-08-06,2015-08,Uber,Manhattan,83442
2015-08-06,2015-08,Uber,Queens,10799
2015-08-06,2015-08,Uber,Staten Island,93
2015-08-06,2015-08,Uber,Unknown,53
2015-08-07,2015-08,Uber,Bronx,2381
2015-08-07,2015-08,Uber,Brooklyn,19914
2015-08-07,2015-08,Uber,Manhattan,82882
2015-08-07,2015-08,Uber,Queens,11583
2015-08-07,2015-08,Uber,Staten Island,144
2015-08-07,2015-08,Uber,Unknown,79
2015-08-08,2015-08,Uber,Bronx,2611
2015-08-08,2015-08,Uber,Brooklyn,25358
2015-08-08,2015-08,Uber,Manhattan,68637
2015-08-08,2015-08,Uber,Queens,11759
2015-08-08,2015-08,Uber,Staten Island,194
2015-08-08,2015-08,Uber,Unknown,90
2015-08-09,2015-08,Uber,Bronx,2310
2015-08-09,2015-08,Uber,Brooklyn,24020
2015-08-09,2015-08,Uber,Manhattan,59346
2015-08-09,2015-08,Uber,Queens,13650
2015-08-09,2015-08,Uber,Staten Island,150
2015-08-09,2015-08,Uber,Unknown,73
2015-08-10,2015-08,Uber,Bronx,1679
2015-08-10,2015-08,Uber,Brooklyn,14456
2015-08-10,2015-08,Uber,Manhattan,57470
2015-08-10,2015-08,Uber,Queens,10628
2015-08-10,2015-08,Uber,Staten Island,111
2015-08-10,2015-08,Uber,Unknown,52
2015-08-11,2015-08,Uber,Bronx,1884
2015-08-11,2015-08,Uber,Brooklyn,16488
2015-08-11,2015-08,Uber,Manhattan,78343
2015-08-11,2015-08,Uber,Queens,9871
2015-08-11,2015-08,Uber,Staten Island,134
2015-08-11,2015-08,Uber,Unknown,59
2015-08-12,2015-08,Uber,Bronx,1745
2015-08-12,2015-08,Uber,Brooklyn,16898
2015-08-12,2015-08,Uber,Manhattan,72765
2015-08-12,2015-08,Uber,Queens,10431
2015-08-12,2015-08,Uber,Staten Island,161
2015-08-12,2015-08,Uber,Unknown,48
2015-08-13,2015-08,Uber,Bronx,2047
2015-08-13,2015-08,Uber,Brooklyn,17739
2015-08-13,2015-08,Uber,Manhattan,78315
