pickup_date,pickup_month,company,borough,trips
2016-10-01,2016-10,Uber,Bronx,4046
2016-10-01,2016-10,Uber,Brooklyn,34786
2016-10-01,2016-10,Uber,Manhattan,84074
2016-10-01,2016-10,Uber,Queens,17704
2016-10-01,2016-10,Uber,Staten Island,537
2016-10-01,2016-10,Uber,Unknown,205
2016-10-02,2016-10,Uber,Bronx,3721
2016-10-02,2016-10,Uber,Brooklyn,29963
2016-10-02,2016-10,Uber,Manhattan,70560
2016-10-02,2016-10,Uber,Queens,17891
2016-10-02,2016-10,Uber,Staten Island,424
2016-10-02,2016-10,Uber,Unknown,180
2016-10-03,2016-10,Uber,Bronx,2590
2016-10-03,2016-10,Uber,Brooklyn,17800
2016-10-03,2016-10,Uber,Manhattan,53138
2016-10-03,2016-10,Uber,Queens,12740
2016-10-03,2016-10,Uber,Staten Island,330
2016-10-03,2016-10,Uber,Unknown,103
2016-10-04,2016-10,Uber,Bronx,2434
2016-10-04,2016-10,Uber,Brooklyn,17790
2016-10-04,2016-10,Uber,Manhattan,58262
2016-10-04,2016-10,Uber,Queens,11333
2016-10-04,2016-10,Uber,Staten Island,311
2016-10-04,2016-10,Uber,Unknown,91
2016-10-05,2016-10,Uber,Bronx,2916
2016-10-05,2016-10,Uber,Brooklyn,20703
2016-10-05,2016-10,Uber,Manhattan,70755
2016-10-05,2016-10,Uber,Queens,13486
2016-10-05,2016-10,Uber,Staten Island,398
2016-10-05,2016-10,Uber,Unknown,99
2016-10-06,2016-10,Uber,Bronx,3147
2016-10-06,2016-10,Uber,Brooklyn,23703
2016-10-06,2016-10,Uber,Manhattan,80131
2016-10-06,2016-10,Uber,Queens,14456
2016-10-06,2016-10,Uber,Staten Island,438
2016-10-06,2016-10,Uber,Unknown,119
2016-10-07,2016-10,Uber,Bronx,3476
2016-10-07,2016-10,Uber,Brooklyn,25798
2016-10-07,2016-10,Uber,Manhattan,78638
2016-10-07,2016-10,Uber,Queens,15709
2016-10-07,2016-10,Uber,Staten Island,530
2016-10-07,2016-10,Uber,Unknown,152
2016-10-08,2016-10,Uber,Bronx,3837
2016-10-08,2016-10,Uber,Brooklyn,36959
2016-10-08,2016-10,Uber,Manhattan,92825
2016-10-08,2016-10,Uber,Queens,16367
2016-10-08,2016-10,Uber,Staten Island,552
2016-10-08,2016-10,Uber,Unknown,164
2016-10-09,2016-10,Uber,Bronx,3430
2016-10-09,2016-10,Uber,Brooklyn,32405
2016-10-09,2016-10,Uber,Manhattan,79053
2016-10-09,2016-10,Uber,Queens,17598
2016-10-09,2016-10,Uber,Staten Island,475
2016-10-09,2016-10,Uber,Unknown,173
2016-10-10,2016-10,Uber,Bronx,2486
2016-10-10,2016-10,Uber,Brooklyn,18979
2016-10-10,2016-10,Uber,Manhattan,54192
2016-10-10,2016-10,Uber,Queens,12896
2016-10-10,2016-10,Uber,Staten Island,310
2016-10-10,2016-10,Uber,Unknown,116
2016-10-11,2016-10,Uber,Bronx,2633
2016-10-11,2016-10,Uber,Brooklyn,18951
2016-10-11,2016-10,Uber,Manhattan,58491
2016-10-11,2016-10,Uber,Queens,12272
2016-10-11,2016-10,Uber,Staten Island,306
2016-10-11,2016-10,Uber,Unknown,122
2016-10-12,2016-10,Uber,Bronx,2476
2016-10-12,2016-10,Uber,Brooklyn,19401
2016-10-12,2016-10,Uber,Manhattan,57728
2016-10-12,2016-10,Uber,Queens,11410
2016-10-12,2016-10,Uber,Staten Island,287
2016-10-12,2016-10,Uber,Unknown,110
2016-10-13,2016-10,Uber,Bronx,2980
2016-10-13,2016-10,Uber,Brooklyn,23081
2016-10-13,2016-10,Uber,Manhattan,76699
2016-10-13,2016-10,Uber,Queens,14066
2016-10-13,2016-10,Uber,Staten Island,418
2016-10-13,2016-10,Uber,Unknown,142
2016-10-14,2016-10,Uber,Bronx,3726
2016-10-14,2016-10,Uber,Brooklyn,27812
2016-10-14,2016-10,Uber,Manhattan,81744
2016-10-14,2016-10,Uber,Queens,15731
2016-10-14,2016-10,Uber,Staten Island,460
2016-10-14,2016-10,Uber,Unknown,175
2016-10-15,2016-10,Uber,Bronx,4306
2016-10-15,2016-10,Uber,Brooklyn,39096
2016-10-15,2016-10,Uber,Manhattan,87053
2016-10-15,2016-10,Uber,Queens,16524
2016-10-15,2016-10,Uber,Staten Island,649
2016-10-15,2016-10,Uber,Unknown,201
2016-10-16,2016-10,Uber,Bronx,4031
2016-10-16,2016-10,Uber,Brooklyn,35083
2016-10-16,2016-10,Uber,Manhattan,73210
2016-10-16,2016-10,Uber,Queens,17112
2016-10-16,2016-10,Uber,Staten Island,504
2016-10-16,2016-10,Uber,Unknown,206
2016-10-17,2016-10,Uber,Bronx,3003
2016-10-17,2016-10,Uber,Brooklyn,19849
2016-10-17,2016-10,Uber,Manhattan,59628
2016-10-17,2016-10,Uber,Queens,13719
2016-10-17,2016-10,Uber,Staten Island,361
2016-10-17,2016-10,Uber,Unknown,114
2016-10-18,2016-10,Uber,Bronx,2914
2016-10-18,2016-10,Uber,Brooklyn,21362
2016-10-18,2016-10,Uber,Manhattan,65726
2016-10-18,2016-10,Uber,Queens,12176
2016-10-18,2016-10,Uber,Staten Island,418
2016-10-18,2016-10,Uber,Unknown,126
2016-10-19,2016-10,Uber,Bronx,3285
2016-10-19,2016-10,Uber,Brooklyn,23562
2016-10-19,2016-10,Uber,Manhattan,72229
2016-10-19,2016-10,Uber,Queens,13857
2016-10-19,2016-10,Uber,Staten Island,438
2016-10-19,2016-10,Uber,Unknown,140
2016-10-20,2016-10,Uber,Bronx,3722
2016-10-20,2016-10,Uber,Brooklyn,25306
2016-10-20,2016-10,Uber,Manhattan,78707
2016-10-20,2016-10,Uber,Queens,15138
2016-10-20,2016-10,Uber,Staten Island,502
2016-10-20,2016-10,Uber,Unknown,165
2016-10-21,2016-10,Uber,Bronx,4500
2016-10-21,2016-10,Uber,Brooklyn,31245
2016-10-21,2016-10,Uber,Manhattan,90309
2016-10-21,2016-10,Uber,Queens,17972
2016-10-21,2016-10,Uber,Staten Island,655
2016-10-21,2016-10,Uber,Unknown,206
2016-10-22,2016-10,Uber,Bronx,4943
2016-10-22,2016-10,Uber,Brooklyn,42487
2016-10-22,2016-10,Uber,Manhattan,97017
2016-10-22,2016-10,Uber,Queens,18424
2016-10-22,2016-10,Uber,Staten Island,700
2016-10-22,2016-10,Uber,Unknown,204
2016-10-23,2016-10,Uber,Bronx,4484
2016-10-23,2016-10,Uber,Brooklyn,36357
2016-10-23,2016-10,Uber,Manhattan,73495
2016-10-23,2016-10,Uber,Queens,18498
2016-10-23,2016-10,Uber,Staten Island,566
2016-10-23,2016-10,Uber,Unknown,196
2016-10-24,2016-10,Uber,Bronx,3149
2016-10-24,2016-10,Uber,Brooklyn,21001
2016-10-24,2016-10,Uber,Manhattan,60695
2016-10-24,2016-10,Uber,Queens,14018
2016-10-24,2016-10,Uber,Staten Island,452
2016-10-24,2016-10,Uber,Unknown,133
2016-10-25,2016-10,Uber,Bronx,3085
2016-10-25,2016-10,Uber,Brooklyn,22633
2016-10-25,2016-10,Uber,Manhattan,70414
2016-10-25,2016-10,Uber,Queens,12896
2016-10-25,2016-10,Uber,Staten Island,404
2016-10-25,2016-10,Uber,Unknown,113
2016-10-26,2016-10,Uber,Bronx,3438
2016-10-26,2016-10,Uber,Brooklyn,24886
2016-10-26,2016-10,Uber,Manhattan,77870
2016-10-26,2016-10,Uber,Queens,14388
2016-10-26,2016-10,Uber,Staten Island,359
2016-10-26,2016-10,Uber,Unknown,140
2016-10-27,2016-10,Uber,Bronx,4237
