pickup_date,pickup_month,company,borough,trips
2016-01-01,2016-01,Uber,Bronx,4981
2016-01-01,2016-01,Uber,Brooklyn,37094
2016-01-01,2016-01,Uber,Manhattan,79468
2016-01-01,2016-01,Uber,Queens,17404
2016-01-01,2016-01,Uber,Staten Island,656
2016-01-01,2016-01,Uber,Unknown,177
2016-01-02,2016-01,Uber,Bronx,2688
2016-01-02,2016-01,Uber,Brooklyn,23894
2016-01-02,2016-01,Uber,Manhattan,61240
2016-01-02,2016-01,Uber,Queens,13760
2016-01-02,2016-01,Uber,Staten Island,316
2016-01-02,2016-01,Uber,Unknown,95
2016-01-03,2016-01,Uber,Bronx,2581
2016-01-03,2016-01,Uber,Brooklyn,23527
2016-01-03,2016-01,Uber,Manhattan,54353
2016-01-03,2016-01,Uber,Queens,16021
2016-01-03,2016-01,Uber,Staten Island,289
2016-01-03,2016-01,Uber,Unknown,81
2016-01-04,2016-01,Uber,Bronx,2358
2016-01-04,2016-01,Uber,Brooklyn,19032
2016-01-04,2016-01,Uber,Manhattan,60992
2016-01-04,2016-01,Uber,Queens,14179
2016-01-04,2016-01,Uber,Staten Island,252
2016-01-04,2016-01,Uber,Unknown,78
2016-01-05,2016-01,Uber,Bronx,2480
2016-01-05,2016-01,Uber,Brooklyn,19339
2016-01-05,2016-01,Uber,Manhattan,72135
2016-01-05,2016-01,Uber,Queens,12061
2016-01-05,2016-01,Uber,Staten Island,252
2016-01-05,2016-01,Uber,Unknown,71
2016-01-06,2016-01,Uber,Bronx,2380
2016-01-06,2016-01,Uber,Brooklyn,18850
2016-01-06,2016-01,Uber,Manhattan,69264
2016-01-06,2016-01,Uber,Queens,10600
2016-01-06,2016-01,Uber,Staten Island,241
2016-01-06,2016-01,Uber,Unknown,81
2016-01-07,2016-01,Uber,Bronx,2359
2016-01-07,2016-01,Uber,Brooklyn,19167
2016-01-07,2016-01,Uber,Manhattan,73370
2016-01-07,2016-01,Uber,Queens,11073
2016-01-07,2016-01,Uber,Staten Island,255
2016-01-07,2016-01,Uber,Unknown,78
2016-01-08,2016-01,Uber,Bronx,2854
2016-01-08,2016-01,Uber,Brooklyn,22646
2016-01-08,2016-01,Uber,Manhattan,82505
2016-01-08,2016-01,Uber,Queens,12154
2016-01-08,2016-01,Uber,Staten Island,328
2016-01-08,2016-01,Uber,Unknown,95
2016-01-09,2016-01,Uber,Bronx,3066
2016-01-09,2016-01,Uber,Brooklyn,30895
2016-01-09,2016-01,Uber,Manhattan,85900
2016-01-09,2016-01,Uber,Queens,13114
2016-01-09,2016-01,Uber,Staten Island,432
2016-01-09,2016-01,Uber,Unknown,118
2016-01-10,2016-01,Uber,Bronx,2786
2016-01-10,2016-01,Uber,Brooklyn,31351
2016-01-10,2016-01,Uber,Manhattan,78840
2016-01-10,2016-01,Uber,Queens,13942
2016-01-10,2016-01,Uber,Staten Island,305
2016-01-10,2016-01,Uber,Unknown,101
2016-01-11,2016-01,Uber,Bronx,2316
2016-01-11,2016-01,Uber,Brooklyn,18933
2016-01-11,2016-01,Uber,Manhattan,69136
2016-01-11,2016-01,Uber,Queens,11323
2016-01-11,2016-01,Uber,Staten Island,232
2016-01-11,2016-01,Uber,Unknown,94
2016-01-12,2016-01,Uber,Bronx,2308
2016-01-12,2016-01,Uber,Brooklyn,18806
2016-01-12,2016-01,Uber,Manhattan,75929
2016-01-12,2016-01,Uber,Queens,9886
2016-01-12,2016-01,Uber,Staten Island,207
2016-01-12,2016-01,Uber,Unknown,71
2016-01-13,2016-01,Uber,Bronx,2543
2016-01-13,2016-01,Uber,Brooklyn,22053
2016-01-13,2016-01,Uber,Manhattan,88294
2016-01-13,2016-01,Uber,Queens,10620
2016-01-13,2016-01,Uber,Staten Island,264
2016-01-13,2016-01,Uber,Unknown,79
2016-01-14,2016-01,Uber,Bronx,2622
2016-01-14,2016-01,Uber,Brooklyn,21828
2016-01-14,2016-01,Uber,Manhattan,89571
2016-01-14,2016-01,Uber,Queens,12063
2016-01-14,2016-01,Uber,Staten Island,258
2016-01-14,2016-01,Uber,Unknown,89
2016-01-15,2016-01,Uber,Bronx,3116
2016-01-15,2016-01,Uber,Brooklyn,25489
2016-01-15,2016-01,Uber,Manhattan,87288
2016-01-15,2016-01,Uber,Queens,13691
2016-01-15,2016-01,Uber,Staten Island,300
2016-01-15,2016-01,Uber,Unknown,94
2016-01-16,2016-01,Uber,Bronx,3171
2016-01-16,2016-01,Uber,Brooklyn,34438
2016-01-16,2016-01,Uber,Manhattan,90054
2016-01-16,2016-01,Uber,Queens,14337
2016-01-16,2016-01,Uber,Staten Island,365
2016-01-16,2016-01,Uber,Unknown,104
2016-01-17,2016-01,Uber,Bronx,2964
2016-01-17,2016-01,Uber,Brooklyn,33644
2016-01-17,2016-01,Uber,Manhattan,88954
2016-01-17,2016-01,Uber,Queens,14392
2016-01-17,2016-01,Uber,Staten Island,300
2016-01-17,2016-01,Uber,Unknown,118
2016-01-18,2016-01,Uber,Bronx,2225
2016-01-18,2016-01,Uber,Brooklyn,24029
2016-01-18,2016-01,Uber,Manhattan,76257
2016-01-18,2016-01,Uber,Queens,13897
2016-01-18,2016-01,Uber,Staten Island,235
2016-01-18,2016-01,Uber,Unknown,69
2016-01-19,2016-01,Uber,Bronx,2530
2016-01-19,2016-01,Uber,Brooklyn,21523
2016-01-19,2016-01,Uber,Manhattan,94702
2016-01-19,2016-01,Uber,Queens,12463
2016-01-19,2016-01,Uber,Staten Island,246
2016-01-19,2016-01,Uber,Unknown,90
2016-01-20,2016-01,Uber,Bronx,2472
2016-01-20,2016-01,Uber,Brooklyn,20903
2016-01-20,2016-01,Uber,Manhattan,88242
2016-01-20,2016-01,Uber,Queens,11211
2016-01-20,2016-01,Uber,Staten Island,238
2016-01-20,2016-01,Uber,Unknown,83
2016-01-21,2016-01,Uber,Bronx,2621
2016-01-21,2016-01,Uber,Brooklyn,22757
2016-01-21,2016-01,Uber,Manhattan,95465
2016-01-21,2016-01,Uber,Queens,12354
2016-01-21,2016-01,Uber,Staten Island,245
2016-01-21,2016-01,Uber,Unknown,90
2016-01-22,2016-01,Uber,Bronx,3228
2016-01-22,2016-01,Uber,Brooklyn,28999
2016-01-22,2016-01,Uber,Manhattan,102061
2016-01-22,2016-01,Uber,Queens,14324
2016-01-22,2016-01,Uber,Staten Island,386
2016-01-22,2016-01,Uber,Unknown,96
2016-01-23,2016-01,Uber,Bronx,1085
2016-01-23,2016-01,Uber,Brooklyn,10252
2016-01-23,2016-01,Uber,Manhattan,30457
2016-01-23,2016-01,Uber,Queens,3827
2016-01-23,2016-01,Uber,Staten Island,80
2016-01-23,2016-01,Uber,Unknown,20
2016-01-24,2016-01,Uber,Bronx,2560
2016-01-24,2016-01,Uber,Brooklyn,19119
2016-01-24,2016-01,Uber,Manhattan,52167
2016-01-24,2016-01,Uber,Queens,10764
2016-01-24,2016-01,Uber,Staten Island,235
2016-01-24,2016-01,Uber,Unknown,95
2016-01-25,2016-01,Uber,Bronx,3185
2016-01-25,2016-01,Uber,Brooklyn,23178
2016-01-25,2016-01,Uber,Manhattan,71459
2016-01-25,2016-01,Uber,Queens,18979
2016-01-25,2016-01,Uber,Staten Island,345
2016-01-25,2016-01,Uber,Unknown,101
2016-01-26,2016-01,Uber,Bronx,3031
