pickup_date,pickup_month,company,borough,trips
2018-04-01,2018-04,Uber,Bronx,12388
2018-04-01,2018-04,Uber,Brooklyn,34587
2018-04-01,2018-04,Uber,Manhattan,50512
2018-04-01,2018-04,Uber,Queens,20050
2018-04-01,2018-04,Uber,Staten Island,973
2018-04-01,2018-04,Uber,Unknown,1
2018-04-02,2018-04,Uber,Bronx,10649
2018-04-02,2018-04,Uber,Brooklyn,26659
2018-04-02,2018-04,Uber,Manhattan,50294
2018-04-02,2018-04,Uber,Queens,17415
2018-04-02,2018-04,Uber,Staten Island,888
2018-04-02,2018-04,Uber,Unknown,2
2018-04-03,2018-04,Uber,Bronx,10873
2018-04-03,2018-04,Uber,Brooklyn,28140
2018-04-03,2018-04,Uber,Manhattan,58136
2018-04-03,2018-04,Uber,Queens,17428
2018-04-03,2018-04,Uber,Staten Island,977
2018-04-03,2018-04,Uber,Unknown,3
2018-04-04,2018-04,Uber,Bronx,10820
2018-04-04,2018-04,Uber,Brooklyn,28218
2018-04-04,2018-04,Uber,Manhattan,57259
2018-04-04,2018-04,Uber,Queens,16900
2018-04-04,2018-04,Uber,Staten Island,976
2018-04-04,2018-04,Uber,Unknown,4
2018-04-05,2018-04,Uber,Bronx,11176
2018-04-05,2018-04,Uber,Brooklyn,29876
2018-04-05,2018-04,Uber,Manhattan,63094
2018-04-05,2018-04,Uber,Queens,18240
2018-04-05,2018-04,Uber,Staten Island,1074
2018-04-06,2018-04,Uber,Bronx,12295
2018-04-06,2018-04,Uber,Brooklyn,32765
2018-04-06,2018-04,Uber,Manhattan,64128
2018-04-06,2018-04,Uber,Queens,19319
2018-04-06,2018-04,Uber,Staten Island,1168
2018-04-06,2018-04,Uber,Unknown,5
2018-04-07,2018-04,Uber,Bronx,12982
2018-04-07,2018-04,Uber,Brooklyn,40499
2018-04-07,2018-04,Uber,Manhattan,67065
2018-04-07,2018-04,Uber,Queens,21401
2018-04-07,2018-04,Uber,Staten Island,1265
2018-04-07,2018-04,Uber,Unknown,6
2018-04-08,2018-04,Uber,Bronx,12527
2018-04-08,2018-04,Uber,Brooklyn,35828
2018-04-08,2018-04,Uber,Manhattan,56439
2018-04-08,2018-04,Uber,Queens,21333
2018-04-08,2018-04,Uber,Staten Island,1042
2018-04-08,2018-04,Uber,Unknown,1
2018-04-09,2018-04,Uber,Bronx,10976
2018-04-09,2018-04,Uber,Brooklyn,28689
2018-04-09,2018-04,Uber,Manhattan,51034
2018-04-09,2018-04,Uber,Queens,19371
2018-04-09,2018-04,Uber,Staten Island,983
2018-04-09,2018-04,Uber,Unknown,1
2018-04-10,2018-04,Uber,Bronx,10649
2018-04-10,2018-04,Uber,Brooklyn,29551
2018-04-10,2018-04,Uber,Manhattan,54929
2018-04-10,2018-04,Uber,Queens,18134
2018-04-10,2018-04,Uber,Staten Island,960
2018-04-10,2018-04,Uber,Unknown,2
2018-04-11,2018-04,Uber,Bronx,10898
2018-04-11,2018-04,Uber,Brooklyn,29847
2018-04-11,2018-04,Uber,Manhattan,58543
2018-04-11,2018-04,Uber,Queens,18057
2018-04-11,2018-04,Uber,Staten Island,1065
2018-04-11,2018-04,Uber,Unknown,5
2018-04-12,2018-04,Uber,Bronx,11207
2018-04-12,2018-04,Uber,Brooklyn,31310
2018-04-12,2018-04,Uber,Manhattan,61356
2018-04-12,2018-04,Uber,Queens,18637
2018-04-12,2018-04,Uber,Staten Island,1064
2018-04-13,2018-04,Uber,Bronx,12811
2018-04-13,2018-04,Uber,Brooklyn,34883
2018-04-13,2018-04,Uber,Manhattan,63177
2018-04-13,2018-04,Uber,Queens,21410
2018-04-13,2018-04,Uber,Staten Island,1617
2018-04-13,2018-04,Uber,Unknown,1
2018-04-14,2018-04,Uber,Bronx,13950
2018-04-14,2018-04,Uber,Brooklyn,44442
2018-04-14,2018-04,Uber,Manhattan,69704
2018-04-14,2018-04,Uber,Queens,23839
2018-04-14,2018-04,Uber,Staten Island,1638
2018-04-14,2018-04,Uber,Unknown,5
2018-04-15,2018-04,Uber,Bronx,12454
2018-04-15,2018-04,Uber,Brooklyn,39822
2018-04-15,2018-04,Uber,Manhattan,65153
2018-04-15,2018-04,Uber,Queens,21456
2018-04-15,2018-04,Uber,Staten Island,1151
2018-04-15,2018-04,Uber,Unknown,4
2018-04-16,2018-04,Uber,Bronx,12475
2018-04-16,2018-04,Uber,Brooklyn,31460
2018-04-16,2018-04,Uber,Manhattan,58089
2018-04-16,2018-04,Uber,Queens,20312
2018-04-16,2018-04,Uber,Staten Island,1155
2018-04-16,2018-04,Uber,Unknown,1
2018-04-17,2018-04,Uber,Bronx,10749
2018-04-17,2018-04,Uber,Brooklyn,31381
2018-04-17,2018-04,Uber,Manhattan,56433
2018-04-17,2018-04,Uber,Queens,18599
2018-04-17,2018-04,Uber,Staten Island,961
2018-04-17,2018-04,Uber,Unknown,1
2018-04-18,2018-04,Uber,Bronx,10853
2018-04-18,2018-04,Uber,Brooklyn,31390
2018-04-18,2018-04,Uber,Manhattan,58418
2018-04-18,2018-04,Uber,Queens,18012
2018-04-18,2018-04,Uber,Staten Island,1009
2018-04-18,2018-04,Uber,Unknown,2
2018-04-19,2018-04,Uber,Bronx,11644
2018-04-19,2018-04,Uber,Brooklyn,34504
2018-04-19,2018-04,Uber,Manhattan,68490
2018-04-19,2018-04,Uber,Queens,20107
2018-04-19,2018-04,Uber,Staten Island,1174
2018-04-19,2018-04,Uber,Unknown,1
2018-04-20,2018-04,Uber,Bronx,13199
2018-04-20,2018-04,Uber,Brooklyn,38094
2018-04-20,2018-04,Uber,Manhattan,66931
2018-04-20,2018-04,Uber,Queens,22770
2018-04-20,2018-04,Uber,Staten Island,1376
2018-04-20,2018-04,Uber,Unknown,7
2018-04-21,2018-04,Uber,Bronx,14007
2018-04-21,2018-04,Uber,Brooklyn,43280
2018-04-21,2018-04,Uber,Manhattan,69517
2018-04-21,2018-04,Uber,Queens,24060
2018-04-21,2018-04,Uber,Staten Island,1688
2018-04-21,2018-04,Uber,Unknown,6
2018-04-22,2018-04,Uber,Bronx,12512
2018-04-22,2018-04,Uber,Brooklyn,38867
2018-04-22,2018-04,Uber,Manhattan,57285
2018-04-22,2018-04,Uber,Queens,22345
2018-04-22,2018-04,Uber,Staten Island,1155
2018-04-22,2018-04,Uber,Unknown,1
2018-04-23,2018-04,Uber,Bronx,10723
2018-04-23,2018-04,Uber,Brooklyn,30010
2018-04-23,2018-04,Uber,Manhattan,51375
2018-04-23,2018-04,Uber,Queens,19246
2018-04-23,2018-04,Uber,Staten Island,972
2018-04-24,2018-04,Uber,Bronx,10622
2018-04-24,2018-04,Uber,Brooklyn,30363
2018-04-24,2018-04,Uber,Manhattan,58205
2018-04-24,2018-04,Uber,Queens,18669
2018-04-24,2018-04,Uber,Staten Island,1020
2018-04-24,2018-04,Uber,Unknown,2
2018-04-25,2018-04,Uber,Bronx,11560
2018-04-25,2018-04,Uber,Brooklyn,32823
2018-04-25,2018-04,Uber,Manhattan,66953
2018-04-25,2018-04,Uber,Queens,19377
2018-04-25,2018-04,Uber,Staten Island,1079
2018-04-25,2018-04,Uber,Unknown,1
2018-04-26,2018-04,Uber,Bronx,11338
2018-04-26,2018-04,Uber,Brooklyn,33040
2018-04-26,2018-04,Uber,Manhattan,64267
2018-04-26,2018-04,Uber,Queens,20597
2018-04-26,2018-04,Uber,Staten Island,1174
2018-04-26,2018-04,Uber,Unknown,3
2018-04-27,2018-04,Uber,Bronx,12599
2018-04-27,2018-04,Uber,Brooklyn,38259
2018-04-27,2018-04,Uber,Manhattan,68776
2018-04-27,2018-04,Uber,Queens,22824
2018-04-27,2018-04,Uber,Staten Island,1338
2018-04-27,2018-04,Uber,Unknown,2
2018-04-28,2018-04,Uber,Bronx,13912
2018-04-28,2018-04,Uber,Brooklyn,43435
2018-04-28,2018-04,Uber,Manhattan,71059
2018-04-28,2018-04,Uber,Queens,23913
2018-04-28,2018-04,Uber,Staten Island,1550
2018-04-28,2018-04,Uber,Unknown,5
2018-04-29,2018-04,Uber,Bronx,12776
2018-04-29,2018-04,Uber,Brooklyn,40080
2018-04-29,2018-04,Uber,Manhattan,61028
2018-04-29,2018-04,Uber,Queens,23351
2018-04-29,2018-04,Uber,Staten Island,1098
2018-04-29,2018-04,Uber,Unknown,1
2018-04-30,2018-04,Uber,Bronx,11301
2018-04-30,2018-04,Uber,Brooklyn,32290
2018-04-30,2018-04,Uber,Manhattan,57424
2018-04-30,2018-04,Uber,Queens,20090
2018-04-30,2018-04,Uber,Staten Island,1065
