pickup_date,pickup_month,company,borough,trips
2018-12-01,2018-12,Uber,Bronx,18432
2018-12-01,2018-12,Uber,Brooklyn,53722
2018-12-01,2018-12,Uber,Manhattan,93999
2018-12-01,2018-12,Uber,Queens,30628
2018-12-01,2018-12,Uber,Staten Island,2082
2018-12-01,2018-12,Uber,Unknown,2
2018-12-02,2018-12,Uber,Bronx,16179
2018-12-02,2018-12,Uber,Brooklyn,46472
2018-12-02,2018-12,Uber,Manhattan,81354
2018-12-02,2018-12,Uber,Queens,28645
2018-12-02,2018-12,Uber,Staten Island,1571
2018-12-02,2018-12,Uber,Unknown,4
2018-12-03,2018-12,Uber,Bronx,13508
2018-12-03,2018-12,Uber,Brooklyn,34266
2018-12-03,2018-12,Uber,Manhattan,64068
2018-12-03,2018-12,Uber,Queens,24292
2018-12-03,2018-12,Uber,Staten Island,1595
2018-12-03,2018-12,Uber,Unknown,1
2018-12-04,2018-12,Uber,Bronx,13057
2018-12-04,2018-12,Uber,Brooklyn,34514
2018-12-04,2018-12,Uber,Manhattan,72903
2018-12-04,2018-12,Uber,Queens,22893
2018-12-04,2018-12,Uber,Staten Island,1663
2018-12-04,2018-12,Uber,Unknown,5
2018-12-05,2018-12,Uber,Bronx,12871
2018-12-05,2018-12,Uber,Brooklyn,35396
2018-12-05,2018-12,Uber,Manhattan,78884
2018-12-05,2018-12,Uber,Queens,23156
2018-12-05,2018-12,Uber,Staten Island,1598
2018-12-05,2018-12,Uber,Unknown,1
2018-12-06,2018-12,Uber,Bronx,13144
2018-12-06,2018-12,Uber,Brooklyn,37582
2018-12-06,2018-12,Uber,Manhattan,82599
2018-12-06,2018-12,Uber,Queens,25084
2018-12-06,2018-12,Uber,Staten Island,1747
2018-12-07,2018-12,Uber,Bronx,16176
2018-12-07,2018-12,Uber,Brooklyn,42383
2018-12-07,2018-12,Uber,Manhattan,87116
2018-12-07,2018-12,Uber,Queens,28508
2018-12-07,2018-12,Uber,Staten Island,2416
2018-12-07,2018-12,Uber,Unknown,3
2018-12-08,2018-12,Uber,Bronx,17675
2018-12-08,2018-12,Uber,Brooklyn,49729
2018-12-08,2018-12,Uber,Manhattan,98855
2018-12-08,2018-12,Uber,Queens,30909
2018-12-08,2018-12,Uber,Staten Island,2272
2018-12-08,2018-12,Uber,Unknown,1
2018-12-09,2018-12,Uber,Bronx,14891
2018-12-09,2018-12,Uber,Brooklyn,42869
2018-12-09,2018-12,Uber,Manhattan,75973
2018-12-09,2018-12,Uber,Queens,27318
2018-12-09,2018-12,Uber,Staten Island,1650
2018-12-09,2018-12,Uber,Unknown,2
2018-12-10,2018-12,Uber,Bronx,13337
2018-12-10,2018-12,Uber,Brooklyn,33839
2018-12-10,2018-12,Uber,Manhattan,65220
2018-12-10,2018-12,Uber,Queens,24230
2018-12-10,2018-12,Uber,Staten Island,1589
2018-12-10,2018-12,Uber,Unknown,114
2018-12-11,2018-12,Uber,Bronx,13531
2018-12-11,2018-12,Uber,Brooklyn,36477
2018-12-11,2018-12,Uber,Manhattan,73261
2018-12-11,2018-12,Uber,Queens,24243
2018-12-11,2018-12,Uber,Staten Island,1683
2018-12-11,2018-12,Uber,Unknown,143
2018-12-12,2018-12,Uber,Bronx,13219
2018-12-12,2018-12,Uber,Brooklyn,36189
2018-12-12,2018-12,Uber,Manhattan,78056
2018-12-12,2018-12,Uber,Queens,23757
2018-12-12,2018-12,Uber,Staten Island,1727
2018-12-12,2018-12,Uber,Unknown,177
2018-12-13,2018-12,Uber,Bronx,13884
2018-12-13,2018-12,Uber,Brooklyn,39181
2018-12-13,2018-12,Uber,Manhattan,85965
2018-12-13,2018-12,Uber,Queens,25414
2018-12-13,2018-12,Uber,Staten Island,1822
2018-12-13,2018-12,Uber,Unknown,195
2018-12-14,2018-12,Uber,Bronx,16799
2018-12-14,2018-12,Uber,Brooklyn,45800
2018-12-14,2018-12,Uber,Manhattan,88806
2018-12-14,2018-12,Uber,Queens,29322
2018-12-14,2018-12,Uber,Staten Island,2228
2018-12-14,2018-12,Uber,Unknown,175
2018-12-15,2018-12,Uber,Bronx,18112
2018-12-15,2018-12,Uber,Brooklyn,53656
2018-12-15,2018-12,Uber,Manhattan,90815
2018-12-15,2018-12,Uber,Queens,30470
2018-12-15,2018-12,Uber,Staten Island,2230
2018-12-15,2018-12,Uber,Unknown,175
2018-12-16,2018-12,Uber,Bronx,16827
2018-12-16,2018-12,Uber,Brooklyn,51325
2018-12-16,2018-12,Uber,Manhattan,91864
2018-12-16,2018-12,Uber,Queens,30177
2018-12-16,2018-12,Uber,Staten Island,1788
2018-12-16,2018-12,Uber,Unknown,132
2018-12-17,2018-12,Uber,Bronx,13139
2018-12-17,2018-12,Uber,Brooklyn,34310
2018-12-17,2018-12,Uber,Manhattan,63603
2018-12-17,2018-12,Uber,Queens,22997
2018-12-17,2018-12,Uber,Staten Island,1563
2018-12-17,2018-12,Uber,Unknown,120
2018-12-18,2018-12,Uber,Bronx,13585
2018-12-18,2018-12,Uber,Brooklyn,35809
2018-12-18,2018-12,Uber,Manhattan,72681
2018-12-18,2018-12,Uber,Queens,23750
2018-12-18,2018-12,Uber,Staten Island,1751
2018-12-18,2018-12,Uber,Unknown,117
2018-12-19,2018-12,Uber,Bronx,13425
2018-12-19,2018-12,Uber,Brooklyn,37064
2018-12-19,2018-12,Uber,Manhattan,73499
2018-12-19,2018-12,Uber,Queens,23755
2018-12-19,2018-12,Uber,Staten Island,1743
2018-12-19,2018-12,Uber,Unknown,169
2018-12-20,2018-12,Uber,Bronx,15059
2018-12-20,2018-12,Uber,Brooklyn,40143
2018-12-20,2018-12,Uber,Manhattan,80756
2018-12-20,2018-12,Uber,Queens,25538
2018-12-20,2018-12,Uber,Staten Island,2019
2018-12-20,2018-12,Uber,Unknown,150
2018-12-21,2018-12,Uber,Bronx,17567
2018-12-21,2018-12,Uber,Brooklyn,43750
2018-12-21,2018-12,Uber,Manhattan,76743
2018-12-21,2018-12,Uber,Queens,29387
2018-12-21,2018-12,Uber,Staten Island,2423
2018-12-21,2018-12,Uber,Unknown,125
2018-12-22,2018-12,Uber,Bronx,17822
2018-12-22,2018-12,Uber,Brooklyn,41759
2018-12-22,2018-12,Uber,Manhattan,66747
2018-12-22,2018-12,Uber,Queens,28467
2018-12-22,2018-12,Uber,Staten Island,2293
2018-12-22,2018-12,Uber,Unknown,125
2018-12-23,2018-12,Uber,Bronx,16786
2018-12-23,2018-12,Uber,Brooklyn,37123
2018-12-23,2018-12,Uber,Manhattan,53426
2018-12-23,2018-12,Uber,Queens,25436
2018-12-23,2018-12,Uber,Staten Island,2020
2018-12-23,2018-12,Uber,Unknown,102
2018-12-24,2018-12,Uber,Bronx,19664
2018-12-24,2018-12,Uber,Brooklyn,34211
2018-12-24,2018-12,Uber,Manhattan,48461
2018-12-24,2018-12,Uber,Queens,25776
2018-12-24,2018-12,Uber,Staten Island,1683
2018-12-24,2018-12,Uber,Unknown,101
2018-12-25,2018-12,Uber,Bronx,19060
2018-12-25,2018-12,Uber,Brooklyn,29183
2018-12-25,2018-12,Uber,Manhattan,36857
2018-12-25,2018-12,Uber,Queens,22065
2018-12-25,2018-12,Uber,Staten Island,1142
2018-12-25,2018-12,Uber,Unknown,87
2018-12-26,2018-12,Uber,Bronx,12875
2018-12-26,2018-12,Uber,Brooklyn,28483
2018-12-26,2018-12,Uber,Manhattan,43030
2018-12-26,2018-12,Uber,Queens,21929
2018-12-26,2018-12,Uber,Staten Island,1595
2018-12-26,2018-12,Uber,Unknown,63
2018-12-27,2018-12,Uber,Bronx,12907
2018-12-27,2018-12,Uber,Brooklyn,30239
2018-12-27,2018-12,Uber,Manhattan,50573
2018-12-27,2018-12,Uber,Queens,22357
2018-12-27,2018-12,Uber,Staten Island,1733
2018-12-27,2018-12,Uber,Unknown,97
2018-12-28,2018-12,Uber,Bronx,15907
2018-12-28,2018-12,Uber,Brooklyn,36570
2018-12-28,2018-12,Uber,Manhattan,62432
2018-12-28,2018-12,Uber,Queens,26228
2018-12-28,2018-12,Uber,Staten Island,2085
2018-12-28,2018-12,Uber,Unknown,89
2018-12-29,2018-12,Uber,Bronx,17059
2018-12-29,2018-12,Uber,Brooklyn,37340
2018-12-29,2018-12,Uber,Manhattan,60438
2018-12-29,2018-12,Uber,Queens,27003
2018-12-29,2018-12,Uber,Staten Island,2324
2018-12-29,2018-12,Uber,Unknown,101
2018-12-30,2018-12,Uber,Bronx,16190
2018-12-30,2018-12,Uber,Brooklyn,36267
2018-12-30,2018-12,Uber,Manhattan,56968
2018-12-30,2018-12,Uber,Queens,25611
2018-12-30,2018-12,Uber,Staten Island,1835
2018-12-30,2018-12,Uber,Unknown,105
2018-12-31,2018-12,Uber,Bronx,20566
2018-12-31,2018-12,Uber,Brooklyn,50114
2018-12-31,2018-12,Uber,Manhattan,71004
2018-12-31,2018-12,Uber,Queens,32390
2018-12-31,2018-12,Uber,Staten Island,2438
2018-12-31,2018-12,Uber,Unknown,101
