pickup_date,pickup_month,company,borough,trips
2018-02-01,2018-02,Uber,Bronx,8995
2018-02-01,2018-02,Uber,Brooklyn,24772
2018-02-01,2018-02,Uber,Manhattan,56126
2018-02-01,2018-02,Uber,Queens,13397
2018-02-01,2018-02,Uber,Staten Island,752
2018-02-02,2018-02,Uber,Bronx,11491
2018-02-02,2018-02,Uber,Brooklyn,31697
2018-02-02,2018-02,Uber,Manhattan,67640
2018-02-02,2018-02,Uber,Queens,17209
2018-02-02,2018-02,Uber,Staten Island,1001
2018-02-02,2018-02,Uber,Unknown,3
2018-02-03,2018-02,Uber,Bronx,12167
2018-02-03,2018-02,Uber,Brooklyn,36939
2018-02-03,2018-02,Uber,Manhattan,71075
2018-02-03,2018-02,Uber,Queens,17844
2018-02-03,2018-02,Uber,Staten Island,1018
2018-02-03,2018-02,Uber,Unknown,3
2018-02-04,2018-02,Uber,Bronx,11242
2018-02-04,2018-02,Uber,Brooklyn,35492
2018-02-04,2018-02,Uber,Manhattan,61573
2018-02-04,2018-02,Uber,Queens,18329
2018-02-04,2018-02,Uber,Staten Island,1140
2018-02-05,2018-02,Uber,Bronx,9297
2018-02-05,2018-02,Uber,Brooklyn,25135
2018-02-05,2018-02,Uber,Manhattan,49926
2018-02-05,2018-02,Uber,Queens,15138
2018-02-05,2018-02,Uber,Staten Island,849
2018-02-06,2018-02,Uber,Bronx,9108
2018-02-06,2018-02,Uber,Brooklyn,23414
2018-02-06,2018-02,Uber,Manhattan,52598
2018-02-06,2018-02,Uber,Queens,13337
2018-02-06,2018-02,Uber,Staten Island,731
2018-02-06,2018-02,Uber,Unknown,1
2018-02-07,2018-02,Uber,Bronx,9990
2018-02-07,2018-02,Uber,Brooklyn,27728
2018-02-07,2018-02,Uber,Manhattan,66139
2018-02-07,2018-02,Uber,Queens,14776
2018-02-07,2018-02,Uber,Staten Island,877
2018-02-08,2018-02,Uber,Bronx,9576
2018-02-08,2018-02,Uber,Brooklyn,26321
2018-02-08,2018-02,Uber,Manhattan,61511
2018-02-08,2018-02,Uber,Queens,14702
2018-02-08,2018-02,Uber,Staten Island,819
2018-02-09,2018-02,Uber,Bronx,11306
2018-02-09,2018-02,Uber,Brooklyn,29956
2018-02-09,2018-02,Uber,Manhattan,64452
2018-02-09,2018-02,Uber,Queens,16939
2018-02-09,2018-02,Uber,Staten Island,1006
2018-02-09,2018-02,Uber,Unknown,1
2018-02-10,2018-02,Uber,Bronx,11724
2018-02-10,2018-02,Uber,Brooklyn,36821
2018-02-10,2018-02,Uber,Manhattan,74104
2018-02-10,2018-02,Uber,Queens,17539
2018-02-10,2018-02,Uber,Staten Island,1023
2018-02-10,2018-02,Uber,Unknown,1
2018-02-11,2018-02,Uber,Bronx,9384
2018-02-11,2018-02,Uber,Brooklyn,33008
2018-02-11,2018-02,Uber,Manhattan,60157
2018-02-11,2018-02,Uber,Queens,16475
2018-02-11,2018-02,Uber,Staten Island,801
2018-02-11,2018-02,Uber,Unknown,1
2018-02-12,2018-02,Uber,Bronx,9060
2018-02-12,2018-02,Uber,Brooklyn,23456
2018-02-12,2018-02,Uber,Manhattan,49138
2018-02-12,2018-02,Uber,Queens,14795
2018-02-12,2018-02,Uber,Staten Island,780
2018-02-12,2018-02,Uber,Unknown,1
2018-02-13,2018-02,Uber,Bronx,9589
2018-02-13,2018-02,Uber,Brooklyn,25086
2018-02-13,2018-02,Uber,Manhattan,56308
2018-02-13,2018-02,Uber,Queens,14792
2018-02-13,2018-02,Uber,Staten Island,943
2018-02-13,2018-02,Uber,Unknown,2
2018-02-14,2018-02,Uber,Bronx,10809
2018-02-14,2018-02,Uber,Brooklyn,28457
2018-02-14,2018-02,Uber,Manhattan,60237
2018-02-14,2018-02,Uber,Queens,16122
2018-02-14,2018-02,Uber,Staten Island,946
2018-02-15,2018-02,Uber,Bronx,10267
2018-02-15,2018-02,Uber,Brooklyn,27512
2018-02-15,2018-02,Uber,Manhattan,59530
2018-02-15,2018-02,Uber,Queens,16163
2018-02-15,2018-02,Uber,Staten Island,1044
2018-02-15,2018-02,Uber,Unknown,2
2018-02-16,2018-02,Uber,Bronx,11255
2018-02-16,2018-02,Uber,Brooklyn,30038
2018-02-16,2018-02,Uber,Manhattan,61612
2018-02-16,2018-02,Uber,Queens,17908
2018-02-16,2018-02,Uber,Staten Island,1098
2018-02-16,2018-02,Uber,Unknown,4
2018-02-17,2018-02,Uber,Bronx,12281
2018-02-17,2018-02,Uber,Brooklyn,35851
2018-02-17,2018-02,Uber,Manhattan,70604
2018-02-17,2018-02,Uber,Queens,18764
2018-02-17,2018-02,Uber,Staten Island,1072
2018-02-17,2018-02,Uber,Unknown,3
2018-02-18,2018-02,Uber,Bronx,10530
2018-02-18,2018-02,Uber,Brooklyn,31957
2018-02-18,2018-02,Uber,Manhattan,56043
2018-02-18,2018-02,Uber,Queens,17340
2018-02-18,2018-02,Uber,Staten Island,861
2018-02-18,2018-02,Uber,Unknown,2
2018-02-19,2018-02,Uber,Bronx,8605
2018-02-19,2018-02,Uber,Brooklyn,24857
2018-02-19,2018-02,Uber,Manhattan,46897
2018-02-19,2018-02,Uber,Queens,15832
2018-02-19,2018-02,Uber,Staten Island,770
2018-02-19,2018-02,Uber,Unknown,2
2018-02-20,2018-02,Uber,Bronx,8546
2018-02-20,2018-02,Uber,Brooklyn,22488
2018-02-20,2018-02,Uber,Manhattan,46057
2018-02-20,2018-02,Uber,Queens,14498
2018-02-20,2018-02,Uber,Staten Island,817
2018-02-21,2018-02,Uber,Bronx,9547
2018-02-21,2018-02,Uber,Brooklyn,23781
2018-02-21,2018-02,Uber,Manhattan,50252
2018-02-21,2018-02,Uber,Queens,14267
2018-02-21,2018-02,Uber,Staten Island,801
2018-02-21,2018-02,Uber,Unknown,3
2018-02-22,2018-02,Uber,Bronx,10391
2018-02-22,2018-02,Uber,Brooklyn,27501
2018-02-22,2018-02,Uber,Manhattan,62076
2018-02-22,2018-02,Uber,Queens,15006
2018-02-22,2018-02,Uber,Staten Island,880
2018-02-22,2018-02,Uber,Unknown,4
2018-02-23,2018-02,Uber,Bronx,12066
2018-02-23,2018-02,Uber,Brooklyn,29643
2018-02-23,2018-02,Uber,Manhattan,64626
2018-02-23,2018-02,Uber,Queens,17161
2018-02-23,2018-02,Uber,Staten Island,1053
2018-02-23,2018-02,Uber,Unknown,1
2018-02-24,2018-02,Uber,Bronx,12896
2018-02-24,2018-02,Uber,Brooklyn,36254
2018-02-24,2018-02,Uber,Manhattan,67874
2018-02-24,2018-02,Uber,Queens,18756
2018-02-24,2018-02,Uber,Staten Island,1100
2018-02-24,2018-02,Uber,Unknown,4
2018-02-25,2018-02,Uber,Bronx,10981
2018-02-25,2018-02,Uber,Brooklyn,33244
2018-02-25,2018-02,Uber,Manhattan,56668
2018-02-25,2018-02,Uber,Queens,17871
2018-02-25,2018-02,Uber,Staten Island,930
2018-02-25,2018-02,Uber,Unknown,1
2018-02-26,2018-02,Uber,Bronx,9956
2018-02-26,2018-02,Uber,Brooklyn,24224
2018-02-26,2018-02,Uber,Manhattan,46075
2018-02-26,2018-02,Uber,Queens,14908
2018-02-26,2018-02,Uber,Staten Island,774
2018-02-26,2018-02,Uber,Unknown,3
2018-02-27,2018-02,Uber,Bronx,9792
2018-02-27,2018-02,Uber,Brooklyn,25021
2018-02-27,2018-02,Uber,Manhattan,49753
2018-02-27,2018-02,Uber,Queens,14366
2018-02-27,2018-02,Uber,Staten Island,845
2018-02-27,2018-02,Uber,Unknown,1
2018-02-28,2018-02,Uber,Bronx,9873
2018-02-28,2018-02,Uber,Brooklyn,25630
2018-02-28,2018-02,Uber,Manhattan,52922
2018-02-28,2018-02,Uber,Queens,14757
2018-02-28,2018-02,Uber,Staten Island,853
2018-02-28,2018-02,Uber,Unknown,2
