pickup_date,pickup_month,company,borough,trips
2015-04-01,2015-04,Uber,Bronx,913
2015-04-01,2015-04,Uber,Brooklyn,10176
2015-04-01,2015-04,Uber,Manhattan,52069
2015-04-01,2015-04,Uber,Queens,6015
2015-04-01,2015-04,Uber,Staten Island,22
2015-04-01,2015-04,Uber,Unknown,21
2015-04-02,2015-04,Uber,Bronx,1018
2015-04-02,2015-04,Uber,Brooklyn,10802
2015-04-02,2015-04,Uber,EWR,1
2015-04-02,2015-04,Uber,Manhattan,55526
2015-04-02,2015-04,Uber,Queens,6661
2015-04-02,2015-04,Uber,Staten Island,30
2015-04-02,2015-04,Uber,Unknown,25
2015-04-03,2015-04,Uber,Bronx,1004
2015-04-03,2015-04,Uber,Brooklyn,12728
2015-04-03,2015-04,Uber,Manhattan,55477
2015-04-03,2015-04,Uber,Queens,6704
2015-04-03,2015-04,Uber,Staten Island,36
2015-04-03,2015-04,Uber,Unknown,26
2015-04-04,2015-04,Uber,Bronx,1219
2015-04-04,2015-04,Uber,Brooklyn,15244
2015-04-04,2015-04,Uber,Manhattan,46777
2015-04-04,2015-04,Uber,Queens,5891
2015-04-04,2015-04,Uber,Staten Island,32
2015-04-04,2015-04,Uber,Unknown,22
2015-04-05,2015-04,Uber,Bronx,1100
2015-04-05,2015-04,Uber,Brooklyn,13358
2015-04-05,2015-04,Uber,Manhattan,36292
2015-04-05,2015-04,Uber,Queens,7544
2015-04-05,2015-04,Uber,Staten Island,35
2015-04-05,2015-04,Uber,Unknown,25
2015-04-06,2015-04,Uber,Bronx,992
2015-04-06,2015-04,Uber,Brooklyn,8247
2015-04-06,2015-04,Uber,EWR,1
2015-04-06,2015-04,Uber,Manhattan,37405
2015-04-06,2015-04,Uber,Queens,6857
2015-04-06,2015-04,Uber,Staten Island,23
2015-04-06,2015-04,Uber,Unknown,35
2015-04-07,2015-04,Uber,Bronx,825
2015-04-07,2015-04,Uber,Brooklyn,9418
2015-04-07,2015-04,Uber,EWR,1
2015-04-07,2015-04,Uber,Manhattan,52157
2015-04-07,2015-04,Uber,Queens,5633
2015-04-07,2015-04,Uber,Staten Island,23
2015-04-07,2015-04,Uber,Unknown,16
2015-04-08,2015-04,Uber,Bronx,943
2015-04-08,2015-04,Uber,Brooklyn,10243
2015-04-08,2015-04,Uber,Manhattan,54946
2015-04-08,2015-04,Uber,Queens,5837
2015-04-08,2015-04,Uber,Staten Island,27
2015-04-08,2015-04,Uber,Unknown,24
2015-04-09,2015-04,Uber,Bronx,1026
2015-04-09,2015-04,Uber,Brooklyn,10460
2015-04-09,2015-04,Uber,EWR,1
2015-04-09,2015-04,Uber,Manhattan,59230
2015-04-09,2015-04,Uber,Queens,6733
2015-04-09,2015-04,Uber,Staten Island,39
2015-04-09,2015-04,Uber,Unknown,27
2015-04-10,2015-04,Uber,Bronx,1268
2015-04-10,2015-04,Uber,Brooklyn,12261
2015-04-10,2015-04,Uber,Manhattan,60510
2015-04-10,2015-04,Uber,Queens,7340
2015-04-10,2015-04,Uber,Staten Island,28
2015-04-10,2015-04,Uber,Unknown,27
2015-04-11,2015-04,Uber,Bronx,1548
2015-04-11,2015-04,Uber,Brooklyn,17338
2015-04-11,2015-04,Uber,Manhattan,56134
2015-04-11,2015-04,Uber,Queens,7427
2015-04-11,2015-04,Uber,Staten Island,50
2015-04-11,2015-04,Uber,Unknown,47
2015-04-12,2015-04,Uber,Bronx,1232
2015-04-12,2015-04,Uber,Brooklyn,15361
2015-04-12,2015-04,Uber,EWR,1
2015-04-12,2015-04,Uber,Manhattan,42528
2015-04-12,2015-04,Uber,Queens,8515
2015-04-12,2015-04,Uber,Staten Island,49
2015-04-12,2015-04,Uber,Unknown,31
2015-04-13,2015-04,Uber,Bronx,902
2015-04-13,2015-04,Uber,Brooklyn,8939
2015-04-13,2015-04,Uber,EWR,1
2015-04-13,2015-04,Uber,Manhattan,38862
2015-04-13,2015-04,Uber,Queens,7894
2015-04-13,2015-04,Uber,Staten Island,24
2015-04-13,2015-04,Uber,Unknown,30
2015-04-14,2015-04,Uber,Bronx,807
2015-04-14,2015-04,Uber,Brooklyn,9224
2015-04-14,2015-04,Uber,Manhattan,46826
2015-04-14,2015-04,Uber,Queens,6477
2015-04-14,2015-04,Uber,Staten Island,31
2015-04-14,2015-04,Uber,Unknown,24
