pickup_date,pickup_month,company,borough,trips
2017-08-01,2017-08,Uber,Bronx,5811
2017-08-01,2017-08,Uber,Brooklyn,20193
2017-08-01,2017-08,Uber,Manhattan,49687
2017-08-01,2017-08,Uber,Queens,12479
2017-08-01,2017-08,Uber,Staten Island,608
2017-08-01,2017-08,Uber,Unknown,3
2017-08-02,2017-08,Uber,Bronx,6222
2017-08-02,2017-08,Uber,Brooklyn,22534
2017-08-02,2017-08,Uber,Manhattan,56620
2017-08-02,2017-08,Uber,Queens,12544
2017-08-02,2017-08,Uber,Staten Island,662
2017-08-02,2017-08,Uber,Unknown,3
2017-08-03,2017-08,Uber,Bronx,5878
2017-08-03,2017-08,Uber,Brooklyn,22853
2017-08-03,2017-08,Uber,Manhattan,56579
2017-08-03,2017-08,Uber,Queens,14376
2017-08-03,2017-08,Uber,Staten Island,703
2017-08-03,2017-08,Uber,Unknown,3
2017-08-04,2017-08,Uber,Bronx,6958
2017-08-04,2017-08,Uber,Brooklyn,25923
2017-08-04,2017-08,Uber,Manhattan,55923
2017-08-04,2017-08,Uber,Queens,16618
2017-08-04,2017-08,Uber,Staten Island,907
2017-08-04,2017-08,Uber,Unknown,3
2017-08-05,2017-08,Uber,Bronx,7572
2017-08-05,2017-08,Uber,Brooklyn,30642
2017-08-05,2017-08,Uber,Manhattan,55187
2017-08-05,2017-08,Uber,Queens,16410
2017-08-05,2017-08,Uber,Staten Island,838
2017-08-05,2017-08,Uber,Unknown,5
2017-08-06,2017-08,Uber,Bronx,7150
2017-08-06,2017-08,Uber,Brooklyn,27139
2017-08-06,2017-08,Uber,Manhattan,48612
2017-08-06,2017-08,Uber,Queens,15753
2017-08-06,2017-08,Uber,Staten Island,659
2017-08-06,2017-08,Uber,Unknown,4
2017-08-07,2017-08,Uber,Bronx,6329
2017-08-07,2017-08,Uber,Brooklyn,21365
2017-08-07,2017-08,Uber,Manhattan,53206
2017-08-07,2017-08,Uber,Queens,13892
2017-08-07,2017-08,Uber,Staten Island,644
2017-08-07,2017-08,Uber,Unknown,6
2017-08-08,2017-08,Uber,Bronx,5603
2017-08-08,2017-08,Uber,Brooklyn,20081
2017-08-08,2017-08,Uber,Manhattan,47371
2017-08-08,2017-08,Uber,Queens,12955
2017-08-08,2017-08,Uber,Staten Island,595
2017-08-08,2017-08,Uber,Unknown,5
2017-08-09,2017-08,Uber,Bronx,5935
2017-08-09,2017-08,Uber,Brooklyn,20953
2017-08-09,2017-08,Uber,Manhattan,50939
2017-08-09,2017-08,Uber,Queens,12585
2017-08-09,2017-08,Uber,Staten Island,645
2017-08-09,2017-08,Uber,Unknown,9
2017-08-10,2017-08,Uber,Bronx,6329
2017-08-10,2017-08,Uber,Brooklyn,22022
2017-08-10,2017-08,Uber,Manhattan,54898
2017-08-10,2017-08,Uber,Queens,13372
2017-08-10,2017-08,Uber,Staten Island,599
2017-08-10,2017-08,Uber,Unknown,4
2017-08-11,2017-08,Uber,Bronx,7415
2017-08-11,2017-08,Uber,Brooklyn,25623
2017-08-11,2017-08,Uber,Manhattan,54622
2017-08-11,2017-08,Uber,Queens,15148
2017-08-11,2017-08,Uber,Staten Island,788
2017-08-12,2017-08,Uber,Bronx,8084
2017-08-12,2017-08,Uber,Brooklyn,31491
2017-08-12,2017-08,Uber,Manhattan,54223
2017-08-12,2017-08,Uber,Queens,16416
2017-08-12,2017-08,Uber,Staten Island,860
2017-08-12,2017-08,Uber,Unknown,5
2017-08-13,2017-08,Uber,Bronx,7669
2017-08-13,2017-08,Uber,Brooklyn,28491
2017-08-13,2017-08,Uber,Manhattan,46178
2017-08-13,2017-08,Uber,Queens,16583
2017-08-13,2017-08,Uber,Staten Island,728
2017-08-13,2017-08,Uber,Unknown,7
2017-08-14,2017-08,Uber,Bronx,6292
2017-08-14,2017-08,Uber,Brooklyn,20014
2017-08-14,2017-08,Uber,Manhattan,42500
2017-08-14,2017-08,Uber,Queens,13692
2017-08-14,2017-08,Uber,Staten Island,571
2017-08-14,2017-08,Uber,Unknown,2
2017-08-15,2017-08,Uber,Bronx,5996
2017-08-15,2017-08,Uber,Brooklyn,22350
2017-08-15,2017-08,Uber,Manhattan,49855
2017-08-15,2017-08,Uber,Queens,12826
2017-08-15,2017-08,Uber,Staten Island,642
2017-08-15,2017-08,Uber,Unknown,2
2017-08-16,2017-08,Uber,Bronx,5993
