pickup_date,pickup_month,company,borough,trips
2015-07-01,2015-07,Uber,Bronx,1428
2015-07-01,2015-07,Uber,Brooklyn,15950
2015-07-01,2015-07,Uber,EWR,1
2015-07-01,2015-07,Uber,Manhattan,65530
2015-07-01,2015-07,Uber,Queens,8739
2015-07-01,2015-07,Uber,Staten Island,56
2015-07-01,2015-07,Uber,Unknown,57
2015-07-02,2015-07,Uber,Bronx,1613
2015-07-02,2015-07,Uber,Brooklyn,16061
2015-07-02,2015-07,Uber,EWR,2
2015-07-02,2015-07,Uber,Manhattan,61577
2015-07-02,2015-07,Uber,Queens,10058
2015-07-02,2015-07,Uber,Staten Island,71
2015-07-02,2015-07,Uber,Unknown,49
2015-07-03,2015-07,Uber,Bronx,1835
2015-07-03,2015-07,Uber,Brooklyn,17308
2015-07-03,2015-07,Uber,EWR,1
2015-07-03,2015-07,Uber,Manhattan,45629
2015-07-03,2015-07,Uber,Queens,8844
2015-07-03,2015-07,Uber,Staten Island,84
2015-07-03,2015-07,Uber,Unknown,49
2015-07-04,2015-07,Uber,Bronx,2034
2015-07-04,2015-07,Uber,Brooklyn,19729
2015-07-04,2015-07,Uber,Manhattan,38203
2015-07-04,2015-07,Uber,Queens,8371
2015-07-04,2015-07,Uber,Staten Island,85
2015-07-04,2015-07,Uber,Unknown,55
2015-07-05,2015-07,Uber,Bronx,1839
2015-07-05,2015-07,Uber,Brooklyn,18946
2015-07-05,2015-07,Uber,Manhattan,38854
2015-07-05,2015-07,Uber,Queens,12507
2015-07-05,2015-07,Uber,Staten Island,50
2015-07-05,2015-07,Uber,Unknown,54
2015-07-06,2015-07,Uber,Bronx,1356
2015-07-06,2015-07,Uber,Brooklyn,11619
2015-07-06,2015-07,Uber,Manhattan,46174
2015-07-06,2015-07,Uber,Queens,10234
2015-07-06,2015-07,Uber,Staten Island,53
2015-07-06,2015-07,Uber,Unknown,61
2015-07-07,2015-07,Uber,Bronx,1533
2015-07-07,2015-07,Uber,Brooklyn,12490
2015-07-07,2015-07,Uber,EWR,2
2015-07-07,2015-07,Uber,Manhattan,60592
2015-07-07,2015-07,Uber,Queens,8454
2015-07-07,2015-07,Uber,Staten Island,53
2015-07-07,2015-07,Uber,Unknown,50
2015-07-08,2015-07,Uber,Bronx,1580
2015-07-08,2015-07,Uber,Brooklyn,13913
2015-07-08,2015-07,Uber,Manhattan,69015
2015-07-08,2015-07,Uber,Queens,8626
2015-07-08,2015-07,Uber,Staten Island,51
2015-07-08,2015-07,Uber,Unknown,51
2015-07-09,2015-07,Uber,Bronx,1689
2015-07-09,2015-07,Uber,Brooklyn,16332
2015-07-09,2015-07,Uber,Manhattan,81544
2015-07-09,2015-07,Uber,Queens,9711
2015-07-09,2015-07,Uber,Staten Island,44
2015-07-09,2015-07,Uber,Unknown,73
2015-07-10,2015-07,Uber,Bronx,1694
2015-07-10,2015-07,Uber,Brooklyn,17358
2015-07-10,2015-07,Uber,Manhattan,73183
2015-07-10,2015-07,Uber,Queens,10838
2015-07-10,2015-07,Uber,Staten Island,81
2015-07-10,2015-07,Uber,Unknown,133
2015-07-11,2015-07,Uber,Bronx,2335
2015-07-11,2015-07,Uber,Brooklyn,24839
2015-07-11,2015-07,Uber,Manhattan,74025
