pickup_date,pickup_month,company,borough,trips
2018-01-01,2018-01,Uber,Bronx,16599
2018-01-01,2018-01,Uber,Brooklyn,45591
2018-01-01,2018-01,Uber,Manhattan,70857
2018-01-01,2018-01,Uber,Queens,27328
2018-01-01,2018-01,Uber,Staten Island,1471
2018-01-01,2018-01,Uber,Unknown,5
2018-01-02,2018-01,Uber,Bronx,11020
2018-01-02,2018-01,Uber,Brooklyn,29107
2018-01-02,2018-01,Uber,Manhattan,52978
2018-01-02,2018-01,Uber,Queens,20043
2018-01-02,2018-01,Uber,Staten Island,853
2018-01-02,2018-01,Uber,Unknown,7
2018-01-03,2018-01,Uber,Bronx,11446
2018-01-03,2018-01,Uber,Brooklyn,30873
2018-01-03,2018-01,Uber,Manhattan,56637
2018-01-03,2018-01,Uber,Queens,19511
2018-01-03,2018-01,Uber,Staten Island,840
2018-01-03,2018-01,Uber,Unknown,7
2018-01-04,2018-01,Uber,Bronx,7862
2018-01-04,2018-01,Uber,Brooklyn,23257
2018-01-04,2018-01,Uber,Manhattan,38332
2018-01-04,2018-01,Uber,Queens,13863
2018-01-04,2018-01,Uber,Staten Island,610
2018-01-04,2018-01,Uber,Unknown,1
2018-01-05,2018-01,Uber,Bronx,14908
2018-01-05,2018-01,Uber,Brooklyn,42321
2018-01-05,2018-01,Uber,Manhattan,69880
2018-01-05,2018-01,Uber,Queens,25731
2018-01-05,2018-01,Uber,Staten Island,1396
2018-01-05,2018-01,Uber,Unknown,8
2018-01-06,2018-01,Uber,Bronx,14944
2018-01-06,2018-01,Uber,Brooklyn,48691
2018-01-06,2018-01,Uber,Manhattan,84802
2018-01-06,2018-01,Uber,Queens,28094
2018-01-06,2018-01,Uber,Staten Island,1297
2018-01-06,2018-01,Uber,Unknown,10
2018-01-07,2018-01,Uber,Bronx,13110
2018-01-07,2018-01,Uber,Brooklyn,43655
2018-01-07,2018-01,Uber,Manhattan,68771
2018-01-07,2018-01,Uber,Queens,23962
2018-01-07,2018-01,Uber,Staten Island,1036
2018-01-07,2018-01,Uber,Unknown,8
2018-01-08,2018-01,Uber,Bronx,12380
2018-01-08,2018-01,Uber,Brooklyn,34627
2018-01-08,2018-01,Uber,Manhattan,56536
2018-01-08,2018-01,Uber,Queens,21928
2018-01-08,2018-01,Uber,Staten Island,1051
2018-01-08,2018-01,Uber,Unknown,3
2018-01-09,2018-01,Uber,Bronx,11506
2018-01-09,2018-01,Uber,Brooklyn,33020
2018-01-09,2018-01,Uber,Manhattan,59669
2018-01-09,2018-01,Uber,Queens,19838
2018-01-09,2018-01,Uber,Staten Island,1019
2018-01-09,2018-01,Uber,Unknown,5
2018-01-10,2018-01,Uber,Bronx,11597
2018-01-10,2018-01,Uber,Brooklyn,33719
2018-01-10,2018-01,Uber,Manhattan,61743
2018-01-10,2018-01,Uber,Queens,18401
2018-01-10,2018-01,Uber,Staten Island,968
2018-01-10,2018-01,Uber,Unknown,7
2018-01-11,2018-01,Uber,Bronx,12108
2018-01-11,2018-01,Uber,Brooklyn,33202
2018-01-11,2018-01,Uber,Manhattan,65677
2018-01-11,2018-01,Uber,Queens,19492
2018-01-11,2018-01,Uber,Staten Island,1036
2018-01-11,2018-01,Uber,Unknown,5
2018-01-12,2018-01,Uber,Bronx,14761
2018-01-12,2018-01,Uber,Brooklyn,39945
2018-01-12,2018-01,Uber,Manhattan,78156
2018-01-12,2018-01,Uber,Queens,23923
2018-01-12,2018-01,Uber,Staten Island,1295
2018-01-12,2018-01,Uber,Unknown,4
2018-01-13,2018-01,Uber,Bronx,16018
2018-01-13,2018-01,Uber,Brooklyn,46067
2018-01-13,2018-01,Uber,Manhattan,86216
2018-01-13,2018-01,Uber,Queens,25015
2018-01-13,2018-01,Uber,Staten Island,1419
2018-01-13,2018-01,Uber,Unknown,4
2018-01-14,2018-01,Uber,Bronx,14305
2018-01-14,2018-01,Uber,Brooklyn,44913
2018-01-14,2018-01,Uber,Manhattan,82889
2018-01-14,2018-01,Uber,Queens,23863
2018-01-14,2018-01,Uber,Staten Island,1181
2018-01-14,2018-01,Uber,Unknown,8
2018-01-15,2018-01,Uber,Bronx,11122
2018-01-15,2018-01,Uber,Brooklyn,33923
2018-01-15,2018-01,Uber,Manhattan,64427
2018-01-15,2018-01,Uber,Queens,20431
2018-01-15,2018-01,Uber,Staten Island,939
2018-01-15,2018-01,Uber,Unknown,10
2018-01-16,2018-01,Uber,Bronx,11861
2018-01-16,2018-01,Uber,Brooklyn,31834
2018-01-16,2018-01,Uber,Manhattan,67142
2018-01-16,2018-01,Uber,Queens,20081
2018-01-16,2018-01,Uber,Staten Island,947
2018-01-16,2018-01,Uber,Unknown,5
2018-01-17,2018-01,Uber,Bronx,12416
2018-01-17,2018-01,Uber,Brooklyn,34805
2018-01-17,2018-01,Uber,Manhattan,74128
2018-01-17,2018-01,Uber,Queens,19168
2018-01-17,2018-01,Uber,Staten Island,1024
2018-01-17,2018-01,Uber,Unknown,11
2018-01-18,2018-01,Uber,Bronx,13349
2018-01-18,2018-01,Uber,Brooklyn,36488
2018-01-18,2018-01,Uber,Manhattan,76159
2018-01-18,2018-01,Uber,Queens,20598
2018-01-18,2018-01,Uber,Staten Island,1116
2018-01-18,2018-01,Uber,Unknown,5
2018-01-19,2018-01,Uber,Bronx,15556
2018-01-19,2018-01,Uber,Brooklyn,41302
2018-01-19,2018-01,Uber,Manhattan,81432
2018-01-19,2018-01,Uber,Queens,23429
2018-01-19,2018-01,Uber,Staten Island,1464
2018-01-19,2018-01,Uber,Unknown,7
2018-01-20,2018-01,Uber,Bronx,15963
2018-01-20,2018-01,Uber,Brooklyn,46953
2018-01-20,2018-01,Uber,Manhattan,84401
2018-01-20,2018-01,Uber,Queens,25639
2018-01-20,2018-01,Uber,Staten Island,1442
2018-01-20,2018-01,Uber,Unknown,8
2018-01-21,2018-01,Uber,Bronx,13990
2018-01-21,2018-01,Uber,Brooklyn,41788
2018-01-21,2018-01,Uber,Manhattan,69384
2018-01-21,2018-01,Uber,Queens,23121
2018-01-21,2018-01,Uber,Staten Island,1046
2018-01-21,2018-01,Uber,Unknown,9
2018-01-22,2018-01,Uber,Bronx,12480
2018-01-22,2018-01,Uber,Brooklyn,31641
2018-01-22,2018-01,Uber,Manhattan,58836
2018-01-22,2018-01,Uber,Queens,19745
2018-01-22,2018-01,Uber,Staten Island,959
2018-01-22,2018-01,Uber,Unknown,2
2018-01-23,2018-01,Uber,Bronx,12741
2018-01-23,2018-01,Uber,Brooklyn,32558
2018-01-23,2018-01,Uber,Manhattan,67906
2018-01-23,2018-01,Uber,Queens,18824
2018-01-23,2018-01,Uber,Staten Island,993
2018-01-23,2018-01,Uber,Unknown,7
2018-01-24,2018-01,Uber,Bronx,12887
2018-01-24,2018-01,Uber,Brooklyn,35000
2018-01-24,2018-01,Uber,Manhattan,71887
2018-01-24,2018-01,Uber,Queens,19504
2018-01-24,2018-01,Uber,Staten Island,1094
2018-01-24,2018-01,Uber,Unknown,6
2018-01-25,2018-01,Uber,Bronx,13830
2018-01-25,2018-01,Uber,Brooklyn,37644
2018-01-25,2018-01,Uber,Manhattan,83053
2018-01-25,2018-01,Uber,Queens,21338
2018-01-25,2018-01,Uber,Staten Island,1106
2018-01-25,2018-01,Uber,Unknown,5
2018-01-26,2018-01,Uber,Bronx,16569
2018-01-26,2018-01,Uber,Brooklyn,43247
2018-01-26,2018-01,Uber,Manhattan,90513
2018-01-26,2018-01,Uber,Queens,24152
2018-01-26,2018-01,Uber,Staten Island,1290
2018-01-26,2018-01,Uber,Unknown,6
2018-01-27,2018-01,Uber,Bronx,16467
2018-01-27,2018-01,Uber,Brooklyn,48461
2018-01-27,2018-01,Uber,Manhattan,92532
2018-01-27,2018-01,Uber,Queens,25765
2018-01-27,2018-01,Uber,Staten Island,1372
2018-01-27,2018-01,Uber,Unknown,10
2018-01-28,2018-01,Uber,Bronx,14240
2018-01-28,2018-01,Uber,Brooklyn,43984
2018-01-28,2018-01,Uber,Manhattan,75623
2018-01-28,2018-01,Uber,Queens,24337
2018-01-28,2018-01,Uber,Staten Island,997
2018-01-28,2018-01,Uber,Unknown,12
2018-01-29,2018-01,Uber,Bronx,12851
2018-01-29,2018-01,Uber,Brooklyn,31990
2018-01-29,2018-01,Uber,Manhattan,63007
2018-01-29,2018-01,Uber,Queens,20016
2018-01-29,2018-01,Uber,Staten Island,1003
2018-01-29,2018-01,Uber,Unknown,12
2018-01-30,2018-01,Uber,Bronx,13249
2018-01-30,2018-01,Uber,Brooklyn,34530
2018-01-30,2018-01,Uber,Manhattan,71523
2018-01-30,2018-01,Uber,Queens,19701
2018-01-30,2018-01,Uber,Staten Island,1101
2018-01-30,2018-01,Uber,Unknown,3
2018-01-31,2018-01,Uber,Bronx,14077
2018-01-31,2018-01,Uber,Brooklyn,38215
2018-01-31,2018-01,Uber,Manhattan,76756
2018-01-31,2018-01,Uber,Queens,20046
2018-01-31,2018-01,Uber,Staten Island,1123
2018-01-31,2018-01,Uber,Unknown,9
